,,,Residential Fire Sprinklers,Residential Fire Sprinklers
,,,Data Collection Project,Data Collection Project
Source:,Source:,,Virginia Fire Incident Reporting System,Virginia Fire Incident Reporting System
Reporting Period:,Reporting Period:,Reporting Period:,January 2000 to September 2008,January 2000 to September 2008
Data Criteria,Data Criteria,Data Criteria,,
•,Incident Type – Structure Fire Codes,Incident Type – Structure Fire Codes,Incident Type – Structure Fire Codes,Incident Type – Structure Fire Codes
,o,111 – Building fire.,111 – Building fire.,Excludes confined fires (113-118)
,o,113 – Confined cooking fire in structure,113 – Confined cooking fire in structure,113 – Confined cooking fire in structure
,o,114 – Confined chimney fire in structure,114 – Confined chimney fire in structure,114 – Confined chimney fire in structure
,o,115 – Confined incinerator fire in structure,115 – Confined incinerator fire in structure,115 – Confined incinerator fire in structure
,o,116 – Confined boiler fire in structure,116 – Confined boiler fire in structure,116 – Confined boiler fire in structure
,o,117 – Confined compactor fire in structure,117 – Confined compactor fire in structure,117 – Confined compactor fire in structure
,o,118 – Confined trash fire in structure,118 – Confined trash fire in structure,118 – Confined trash fire in structure
•,Property Use – Residential,Property Use – Residential,Property Use – Residential,
,o,419 – 1 or 2 family dwelling,419 – 1 or 2 family dwelling,419 – 1 or 2 family dwelling
•,Aid,,,
,o,None,,
,o,Received,Received,
,o,Other Aid,Other Aid,
,o,Blank,,
Note,,,,
•,"Last database update November 21, 2008","Last database update November 21, 2008","Last database update November 21, 2008","Last database update November 21, 2008"
•,2008 data is preliminary.,2008 data is preliminary.,2008 data is preliminary.,"Final 2008 stats will be released on April 1, 2009."
•,Year 2008 data only includes incidents reported for January 2008 to September,Year 2008 data only includes incidents reported for January 2008 to September,Year 2008 data only includes incidents reported for January 2008 to September,Year 2008 data only includes incidents reported for January 2008 to September
,2008.,,,
•,OUTLIERS - If an incident response time was 12 hours or greater or response time,OUTLIERS - If an incident response time was 12 hours or greater or response time,OUTLIERS - If an incident response time was 12 hours or greater or response time,OUTLIERS - If an incident response time was 12 hours or greater or response time
,"was less than 0 minutes, then the respond time was not used in the calculation of","was less than 0 minutes, then the respond time was not used in the calculation of","was less than 0 minutes, then the respond time was not used in the calculation of","was less than 0 minutes, then the respond time was not used in the calculation of"
,average response time; 227 incidents’ response times were impacted.,average response time; 227 incidents’ response times were impacted.,average response time; 227 incidents’ response times were impacted.,average response time; 227 incidents’ response times were impacted.
•,If the incident was a fire in a structure confined to a non-combustible container,If the incident was a fire in a structure confined to a non-combustible container,If the incident was a fire in a structure confined to a non-combustible container,If the incident was a fire in a structure confined to a non-combustible container
,"(codes 113, 114, 115, 116, 117, or 118) and the fire spread was blank, then the","(codes 113, 114, 115, 116, 117, or 118) and the fire spread was blank, then the","(codes 113, 114, 115, 116, 117, or 118) and the fire spread was blank, then the","(codes 113, 114, 115, 116, 117, or 118) and the fire spread was blank, then the"
,fire spread code was changed to 1 (confined to object).,fire spread code was changed to 1 (confined to object).,fire spread code was changed to 1 (confined to object).,fire spread code was changed to 1 (confined to object).
Point of Contact:,Point of Contact:,Point of Contact:,,
,Marion A. Long,Marion A. Long,,
,Manager of Information & Statistics,Manager of Information & Statistics,Manager of Information & Statistics,Manager of Information & Statistics
,Virginia Department of Fire Programs,Virginia Department of Fire Programs,Virginia Department of Fire Programs,Virginia Department of Fire Programs
,1005 Technology Park Drive,1005 Technology Park Drive,1005 Technology Park Drive,
,"Glen Allen, VA","Glen Allen, VA",23059,
,804-259-1990,804-259-1990,,
,804-840-3714 (cell),804-840-3714 (cell),804-840-3714 (cell),
,Marion.long@vdfp.virginia.gov,Marion.long@vdfp.virginia.gov,Marion.long@vdfp.virginia.gov,
Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,1
,,,,Virginia Residential Building Fires,Virginia Residential Building Fires,Virginia Residential Building Fires,Virginia Residential Building Fires,Virginia Residential Building Fires,,,,
,,,,,,,,,,,,Inc.
Blank,"10,729",24.9%,7:48,44.1%,"$22,462,619","$2,094",128,9,29,1,167,16
Confined to object,"12,010",27.9%,7:38,44.6%,"$45,756,030","$3,810",264,12,37,0,313,26
Confined to room,"10,338",24.0%,6:48,55.0%,"$174,062,725","$16,837",787,49,111,0,947,92
Confined to floor,"2,230",5.2%,8:30,54.1%,"$73,650,025","$33,027",172,30,82,0,284,127
Confined to building,"6,442",15.0%,9:34,42.0%,"$558,842,329","$86,750",475,187,454,1,"1,117",173
Spread beyond bldg.,"1,323",3.1%,11:41,41.5%,"$120,496,056","$91,078",91,54,129,0,274,207
Total,"43,072",100.0%,7:56,47.0%,"$995,269,784","$23,107","1,917",341,842,2,"3,102",72
,250,,,,,,,,,,,
,200,,,,,,,,,,,
,150,,,,,,,,,,,
,100,,,,,,,,207,,,
,,,,,,,173,,,,,
,,,,,127,,,,,,,
,50,,,92,,,,,,,,
,,26,,,,,,,,,,
,0,,,,,,,,,,,
,,Confined to,Confined to,Confined to,Confined to,Confined to,Confined to,,Spread,,,
,,object,object,room,floor,building,building,beyond bldg.,beyond bldg.,,,
,,,,,Fire Spread,,,,,,,
,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,8,,,,,,,
Virginia Residential Building Fires,
in 1-or-2 Family Dwellings,
(Jan 2000- Sep 2008 Combined),
1-or-2 Family Dwelling Fires by Time,1-or-2 Family Dwelling Fires by Time
,of Day
,Midnight-3am
8pm-11pm,9%
18%,
,4am-7am
,8%
,8am-11am
,16%
4pm-7pm,
28%,
,Noon-3pm
,21%
Source: Virginia Fire Incident Reporting System,9
