RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS),CIVIL PENALTY ($),MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER
537,VILLA BELLA ITALIAN RESTAURANT,12036,"6050 BURKE COMMONS RD., SUITE C",BURKE,VA,22015,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,2/3/2011,,02/25/11,," $ 2,000.00 ",,,,,
764,QUICK SHOP,52592,18020 MAIN STREET,DUMFRIES,VA,22026,UNDER AGED BUYER,1,N,ALEXANDRIA,OFFER IN COMPROMISE,4/26/2011,,06/28/11,," $ 1,500.00 ",,,,,MGR. TO TAKE MART & ALL EMPLOYEES TO ATTEND RSVP 7-27-2011
543,PRIME TIME SPORTS GRILL,75984,11250 JAMES SWART CIR,FAIRFAX,VA,22030,ALLOWED CONSUMPTION OF AB OTHER THAN IN DINING AREA; CONDUCTED HAPPY HOUR,2,N,ALEXANDRIA,INITIAL HEARING,4/5/2010,1/20/2011,02/25/11,7," $ 1,000.00 ",,,,,
526,RED HOT & BLUE RESTAURANT,77146,4150 CHAIN BRIDGE ROAD,FAIRFAX,VA,22030,FAILED TO TIMELY SUBMIT MBAR,1,Y,ALEXANDRIA,CONSENT SETTLEMENT,10/31/2010,,02/18/11,, $ 500.00 ,,,,,
264,VILLA MOZART RESTAURANT,26002,4009 CHAIN BRIDGE ROAD,FAIRFAX,VA,22030,FAILED TO TIMELY SUBMIT MBAR,1,N,ALEXANDRIA,OFFER IN COMPROMISE,6/9/2010,,10/29/10,, $ 350.00 ,,,,,
7,COURTSIDE THAI CUISINE,42852,3981 CHAIN BRIDGE ROAD,FAIRFAX,VA,22030,UNDER AGED BUYER,1,N,ALEXANDRIA,INITIAL HEARING,5/19/2009,6/1/2010,07/06/10,25," $ 2,000.00 ",,,,,
258,BOMBAY GARDEN RESTAURANT,62374,4008 UNIVERSITY DRIVE,FAIRFAX,VA,22030,UNDER AGED BUYER,1,N,ALEXANDRIA,OFFER IN COMPROMISE,7/27/2010,,10/29/10,," $ 1,500.00 ",,,,,
676,TWINBROOK CONVENIENCE STORE,39894,9529 BRADDOCK ROAD,FAIRFAX,VA,22032,"ILLEGALLY POSSESSED, DISTRIBUTED, SOLD OR USED OR KNOWINGLY ALLOWED AN EMPLOYEE OR AGENT TO ILLEGALLY POSSESS, DISTRIBUTE SOLL OR USE MARIJUANA OR OTHER CONTROLLED SUBSTANCES",1,N,ALEXANDRIA,APPEAL HEARING,6/16/2010,11/10/2010,05/06/11,,,,,Y,,
508,ALEXANDRE DE PARIS BEAUTY SPA,65816,12751 FEDERAL SYSTEMS PARK DR.,FAIRFAX,VA,22033,FAILED TO HAVE DESIGNATED MANAGER ON DUTY,1,N,ALEXANDRIA,CONSENT SETTLEMENT,1/24/2011,,02/11/11,, $ 500.00 ,,,,,
202,ROMANOS MACARONI GRILL,55596,12169 FAIR LAKES PROMENADE DR,FAIRFAX,VA,22033,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,8/13/2010,,09/28/10,," $ 2,000.00 ",,,,,
573,KEBERICHO DELI MARKET & BUTCHER SHOP,59736,3811C GEORGE MASON DRIVE,FALLS CHURCH,VA,22041,FAILED TO TIMELY SUBMIT MBAR,1,Y,ALEXANDRIA,CONSENT SETTLEMENT,11/30/2010,,03/16/10,, $ 500.00 ,,,,,
229,TENADAM INTERNATIONAL MARKET,35330,3817 S GEORGE MASON DR,FALLS CHURCH,VA,22041,KEPT/ALLOWED TO BE KEPT AB NOT AUTHORIZED ON PREMISES; ALLOWED CONSUMPTION  UPON PREMISES; PURCHASE OTHER THAN MANUFACTURER,3,Y,ALEXANDRIA,INITIAL HEARING,4/7/2010,9/2/2010,10/08/10,25," $ 2,000.00 ",10,,,Y,1 CHARGE DISMISSED
609,PEACOCK RESTAURANT,63557,"3813 S GEORGE MASON DR, STE E",FALLS CHURCH,VA,22041,"PLACE TO BE OCCUPIED DOES NOT CONFORM TO THE REQUIREMENTS OF THE GOVERNING BODY OF FAIRFAX COUNTY WITH RESPECT TO SANITATION, HEALTH, CONSTRUCTION, OR EQUIPMENT",1,N,ALEXANDRIA,INITIAL HEARING,8/14/2010,2/28/2011,4/1/2011,15," $ 1,000.00 ",,,,,
784,7 SEVEN FOOD STORE,65542,3518 MONCURE AVENUE,FALLS CHURCH,VA,22041,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,12/7/2010,,06/30/11,," $ 2,000.00 ",,,,,
707,CULMORE SUPERMARKET,75654,6019 LEESBURG PIKE,FALLS CHURCH,VA,22041,UNDER AGED BUYER,1,Y,ALEXANDRIA,OFFER IN COMPROMISE,12/7/2010,4/26/2011,05/31/11,0," $ 4,500.00 ",2,,,,OWNER TO TAKE MART TRAINING
747,7 SEVEN FOOD STORE,13531,3518 MONCURE AVE.,FALLS CHURCH,VA,22041,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,12/7/2010,,06/08/11,,,,,,,"2-10-11 CS VACATED, ENF. CITED WRONG LICENSEE"
500,7 SEVEN FOOD STORE,13531,3518 MONCURE AVE.,FALLS CHURCH,VA,22041,UNDER AGED BUYER,1,Y,ALEXANDRIA,CONSENT SETTLEMENT,12/7/2010,,02/10/11,," $ 2,000.00 ",,,,,
506,CVS PHARMACY #1386,62857,3535 S. JEFFERSON STREET,BAILEYS X-ROADS,VA,22041,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,12/7/2010,,02/11/11,," $ 2,000.00 ",,,,,
520,HARRIS TEETER #279,10738,6351 COLUMBIA PIKE,FALLS CHURCH,VA,22041,UNDER AGED BUYER,1,Y,ALEXANDRIA,CONSENT SETTLEMENT,12/7/2010,,02/18/11,," $ 2,000.00 ",,,,,
691,FEZ BISTRO,66311,7810 E LEE HWY,FALLS CHURCH,VA,22042,CANNOT DEMONSTRATE FINANCIAL RESPONSIBILITY,1,N,ALEXANDRIA,INITIAL HEARING,12/31/2010,4/18/2011,05/20/11,7, $ 500.00 ,,,,,
518,NEW SEASONS RESTAURANT,65029,7279 ARLINGTON BLVD.,FALLS CHURCH,VA,22042,KEPT AB NOT AUTHORIZED TO SELL ON PREMISES,1,N,ALEXANDRIA,CONSENT SETTLEMENT,1/5/2011,,02/18/11,, $ 500.00 ,,,,,
770,CVS PHARMACY #1411,62879,8124 ARLINGTON BOULEVARD,FALLS CHURCH,VA,22042,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,5/17/2011,,06/28/11,," $ 2,000.00 ",,,,,
239,EL TIO TEX MEX GRILL,56727,7630 LEE HWY,FALLS CHURCH,VA,22042,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,9/18/2010,,10/22/10,," $ 2,000.00 ",,,,,
578,NGOC ANH RESTAURANT,8912,"6795 WILSON BLVD., SUITE 25",FALLS CHURCH,VA,22044,"FAIL TO KEEP COMPLETE, ACCURATE RECORDS @ LOCATION;  DESIGNATED MGR. NOT POSTED; FAILED TO HAVE DESIGNATED MGR. PRESENT.",1,N,ALEXANDRIA,CONSENT SETTLEMENT,1/4/2011,,03/21/11,7,,,,,,
316,LITTLE SAIGON RESTAURANT,57732,61288 WILSON BLVD.,FALLS CHURCH,VA,22044,FAILED TO HAVE DESIGNATED MANAGERS NAMES POSTED; FAILED TO HAVE DESIGNATED MGR. PRESENT AND ON DUTY,2,N,ALEXANDRIA,CONSENT SETTLEMENT,10/16/2010,,11/19/10,," $ 1,000.00 ",,,,,
178,TAY DO RESTAURANT,42711,6793C WILSON BLVD,FALLS CHURCH,VA,22044,FAILED TO MAINTAIN FINANCIAL RESPONSIBILITY; FAILED TO KEEP NAME POSTED WHILE IN CHARGE OF BUS.; FAILED TO OBLITERATE MB STAMPS;KEPT UNAUTHORIZED ABS.,4,Y,ALEXANDRIA,APPEAL HEARING,3/11/2010,6/30/2010,09/14/10,45," $ 5,000.00 ",5,,,,
432,TAY DO RESTAURANT,42711,6793C WILSON BLVD,FALLS CHURCH,VA,22044,FAILED TO TIMELY SUBMIT MBAR,1,Y,ALEXANDRIA,INITIAL HEARING,9/9/2010,12/8/2010,01/11/11,10," $ 1,250.00 ",3,,,,
685,QUAN HAI LUA RESTAURANT,31876,6795 WILSON BLVD STE 19,FALLS CHURCH,VA,22044,KEPT OR ALLOWED TO BE KEPT ALCOHOLIC BEVERAGES THAT THE LICENSEE WAS NOT AUTHORIZED TO SELL,1,N,ALEXANDRIA,INITIAL HEARING,7/7/2010,4/12/2011,05/18/11,30," $ 4,000.00 ",20,,,,
718,PHO BIEN RESTAURANT,17002,"6795 WILSON BLVD, #18 20 22",FALLS CHURCH,VA,22044,"LICENSEE FAILED TO TIMELY SUBMIT TO THE BOARD THE ANNUAL REVIEW REPORT FOR YEAR ENDING NOV 30, 2010",1,Y,ALEXANDRIA,INITIAL HEARING,11/30/2010,5/2/2011,6/3/2011,7, $ 500.00 ,,,,,
772,CVS PHARMACY #1388,62859,6164 ARLINGTON BOULEVARD,FALLS CHURCH,VA,22044,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,5/17/2011,,06/28/11,," $ 2,000.00 ",,,,,
261,VIET ROYALE,74268,6767 WILSON BLVD,FALLS CHURCH,VA,22044,UNDER AGED BUYER,1,N,ALEXANDRIA,OFFER IN COMPROMISE,9/18/2010,,10/29/10,, $ 500.00 ,5,,,,
595,THE HIGH SOCIETY CLUB BAR & RESTAURANT,29191,1245 W BROAD ST,FALLS CHURCH,VA,22046,FAIL TO COMPLY...CAUSE EXISTS BOARD TO REFUSE,1,N,ALEXANDRIA,INITIAL HEARING,10/14/2010,2/22/2011,03/29/11,,,,,Y,,
643,ARGIAS ITALIAN RESTAURANT,8193,124 N. WASHINGTON STREET,FALLS CHURCH,VA,22046,FAILED TO TIMELY SUBMIT MBAR,1,N,ALEXANDRIA,CONSENT SETTLEMENT,12/31/2010,,04/25/11,, $ 500.00 ,,,,,
176,PARADISE CLUB & CAFÉ,39582,9154 RICHMOND HWY,FORT BELVIOR,VA,22060,QUALIFICATIONS; FINANCIAL RESPONSIBILITY; FAILED TO SUBMIT MBAR,3,Y,ALEXANDRIA,APPEAL HEARING,3/26/2010,6/30/2010,09/14/10,10," $ 3,000.00 ",10,,,,CHG. 1 - 10 DAYS; CHG.2 - INDEFINITE; CHG. 3 - 7 DAYS
184,SAFFRON GRILL,39211,"1025 SENECA RD, STE A",GREAT FALLS,VA,22066,FAILED TO KEEP DESIGNATED MANAGERS NAMES POSTED; FAIL TO KEEP RECORDS; KEPT AB NOT ALLOWED,3,Y,ALEXANDRIA,INITIAL HEARING,5/7/2010,8/17/2010,09/21/10,10," $ 2,000.00 ",,,,,
633,SERBIAN CROWN,32520,1141 WALKER ROAD,GREAT FALLS,VA,22066,LICENSEE ADVERTISED ABOUT OR CONCERNING HAPPY HOUR ,1,Y,ALEXANDRIA,CONSENT SETTLEMENT,3/25/2011,,04/21/11,, $ 500.00 ,,,,,
72,DE ROSA IMPORTS,52978,"7409 LOCKPORT PL, STE C",LORTON,VA,22079,FAILED TO KEEP LICENSE POSTED; CASE EXISTS BOARD TO REFUSE TO ISSUE LICENSE; SOLD WINE IN UNAUTHORIZED MANNER; FAIL TO KEEP RECORDS,4,Y,ALEXANDRIA,INITIAL HEARING,11/13/2009,6/30/2010,08/02/10,,,,,Y,,REVOKED
433,SUPER HIGH DAIRY,63917,7708 GUNSTON PLZ,LORTON,VA,22079,UNDER AGED BUYER - 3 CHARGES,3,N,ALEXANDRIA,INITIAL HEARING,7/16/2010,10/5/2010,01/11/11,90," $ 7,500.00 ",30,,,,
728,JOES BURGERS,61305,6710 OLD DOMINION DRIVE,MCLEAN,VA,22101,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,4/5/2011,,06/01/11,," $ 2,000.00 ",,,,,
359,THE CHEESECAKE FACTORY,27099,1796 U INTERNATIONAL DRIVE,MCLEAN,VA,22102,FAILED TO TIMELY SUBMIT MBAR,1,N,ALEXANDRIA,CONSENT SETTLEMENT,8/31/2010,,12/17/10,, $ 500.00 ,,,,,
215,FLIK INTERNATIONAL CORP,56465,1710 SAIC DRIVE,MCLEAN,VA,22102,FAILED TO TIMELY SUBMIT MBAR,1,N,ALEXANDRIA,OFFER IN COMPROMISE,3/1/2009,,10/08/10,5, $ 500.00 ,,,,,
615,TOMMY THAI,55627,6316 SPRINGFIELD PLAZA,SPRINGFIELD,VA,22150,FAILED TO TIMELY SUBMIT MBAR,1,N,ALEXANDRIA,CONSENT SETTLEMENT,11/30/2010,,04/05/11,, $ 500.00 ,,,,,
636,COURTYARD BY MARRIOTT,14011,6710 COMMERCE STREET,SPRINGFIELD,VA,22150,FAILED TO TIMELY SUBMIT MIXED BEVERAGE ANNUAL REVIEW REPORT,1,N,ALEXANDRIA,OFFER IN COMPROMISE,11/30/2010,,04/21/11,, $ 500.00 ,,,,,
179,VINIFRANCE IMPORTS ,19803,6625 IRON PL,SPRINGFIELD,VA,22151,FAILED TO REMIT TAXES COLLECTED FROM RETAILERS,1,N,ALEXANDRIA,INITIAL HEARING,9/16/2009,8/10/2010,09/16/10,10," $ 1,000.00 ",,,,,
621,TA TOO BAR AND RESTAURANT,39106,6981C HECHINGER DR,SPRINGFIELD,VA,22151,KEPT UNAUTHORIZED AB ON PREMISES X2; FAIL TO KEEP RECORDS; ADVERTISED HAPPY HOUR; FAILED TO OBLITERATE MB STAMPS; REFILLED OR PARTIALLY REFILLED BOTTLES OR CONTAINERS OF ALCOHOLIC BEVERAGES,6,Y,ALEXANDRIA,INITIAL HEARING,4/23/2010,2/11/2011,04/12/11,,,,,Y,,
593,MERCADO LA COLONIA,41150,6971 HECHINGER DR,SPRINGFIELD,VA,22151,NO DESIGNATED MANAGER PRESENT,1,N,ALEXANDRIA,INITIAL HEARING,11/30/2010,2/23/2011,03/29/11,10," $ 1,000.00 ",,,,,
234,THE SWISS BAKERY & PASTRY SHOP,53800,5224 PORT ROYAL RD,SPRINGFIELD,VA,22151,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,7/27/2010,,10/13/10,25,,,,,,
749,BGR THE BURGER JOINT,61847,8420 OLD KEENE MILL RD,SPRINGFIELD,VA,22152,FOOD BUSINESS CONDUCTED UPON THE LICENSED PREMISES ARE SUCH THAT THE ESTABLISHMENT CEASES TO QUALIFY AS A RESTAURANT ,1,N,ALEXANDRIA,INITIAL HEARING,,5/13/2011,06/14/11,,,,,,,APPLICATION - GRANTED
186,TARA THAI OF VIENNA,62038,226 MAPLE AVE,VIENNA,VA,22180,EMPLOYED CONVICTED FELON,1,N,ALEXANDRIA,INITIAL HEARING,4/16/2010,8/13/2010,09/21/10,7, $ 500.00 ,,,,,
547,BBQ COUNTRY,38449,"118 BRANCH ROAD, SE",VIENNA,VA,22180,KEPT AT DESIGNATED LOCATION A/B NOT AUTHORIZED TO SELL,1,N,ALEXANDRIA,CONSENT SETTLEMENT,2/2/2011,,03/01/11,, $ 500.00 ,,,,,
607,MAGRUDERS,6165,180 MAPLE AVENUE W,VIENNA,VA,22180,UNDER AGED BUYER,1,N,ALEXANDRIA,OFFER IN COMPROMISE,2/8/2011,,03/31/11,," $ 1,000.00 ",,,,,ALL CLERKS TO TAKE RSVP - ALL MANAGERS TO TAKE MART
435,CHEF GEOFFS TYSONS,58388,8045 LEESBURG PIKE,VIENNA,VA,22181,FAILED TO TIMELY SUBMIT MBAR,1,N,ALEXANDRIA,INITIAL HEARING,9/9/2010,12/1/2010,01/11/11,7, $ 500.00 ,,,,,
235,E GA RESTAURANT,58655,8413A OLD COURTHOUSE RD,VIENNA,VA,22182,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,8/23/2010,,10/13/10,," $ 2,000.00 ",,,,,
195,EAST COAST BILLIARDS INC.,54881,13989 JEFFERSON DAVIS HWY,WOODBRIDGE,VA,22191,FAILED TO OBLITERATE MB STAMPS,1,N,ALEXANDRIA,OFFER IN COMPROMISE,4/30/2010,,09/10/10,," $ 1,500.00 ",5,,,,
425,EL PORTAL RESTAURANT,16922,14561 JEFFERSON DAVIS HWY,WOODBRIDGE,VA,22191,FAILED TO TIMELY SUBMIT MBAR,1,Y,ALEXANDRIA,INITIAL HEARING,9/9/2010,12/1/2010,01/11/11,7, $ 500.00 ,,,,,
313,"HANDY DANDY MARKETS, INC.",5358,13316 OCCOQUAN ROAD,WOODBRIDGE,VA,22191,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,10/14/2010,,11/19/10,," $ 2,000.00 ",,,,,
545,BROTHERS PIZZA,43727,13915 JEFFERSON DAVIS HIGHWAY,WOODBRIDGE,VA,22191,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,11/30/2010,,03/01/11,, $ 500.00 ,,,,,
63,ANAS RESTAURANT,10263,1403 OLD BRIDGE RD,WOODBRIDGE,VA,22192,CEASES TO QUALIFY AS A RESTAURANT,1,N,ALEXANDRIA,INITIAL HEARING,3/23/2010,6/30/2010,08/02/10,7," $ 1,000.00 ",,,,,
28,7 ELEVEN STORE 26058 B,61695,5041 PRINCE WILLIAM PKWY,WOODBRIDGE,VA,22192,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,6/21/2010,,07/21/10,," $ 2,000.00 ",,,,,
336,MORGANS SPORTS BAR & LOUNGE,64823,3081 GOLANSKY BLVD.,WOODBRIDGE,VA,22192,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,10/28/2010,,12/02/10,," $ 2,000.00 ",,,,,
164,7 ELEVEN STORE 32965 B,61920,7001 DALE BLVD,DALE CITY,VA,22193,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,8/6/2010,,09/08/10,," $ 2,000.00 ",,,,,
673,GALAXY HUT,10194,2711 WILSON BLVD,ARLINGTON,VA,22201,ALLOWED THE CONSUMPTION OF ALCOHOLIC BEVERAGES BY AN EMPLOYEE WHILE ON DUTY IN A POSITION INVOLVED IN THE SELLING AND SERVING,1,N,ALEXANDRIA,INITIAL HEARING,2/4/2011,4/7/2011,05/09/11,10," $ 1,000.00 ",,,,,
67,GUARAPO,12394,2039 WILSON BLVD,ARLINGTON,VA,22201,CEASES TO QUALIFY AS A RESTAURANT- GROSS RECEIPTS LESS THAT 45% of MB SALES,1,Y,ALEXANDRIA,INITIAL HEARING,2/12/2010,6/30/2010,08/02/10,10," $ 2,000.00 ",,,,,
618,TNR,65941,2049 WILSON BLVD.,ARLINGTON,VA,22201,FAILED TO KEEP LICENSE POSTED; FAIL TO KEEP ACCURATE RECORDS; DESIGNATED MGR. NOT POSTED,3,N,ALEXANDRIA,CONSENT SETTLEMENT,12/28/2010,,02/25/11,7,,,,,,ENTERED LATE - AWAITING BOARD ORDER TO BE SERVED.
544,HUNAN NUMBER ONE RESTAURANT,44606,333 WILSON BLVD,ARLINGTON,VA,22201,FAILED TO OBLITERATE MB STAMPS; REFILLED A/B BOTTLES; KEPT AB NOT AUTHORIZED; KEPT A/B IN OTHER THAN ORIGINAL BOTTLE; MISREPRESENTED BRANDS,5,N,ALEXANDRIA,INITIAL HEARING,9/23/2010,1/20/2011,02/25/11,10," $ 2,500.00 ",,,,,
654,GUARAPO,12394,2039 WILSON BLVD,ARLINGTON,VA,22201,GROSS RECEIPTS  FROM THE SALE OF FOOD AND NONALCOHOLIC BEVERAGES WERE LESS THAN FORTY-FIVE PERCENT OF THE GROSS RECEIPTS FROM THE SALE OF MIXED BEVERAGES AND FOOD,1,N,ALEXANDRIA,INITIAL HEARING,10/31/2010,3/31/2011,05/04/11,15," $ 2,500.00 ",,,,,
671,TANDOORI NIGHTS,40420,2800 CLARENDON BLVD,ARLINGTON,VA,22201,KEPT OR ALLOWED TO BE KEPT ALCOHOLIC BEVERAGES THAT THE LICENSEE WAS NOT AUTHORIZED TO SELL,1,N,ALEXANDRIA,INITIAL HEARING,1/7/2011,4/7/2011,05/09/11,10," $ 1,000.00 ",,,,,
283,VELOCITY FIVE SPORTS RESTAURANT,57764,2300 CLARENDON BLVD,ARLINGTON,VA,22201,LICENSEE DENIED SPECIAL AGENTS OR OTHER LAW ENFORCEMENT OFFICERS ACCESS TO ALL AREAS OF THE PREMISES,1,N,ALEXANDRIA,APPEAL HEARING,3/14/2010,9/2/2010,11/18/10,,,,,,,WRITTEN WARNING
719,COSTA VERDE RESTAURANT,73302,946 N JACKSON ST,ARLINGTON,VA,22201,"LICENSEE FAILED TO TIMELY SUBMIT TO THE BOARD THE ANNUAL REVIEW REPORT FOR YEAR ENDING NOV 30, 2010",1,Y,ALEXANDRIA,INITIAL HEARING,11/30/2010,5/2/2011,06/03/11,7, $ 500.00 ,,,,,
641,COSTA VERDE RESTAURANT,73302,946 NORTH JACKSON ST,ARLINGTON,VA,22201,LICENSEE PERMITTED ISMAEL AYALA TO BE IN CHARGE OF THE BUSINESS BEING CONDUCTED UNDER THE LCIENSE AND FAILED TO KEEP HIS NAME POSTED DURING THE TIME HE WAS IN CHARGE,1,N,ALEXANDRIA,INITIAL HEARING,11/25/2010,3/17/2011,04/25/11,7, $ 500.00 ,,,,,
492,ARLINGTON ROOFTOP BAR & GRILL,61665,224 WILSON BLVD,ARLINGTON,VA,22201,SO LOCATED WITH RESPECT TO RESIDENTIAL AREA,1,N,ALEXANDRIA,INITIAL HEARING,10/25/2010,1/5/2011,02/10/11,,,,,,,APPLICATION - GRANTED WITH RESTRICTIONS
309,COSI,3304,2050 WILSON BLVD.,ALRLINGTON,VA,22201,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,10/15/2010,,11/19/10,25,,,,,,
319,7 ELEVEN STORE 2554  10747B,65374,3510 WILSON BLVD.,ARLINGTON,VA,22201,UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,10/15/2010,,11/30/10,," $ 2,000.00 ",,,,,
441,TAGOLIO PIZZERIA & ENOTECA,51935,549 23RD ST,ARLINGTON,VA,22202,FAILED TO TIMELY SUBMIT MBAR; FAIL TO SUBMIT ACCURATE MBAR,2,Y,ALEXANDRIA,INITIAL HEARING,9/9/2010,12/10/2010,01/18/11,7, $ 600.00 ,,,,,
519,JALEO,32550,"2250 CRYSTAL DRIVE,. SUITE 3",ARLINGTON,VA,22202,KEPT AB NOT AUTHORIZED TO SELL ON PREMISES,1,Y,ALEXANDRIA,CONSENT SETTLEMENT,1/5/2011,,02/18/11,," $ 1,000.00 ",,,,,
619,ASIA BISTRO SUSHI BAR,27927,"1301 S JOYCE STREET, SUITE D7",ARLINGTON,VA,22202,KEPT UNAUTHORIZED ALCOHOLIC BEVERAGES ON PREMISES,1,N,ALEXANDRIA,CONSENT SETTLEMENT,2/16/2011,,04/07/11,, $ 500.00 ,,,,,
555,TARA TEMPLE,77953,4001 FAIRFAX DRIVE,ARLINGTON,VA,22203,"FAIL TO KEEP COMPLETE, ACCURATE RECORDS; KEPT AT DESIGNATED LOCATION A/B NOT AUTHORIZED TO SELL",1,N,ALEXANDRIA,CONSENT SETTLEMENT,1/28/2011,,03/10/11,," $ 1,000.00 ",,,,,
682,I LOVE THAI RESTAURANT,40542,"4238 WILSON BLVD, SUITE 138",ARLINGTON,VA,22203,FAILED TO KEEP COMPLETE & ACCURANTE RECORDS;  FAILED TO HAVE DESIGNATED MANAGER PRESENT & IN CHARGE.,2,N,ALEXANDRIA,CONSENT SETTLEMENT,4/15/2011,,05/16/11,7,,,,,,
681,WESTIN ARLINGTON,41588,801 N GLEBE ROAD,ARLINGTON,VA,22203,FAILED TO OBLITERATE MIXED BEVERAGE STAMPS; KEPT A/B NOT AUTHORIZED TO SELL ,2,N,ALEXANDRIA,CONSENT SETTLEMENT,4/1/2011,,05/16/11,," $ 1,500.00 ",,,,,
246,VAPIANO,45674,4401 WILSON BLVD,ALEXANDRIA,VA,22203,FAILED TO TIMELY SUBMIT MBAR,1,Y,ALEXANDRIA,INITIAL HEARING,7/12/2010,9/16/2010,10/22/10,7, $ 500.00 ,,,,,
442,PIKE GRILL,39096,3902 WILSON BLVD,ARLINGTON,VA,22203,FAILED TO TIMELY SUBMIT MBAR,1,Y,ALEXANDRIA,INITIAL HEARING,9/9/2010,12/10/2010,01/18/11,,,,,Y,,REVOKED
567,UNION JACKS,53253,4238 WILSON BLVD,ARLINGTON,VA,22203,HAPPY HOUR,1,N,ALEXANDRIA,INITIAL HEARING,11/5/2010,2/11/2011,03/16/11,15," $ 2,000.00 ",,,,,
527,RUSTICO,62518,4075 WILSON BLVD.,ARLINGTON,VA,22203,KEPT AB NOT AUTHORIZED TO SELL ON PREMISES,1,N,ALEXANDRIA,CONSENT SETTLEMENT,1/25/2011,,02/18/11,, $ 500.00 ,,,,,
561,BAILEYS SMOKEHOUSE & TAVERN,38731,4233 WILSON BLVD,ARLINGTON,VA,22203,KEPT AB'S NOT AUTHORIZED TO SELL,1,N,ALEXANDRIA,OFFER IN COMPROMISE,11/24/2010,,03/16/11,," $ 1,000.00 ",,,,,
546,CAR POOL,78274,4000 FAIRFAX DRIVE,ARLINGTON,VA,22203,KEPT AT DESIGNATED LOCATION A/B NOT AUTHORIZED TO SELL,1,Y,ALEXANDRIA,CONSENT SETTLEMENT,1/28/2011,,03/01/11,, $ 500.00 ,,,,,
592,UNION JACKS,53253,4238 WILSON BLVD,ARLINGTON,VA,22203,KEPT UNAUTHORIZED ALCOHOL ON PREMISES,1,N,ALEXANDRIA,INITIAL HEARING,11/24/2010,2/23/2011,03/29/11,7, $ 500.00 ,,,,,
642,THE FRONT PAGE RESTAURANT,27072,4201 WILSON BLVD,ARLINGTON,VA,22203,"THE LICENSEE FAILED TO TIMELY SUBMIT TO THE BOARD THE ANNUAL REVIEW REPORT FOR THE YEAR ENDING SEPT 30, 2010",1,N,ALEXANDRIA,INITIAL HEARING,9/30/2010,3/17/2011,04/25/11,7, $ 500.00 ,,,,,
372,PIKE GRILL,39096,3902 WILSON BLVD,ARLINGTON,VA,22203,UNDER AGED BUYER,1,N,ALEXANDRIA,INITIAL HEARING,8/17/2010,11/8/2010,12/21/10,25," $ 2,000.00 ",,,,,
369,L A BAR & GRILL,42310,2530 COLUMBIA PIKE,ALEXANDRIA,VA,22204,FAILED TO TIMELY SUBMIT MBAR,1,N,ALEXANDRIA,INITIAL HEARING,4/30/2010,11/10/2010,12/21/10,10," $ 1,000.00 ",,,,,
437,SHERATON NATIONAL HOTEL,9340,900 S ORME STREET,ARLINGTON,VA,22204,KEPT AB NOT AUTHORIZED TO SELL ON PREMISES,1,Y,ALEXANDRIA,CONSENT SETTLEMENT,12/7/2010,,01/18/11,, $ 500.00 ,,,,,
754,EL PUERTO RESTAURANT,17012,3007 COLUMBIA PIKE,ARLINGTON,VA,22204,UNDER AGED BUYER,1,N,ALEXANDRIA,OFFER IN COMPROMISE,5/11/2011,,06/17/11,," $ 1,500.00 ",,,,,MGR. TO TAKE RSVP; OFFICER OF CORP. TO ATTEND MART
373,CASA BLANCA BAKERY,50276,5037 COLUMBIA PIKE,ARLINGTON,VA,22204,UNDER AGED BUYER,1,N,ALEXANDRIA,INITIAL HEARING,8/17/2010,11/8/2010,12/21/10,25," $ 1,000.00 ",,,,,
