RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,CONTINUANCE?,DATE AVAILABLE TO H & A,DATE HEARD,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS), CIVIL PENALTY ($) ,MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER,,,,,,,,,,
143,YAMAFUJI JAPANESE RESTAURANT,59553,241 CHESTER ST,FRONT ROYAL,VA,22630,UAB,1,N,STAUNTON,INITIAL HEARING,6/5/2012,N,6/15/2012,7/25/2012,8/8/2012,9/12/2012,25," $ 2,000.00 ",,,,,,,,,,,,,,,
174,ROYAL FOODS CARRY OUT,79795,507 N ROYAL AVENUE,FRONT ROYAL,VA,22630,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,9/11/2012,N,9/12/2012,,,10/2/2012,7,,,,,,,,,,,,,,,,
216,FAMILY CONVENIENCE STORE,46416,525 N ROYAL AVENUE,FRONT ROYAL,VA,22630,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,8/21/2012,N,9/27/2012,,,10/22/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
232,ROYS EXPRESS,69304,239 N ROYAL AVENUE,FRONT ROYAL,VA,22630,UAB,1,N,STAUNTON,OFFER IN COMPROMISE,8/21/2012,N,9/26/2012,,,10/24/2012,," $ 1,000.00 ",,,,,,,,,,,,,,,
342,BREAKTIME 2,66114,"460 S COMMERCE AVE, SUITE A",FRONT ROYAL,VA,22630,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,11/6/2012,N,11/19/2012,,,12/28/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
346,GOLDEN CHINA RESTAURANT,34693,1423 N SHENANDOAH AVE.,FRONT ROYAL,VA,22630,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,11/6/2012,N,11/20/2012,,,12/28/2012,25,,,,,,,,,,,,,,,,
393,J's GOURMET,27715,206 S ROYAL AVENUE,FRONT ROYAL,VA,22630,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,11/14/2012,N,12/4/2012,,,1/9/2013,25,,,,,,,,,,,,,,,,
650,7 ELEVEN STORE 2531-10649 H,7894,606 N ROYAL AVENUE,FRONT ROYAL,VA,22630,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,4/22/2013,N,5/1/2013,,,6/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
356,NB MARKET INC,67983,5057 NORTHWESTERN PIKE,WINCHESTER,VA,22637,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,11/6/2012,N,11/19/2012,,,1/4/2013,25,,,,,,,,,,,,,,,,
26,THE APPLE HOUSE,25226,4675 JOHN MARSHALL HIGHWAY,LINDEN,VA,22642,UAB,1,Y,STAUNTON,CONSENT SETTLEMENT,6/5/2015,N,6/18/2012,,,7/13/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
487,CIROS PIZZA & SUBS,72510,788 SHOPPING CENTER ROAD,STRASBURG,VA,22657,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,11/6/2012,N,11/27/2012,,,2/22/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
142,WOODSTOCK GARDEN CAFÉ,48715,1175 HISEY AVE,WOODSTOCK,VA,22664,UAB,1,N,STAUNTON,INITIAL HEARING,6/7/2012,N,6/22/2012,7/25/2012,8/8/2012,9/12/2012,25," $ 2,500.00 ",5,,,,,,,,,,,,,,
314,DUKES GENERAL STORE,42886,14094 RIXEYVILLE ROAD,CULPEPER,VA,22701,UAB,1,Y,STAUNTON,APPEAL HEARING,6/6/2012,Y,6/18/2012,7/25/2012,8/8/2012,12/17/2012,20," $ 3,000.00 ",,,,,,,,,,,,,,,
370,RITE AID PHARMACY #4743,76298,590 MADISON ROAD,CULPEPER,VA,22701,UAB,1,N,FREDERICKSBURG,CONSENT SETTLEMENT,11/1/2012,N,11/27/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
377,NORMAN GROCERY,50986,9496 SPERRYVILLE PIKE,CULPEPER,VA,22701,UAB,1,N,FREDERICKSBURG,CONSENT SETTLEMENT,11/1/2012,N,11/19/2012,,,1/8/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
407,EL MERCADITO DE CULPEPER,43303,"102 DUKE STREET, SUITE 102",CULPEPER,VA,22701,UAB,1,N,FREDERICKSBURG,CONSENT SETTLEMENT,11/1/2012,N,11/21/2012,,,1/10/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
576,BELLA VISTA LATIN RESTAURANT BAR & LOUNGE,80374,201 S EAST STREET,CULPEPER,VA,22701,UAB,1,Y,STAUNTON,CONSENT SETTLEMENT,3/23/2013,N,3/29/2013,,,4/23/2013,25,,,,,,,,,,,,,,,,
29,5 DE MAYO CONVENIENCE STORE & DELI,59169,11127 MARSH ROAD,BEALTON,VA,22712,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,6/6/2012,N,6/14/2012,,,7/13/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
544,FOOD LION 2567,26997,46 MADISON PLAZA DRIVE,MADISON,VA,22727,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,2/6/2013,N,2/22/2013,,,4/2/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
77,SYRIA MERCANTILE CO,43244,3626 OLD BLUE RIDGE TURNPIKE,SYRIA,VA,22743,UAB,1,Y,STAUNTON,CONSENT SETTLEMENT,6/25/2012,N,7/12/2012,,,8/6/2012,25,,,,,,,,,,,,,,,,
175,TASTE OF INDIA,59341,"498 UNIVERSITY BLVD, SUITE D",HARRISONBURG,VA,22801,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,9/7/2012,N,9/17/2012,,,10/2/2012,25,,,,,,,,,,,,,,,,
179,BIG APPLE BP,67136,1617 E MARKET STREET,HARRISONBURG,VA,22801,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,9/13/2012,N,9/19/2012,,,10/4/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
191,ELEVENTH FRAME RESTAURANT,74205,3106 S MAIN STREET,HARRISONBURG,VA,22801,UAB,1,Y,STAUNTON,CONSENT SETTLEMENT,9/13/2012,N,9/19/2012,,,10/12/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
285,FINNIGANS COVE,75352,30 W WATER ST,HARRISONBURG,VA,22801,UAB,1,N,STAUNTON,INITIAL HEARING,9/7/2012,N,9/14/2012,10/11/2012,10/16/2012,11/26/2012,25," $ 2,000.00 ",,,,,,,,,,,,,,,
297,KROGER 310,77996,1790 E MARKET ST,HARRISONBURG,VA,22801,UAB,1,Y,CHESAPEAKE,INITIAL HEARING,9/13/2012,N,9/20/2012,10/12/2012,10/18/2012,12/4/2012,30," $ 3,000.00 ",10,,,,,,,,,,,,,,
545,VALLEYS 21,42697,701 PORT REPUBLIC ROAD,HARRISONBURG,VA,22801,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,2/22/2013,N,3/5/2013,,,4/2/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
193,RITE AID PHARMACY #3642,78262,1420 S MAIN STREET,HARRISONBURG,VA,22801,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,9/13/2012,N,9/19/2012,,,10/12/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
94,GREEN VALLEY STORE LLC,67824,19798 BROCKS GAP ROAD,BERGTON,VA,22811,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,7/9/2012,N,7/27/2012,,,8/21/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
313,J & D MAYLAND MARKET,79804,2247 MAYLAND ROAD,BROADWAY,VA,22815,UAB,1,N,STAUNTON,APPEAL HEARING,7/9/2012,N,8/30/2012,10/12/2012,10/22/2012,12/17/2012,25," $ 2,000.00 ",,,,,,,,,,,,,,,
546,257 GROCERY,46661,6939 BRIERY BRANCH ROAD,DAYTON,VA,22821,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,3/1/2013,N,3/8/2013,,,4/2/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
45,SALS ITALIAN BISTRO,62541,125 S MAIN STREET,EDINBURG,VA,22824,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,6/7/2012,N,6/22/2012,,,7/20/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
305,H & R GROCERY,46124,13583 OLD VALLEY PIKE,EDINBURG,VA,22824,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,10/5/2012,N,11/8/2012,,,12/7/2012,25," $ 2,000.00 ",,,,,,,,,,,,,,,
53,BROOKSIDE GIFT SHOP,77460,2978 US HIGHWAY 212 E,LURAY,VA,22835,UAB,1,Y,STAUNTON,OFFER IN COMPROMISE,6/7/2012,N,6/15/2012,,,7/24/2012,10,,,,,,,,,,,,,,,,
282,FAMILY CONVENIENCE STORE #1,49101,515 W MAIN STREET,LURAY,VA,22835,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,10/5/2012,N,10/18/2012,,,11/26/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
592,OUTLANDERS INC,33072,4768 US HIGHWAY 211 W,LURAY,VA,22835,UAB,1,Y,STAUNTON,INITIAL HEARING,10/5/2012,Y,11/16/2012,2/12/2013,3/27/2013,5/2/2013,30," $ 3,000.00 ",10,,,,,,,,,,,,,,
302,FOOD LION 1350,9851,5300 MAIN STREET,MOUNT JACKSON,VA,22842,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,10/5/2012,N,11/30/2012,,,12/7/2012,25," $ 2,000.00 ",,,,,,,,,,,,,,,
384,RANDY MART,44164,5540 MAIN STREET,MOUNT JACKSON,VA,22842,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,11/14/2012,N,12/5/2012,,,1/9/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
75,GAYLES MARKET,22013,5439 SPOTSWOOD TRAIL,PENN LAIRD,VA,22846,UAB,1,Y,STAUNTON,CONSENT SETTLEMENT,7/9/2012,N,7/11/2012,,,8/6/2012,25,,,,,,,,,,,,,,,,
280,VALLEY EXXON,39245,5581 US HIGHWAY BUSINESS 340,STANLEY,VA,22851,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,10/5/2012,N,11/8/2012,,,11/26/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
653,VALLEYS 36,64624,108 NEW MARKET ROAD,TIMBERVILLE,VA,22853,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,5/2/2013,N,5/6/2013,,,6/5/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
461,7 ELEVEN STORE 2531 11136-F,11960,1849 SEMINOLE TRAIL,CHARLOTTESVILLE,VA,22901,UAB,1,Y,STAUNTON,CONSENT SETTLEMENT,12/4/2012,N,12/17/2012,,,1/31/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
499,LA COCINA DEL SOL CVILLE,46576,"2005 COMMONWEALTH DRIVE, SUITE 4",CHARLOTTESVILLE,VA,22901,UAB; FAILED TO HAVE A DESIGNATED MANAGER PRESENT & IN CHARGE OF BUSINESS,2,Y,STAUNTON,CONSENT SETTLEMENT,1/10/2013,N,1/31/2013,,,3/4/2013,25,,,,,,,,,,,,,,,,
457,FIFTH STREET SHELL,27035,1177 5TH STREET SW,CHARLOTTESVILLE,VA,22902,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,12/13/2012,N,12/27/2012,,,1/31/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
508,CHARLIES RESTAURANT,56929,1522 E HIGH STREET,CHARLOTTESVILLE,VA,22902,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,1/7/2013,N,1/31/2013,,,3/18/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
564,MAIN STREET ARENA CONCESSIONS,66624,230 W MAIN ST,CHARLOTTESVILLE,VA,22902,UAB,1,N,STAUNTON,INITIAL HEARING,9/26/2012,N,11/7/2012,1/16/2013,2/25/2013,4/10/2013,15," $ 1,750.00 ",,,,,,,,,,,,,,,
249,SUSHI LOVE,62231,12 ELLIEWOOD AVENUE,CHARLOTTESVILLE,VA,22903,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,9/20/2012,N,10/2/2012,,,10/31/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
442,COURTYARD CHARLOTTESVILLE - UVA / MEDICAL CENTER,53534,1201 W MAIN STREET,CHARLOTTESVILLE,VA,22903,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,12/13/2012,N,12/27/2012,,,1/24/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
459,TARA THAI RESTAURANT,56533,"1107 EMMET STREET N, SUITE F",CHARLOTTESVILLE,VA,22903,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,12/13/2012,N,12/27/2012,,,1/31/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
507,WEST MAIN,67097,333 W MAIN STREET,CHARLOTTESVILLE,VA,22903,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,1/10/2013,N,2/1/2013,,,3/18/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
684,EL JARIPEO LLC,78466,1202 W MAIN STREET,CHARLOTTESVILLE,VA,22903,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,3/21/2013,N,6/4/2013,,,6/24/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
149,MELLOW MUSHROOM,11765,1321 W MAIN ST,CHARLOTTESVILLE,VA,22903,UAB; ALLOWED CONSUMPTION OF UAB,2,Y,STAUNTON,INITIAL HEARING,1/18/2012,Y,1/30/2012,6/27/2012,8/13/2012,9/14/2012,,,,,,Y,,,,,,,,,,,
435,WALGREENS 09417,63136,3489 SEMINOL TRAIL,CHARLOTTESVILLE,VA,22911,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,12/4/2012,N,12/13/2012,,,1/22/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
446,7 ELEVEN STORE 35272-H,69333,3455 SEMINOLE TRAIL,CHARLOTTESVILLE,VA,22911,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,12/4/2012,N,12/13/2012,,,1/24/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
467,PATRICK BROTHERS,50117,10185 ROCKFISH VALLEY HIGHWAY,AFTON,VA,22920,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,11/7/2012,N,1/2/2013,,,2/8/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
35,D AND W LLC,46098,6098 ROCKFISH GAP TNPK,CROZET,VA,22932,UAB,1,N,STAUNTON,INITIAL HEARING,3/2/2012,N,3/7/2012,4/13/2012,6/12/2012,7/19/2012,30," $ 3,000.00 ",10,,,,,,,,,,,,,,
102,"SHENANDOAH RESORT COMMUNITY ASSOCIATION, INC",8675,174 HORSESHOE CIRCLE,GORDONSVILLE,VA,22942,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,6/26/2012,N,8/7/2012,,,8/24/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
318,MIGHT MART,39317,584 JAMES MADISON HWY,GORDONSVILLE,VA,22942,UAB,1,N,RICHMOND,OFFER IN COMPROMISE,8/28/2012,N,10/12/2012,,,11/26/2012,," $ 1,000.00 ",,,,,EMPLOYEE THAT SOLD TO ATTEND RSVP,,,,,,,,,,
332,SHADY'S,12524,15819 THOMAS NELSON HIGHWAY,LOVINGSTON,VA,22949,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,11/1/2012,N,11/28/2012,,,12/28/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
373,ROUTE 20 MARKET,56731,285 BERRY HILL ROAD,ORANGE,VA,22960,UAB,1,N,FREDERICKSBURG,CONSENT SETTLEMENT,11/13/2012,N,12/6/2012,,,1/4/2013,25,,,,,,,,,,,,,,,,
622,ASIAN CAFÉ,66847,"265 TURKEY SAG TRAIL, UNIT 103",PALMYRA,VA,22963,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,11/1/2012,N,5/2/2013,,,5/21/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
136,THE JUNCTION,24474,P O BOX 93,PINEY RIVER,VA,22964,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,6/21/2012,N,8/6/2012,,,9/12/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
388,BEAVER DAM MARKET,80560,"1505 RICHMOND ROAD, SUITE B",TROY,VA,22974,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,11/1/2012,N,12/6/2012,,,1/9/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
6,JO'S PLACE,72717,751 N DELPHINE AVE,WAYNESBORO,VA,22980,UAB,1,N,STAUNTON,INITIAL HEARING,10/28/2011,Y,12/9/2011,4/12/2012,6/1/2012,7/3/2012,25," $ 2,000.00 ",,,,,,,,,,,,,,,
81,GAS MART #16,56041,11901 PATRICK HENRY HIGHWAY,AMELIA,VA,23002,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,6/4/2012,N,7/11/2012,,,8/14/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
267,COLLEGE CORNER,18988,208 ENGLAND STREET,ASHLAND,VA,23005,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,9/17/2012,N,10/12/2012,,,11/13/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
357,MARTINS FOOD MARKET #6489,64722,253 N WASHINGTON HIGHWAY,ASHLAND,VA,23005,UAB,1,N,FREDERICKSBURG,CONSENT SETTLEMENT,9/17/2012,N,11/19/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
456,EAST COAST #4061,13303,801 ENGLAND STREET,ASHLAND,VA,23005,UAB,1,N,FREDERICKSBURG,CONSENT SETTLEMENT,9/17/2012,N,11/20/2012,,,1/31/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
475,KANGAROO EXPRESS #3112,3139,610 ENGLAND STREET,ASHLAND,VA,23005,UAB,1,Y,RICHMOND,OFFER IN COMPROMISE,9/7/2012,N,11/19/2012,,,2/7/2013,," $ 1,500.00 ",,,,,MANAGER ATTEND MART,,,,,,,,,,
117,RAMANS,52763,1913 ANDERSON HIGHWAY,CUMBERLAND,VA,23040,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,6/21/2012,N,8/7/2012,,,9/4/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
296,TAYLOR'S RESTAURANT,38362,17321 GENERAL PULLER HWY,DELTAVILLE,VA,23043,UAB,1,N,HAMPTON,APPEAL HEARING,11/3/2011,Y,12/15/2011,2/6/2012,3/13/2012,11/29/2012,,,,6,,,RSVP TRAINING ,,,,,,,,,,
352,COURTYARD BY MARRIOTT AT VCC,53765,10077 BROOK ROAD,RICHMOND,VA,23059,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/1/2012,N,12/6/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
353,CASA GRANDE,11301,10120 BROOK ROAD,GLEN ALLEN,VA,23059,UAB,1,Y,RICHMOND,CONSENT SETTLEMENT,11/1/2012,N,12/4/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
448,HANAMI SUSHI,79171,4040-H COX ROAD,GLEN ALLEN,VA,23060,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/5/2012,N,12/14/2012,,,1/24/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
524,7 ELEVEN STORE 32603-B,60042,11480 W BRAOD STREET,GLEN ALLEN,VA,23060,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,2/6/2013,N,2/22/2013,,,3/25/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
680,SILVER DINER,54420,10890 W. BROAD STREET,GLEN ALLEN,VA,23060,UAB,1,Y,RICHMOND,OFFER IN COMPROMISE,4/2/2013,Y,5/2/2013,,,6/20/2013,," $ 2,250.00 ",,,,,,,,,,,,,,,
565,NADOLSKIS BUTCHER SHOP,57684,"2913 RIVER RD,STE E",GOOCHLAND,VA,23063,UAB,1,N,FREDERICKSBURG,INITIAL HEARING,11/8/2012,N,1/9/2013,2/5/2013,3/5/2013,4/15/2013,25," $ 2,000.00 ",,,,,,,,,,,,,,,
681,RAYZWAY EXPRESS TWO,59078,15941 KING WILLIAM ROAD,KING WILLIAM,VA,23086,UAB,1,N,FREDERICKSBURG,CONSENT SETTLEMENT,4/23/2013,N,5/21/2013,,,6/24/2013,25,,,,,,,,,,,,,,,,
369,FARMERS FOODS,34536,502 EAST MAIN STREET,LOUISA,VA,23093,UAB,1,N,FREDERICKSBURG,CONSENT SETTLEMENT,11/9/2012,N,12/6/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
379,PIZZA HJT,47407,PO BOX 1158,LOUISA,VA,23093,UAB,1,N,FREDERICKSBURG,CONSENT SETTLEMENT,11/8/2012,N,12/3/2012,,,1/8/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
494,BEST VALUE SUPERMARKET,39231,10748 BUCKLEY HALL RD,MATTHEWS,VA,23109,UAB,1,N,HAMPTON,INITIAL HEARING,10/23/2012,N,12/11/2012,1/8/2013,1/31/2013,3/5/2013,25," $ 2,000.00 ",,,,,,,,,,,,,,,
525,NEW MARKET,76529,3900 N BAILEY BRIDGE ROAD,MIDLOTHIAN,VA,23112,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,10/31/2012,N,12/5/2012,,,3/25/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
411,UPPYS XXXV,37596,14008 MIDLOTHIAN TURNPIKE,MIDLOTHIAN,VA,23113,UAB,1,Y,RICHMOND,CONSENT SETTLEMENT,11/7/2012,N,12/7/2012,,,1/10/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
666,LAKE ANNA SMOKEHOUSE & GRILL,23117,131 MINERAL AVENUE,MINERAL,VA,23117,UAB,1,N,FREDERICKSBURG,CONSENT SETTLEMENT,4/10/2013,N,5/21/2013,,,6/13/2013,25,,,,,,,,,,,,,,,,
688,MINERAL EXPRESS LANE,65984,101 E. 1ST STREET,MINERAL,VA,23117,UAB,1,N,FREDERICKSBURG,OFFER IN COMPROMISE,4/10/2013,N,5/21/2013,,,6/24/2013,," $ 1,000.00 ",,,,,,,,,,,,,,,
404,THE CLUB AT VINITERRA,64868,8400 OLD CHURCH ROAD,NEW KENT,VA,23124,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/13/2012,N,12/6/2012,,,1/10/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
412,RICKS STOP & SHOP,72311,5321 NEW KENT HIGHWAY,QUINTON,VA,23141,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/6/2013,N,12/7/2012,,,1/10/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
116,THE CHEESE SHOP,27727,410 W DUKE OF GLOUCESTER STREET,WILLIAMSBURG,VA,23185,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/21/2012,N,8/6/2012,,,9/4/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
355,SEASONS RESTAURANT,59916,110 S HENRY STREET,WILLIAMSBURG,VA,23185,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/10/2012,N,11/29/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
328,MONTICELLO SHELL,27554,4625 MONTICELLO AVE,WILLIAMSBURG,VA,23188,UAB,1,N,HAMPTON,INITIAL HEARING,6/21/2012,N,7/27/2012,9/27/2012,11/1/2012,12/19/2012,60," $ 5,000.00 ",15,,,,,,,,,,,,,,
334,OPUS 9 STEAKHOUSE,46130,5143 MAIN STREET,WILLIAMSBURG,VA,23188,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,10/27/2012,N,11/29/2012,,,12/28/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
439,JUNGLE JIM'S EATERY,57305,561 E ROCHAMBEAU DRIVE,WILLIAMSBURG,VA,23188,UAB,1,N,HAMPTON,OFFER IN COMPROMISE,6/21/2012,N,9/19/2012,,,1/22/2013,," $ 1,000.00 ",,,,,RSVP & MART TRAINING,,,,,,,,,,
445,CENTER STREET GRILL,40116,5101 CENTER STREET,WILLIAMSBURG,VA,23188,UAB,1,N,HAMPTON,OFFER IN COMPROMISE,10/27/2012,N,11/29/2012,,,1/24/2013,," $ 1,500.00 ",,,,,,,,,,,,,,,
320,HILTON GARDEN INN RICHMOND DOWNTOWN,56598,501 E. BROAD STREET,RICHMOND,VA,23219,UAB,1,Y,RICHMOND,OFFER IN COMPROMISE,6/19/2012,Y,8/21/2012,10/31/2012,11/16/2012,11/27/2012,," $ 4,500.00 ",,,,,ALL STAFF TO ATTEND RSVP,,,,,,,,,,
348,THE MANSION,67944,526 N 2ND STREET,RICHMOND,VA,23219,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/14/2012,N,11/30/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
375,FRANKLIN EXPRESS,49714,519 E FRANKLIN STREET,RICHMOND,VA,23219,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/5/2012,N,12/3/2012,,,1/8/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
563,FISH BOWL BISTRO AND BAR,65312,"101 S 15TH ST, STE 1-5",RICHMOND,VA,23219,UAB,1,N,RICHMOND,INITIAL HEARING,11/5/2012,N,12/7/2012,2/6/2013,2/27/2013,4/10/2013,25," $ 2,000.00 ",,,,,,,,,,,,,,,
558,EPIC/LILLIANS,78548,140 VIRGINIA ST,RICHMOND,VA,23219,UAB; ALLOWED CONSUMPTION BY UNDERAGE PERSON,2,N,RICHMOND,INITIAL HEARING,8/24/2012,N,12/14/2012,2/5/2013,3/1/2013,4/10/2013,25," $ 4,000.00 ",,,,,,,,,,,,,,,
133,CARVER GROCERY,67785,801 W CLAY STREET,RICHMOND,VA,23220,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,6/14/2012,N,7/31/2012,,,9/12/2012,25,,,,,,,,,,,,,,,,
138,GARNETTS CAFÉ,59241,2001 PARK AVENUE,RICHMOND,VA,23220,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,6/19/2012,N,8/3/2012,,,9/12/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
347,THE CORNER CONVENIENCE,80184,800 W MARSHALL STREET,RICHMOND,VA,23220,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,9/18/2012,N,12/5/2012,,,12/28/2012,25,,,,,,,,,,,,,,,,
403,DAVIS MARKET,56528,301 W GRACE STREET,RICHMOND,VA,23220,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,9/18/2012,N,12/6/2012,,,1/10/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
425,SPORTS CENTER OF RICHMOND INC / T/A SCOR,45026,1405 OVERBROOK ROAD,RICHMOND,VA,23220,UAB,1,Y,RICHMOND,CONSENT SETTLEMENT,11/1/2012,N,12/4/2012,,,1/14/2013,," $ 1,000.00 ",,,,,,,,,,,,,,,
434,CARY ST MINI MART,62257,1317 W CARY ST.,RICHMOND,VA,23220,UAB,1,Y,RICHMOND,CONSENT SETTLEMENT,9/18/2012,N,12/27/2012,,,1/22/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
