n_lon,n_lat,hosp_name,reg_name,dist_name,n_street,n_city,n_state,n_zip,n_county,n_tract,n_block,latitude,longitude
-76.484652,37.061241,Peninsula Surgery Center,Eastern,Peninsula Health District,12000 Warwick Boulevard,Newport News,VA,23601,NEWPORT NEWS CITY,517000315.0,517000315.0,37.061241,-76.484652
-76.482592,37.064227,Riverside Regional Medical Center,Eastern,Peninsula Health District,500 J. Clyde Morris Blvd,Newport News,VA,23601,NEWPORT NEWS CITY,517000315.0,517000315.0,37.064227,-76.482592
-76.392823,36.986233,Riverside Rehabilitation Institute,Eastern,Peninsula Health District,245 Chesapeake Avenue,Newport News,VA,23607,NEWPORT NEWS CITY,517000303.0,517000303.0,36.986233,-76.392823
-76.482802,37.060402,Riverside Surgery Center- Warwick,Eastern,Peninsula Health District,12000 Warwick Boulevard,Newport News,VA,23606,NEWPORT NEWS CITY,517000317.0,517000317.0,37.060402,-76.482802
-76.741128,37.336395,Sentara Williamsburg Regional Medical Center,Eastern,Peninsula Health District,100 Sentara Circle,Williamsburg,VA,23188,YORK COUNTY,511990508.0,511990508.0,37.336395,-76.741128
-76.737503,37.334412,Vernon M. Geddy Jr. Outpatient Center,Eastern,Peninsula Health District,6601 Mooretown Road,Williamsburg,VA,23188,YORK COUNTY,511990508.0,511990508.0,37.334412,-76.737503
-76.347906,36.836744,Bon Secours Maryview Medical Center,Eastern,Portsmouth Health District,3636 High Street,Portsmouth,VA,23707,PORTSMOUTH CITY,517402104.0,517402104.0,36.836744,-76.347906
-76.305724,36.845446,Naval Medical Center,Eastern,Portsmouth Health District,620 John Paul Jones Circle,Portsmouth,VA,23708,PORTSMOUTH CITY,517402108.0,517402108.0,36.845446,-76.305724
-76.387301,37.70117,Rappahannock General Hospital,Eastern,Three Rivers Health District,101 Harris Drive,Kilmarnock,VA,22482,LANCASTER COUNTY,511039902.0,511039902.0,37.70117,-76.387301
-76.878827,37.901259,Riverside Tappahannock Hospital,Eastern,Three Rivers Health District,618 Hospital Road,Tappahannock,VA,22560,ESSEX COUNTY,510579507.0,510579507.0,37.901259,-76.878827
-76.541676,37.41982,Riverside Walter Reed Hospital,Eastern,Three Rivers Health District,7519 Hospital Drive,Gloucester,VA,23061,GLOUCESTER COUNTY,510731002.0,510731002.0,37.41982,-76.541676
-76.032603,36.868997,Beach Surgicenter for Eyes,Eastern,Virginia Beach Health District,1201 First Colonial Road,Virginia Beach,VA,23454,VIRGINIA BEACH CITY,518100444.0,518100444.0,36.868997,-76.032603
-76.13119,36.86798,Sentara Bayside Hospital,Eastern,Virginia Beach Health District,800 Independence Boulevard,Virginia Beach,VA,23455,VIRGINIA BEACH CITY,518100416.0,518100416.0,36.86798,-76.13119
-76.026516,36.864763,Sentara Virginia Beach General Hospital,Eastern,Virginia Beach Health District,1060 First Colonial Road,Virginia Beach,VA,23454,VIRGINIA BEACH CITY,518100446.0,518100446.0,36.864763,-76.026516
-76.025209,36.864292,Virginia Beach Ambulatory Surgery Center,Eastern,Virginia Beach Health District,1700 Will-O-Wisp Drive,Virginia Beach,VA,23454,VIRGINIA BEACH CITY,518100446.0,518100446.0,36.864292,-76.025209
-76.048856,36.846972,Virginia Beach Eye Center P.C.,Eastern,Virginia Beach Health District,465 North Great Neck Road,Virginia Beach,VA,23454,VIRGINIA BEACH CITY,518100448.1,518100448.1,36.846972,-76.048856
-76.441688,36.868465,Bon Secours Health Center at Harbour View,Eastern,Western Tidewater Health District,5818 Harbour View Boulevard,Suffolk,VA,23435,SUFFOLK CITY,518000751.0,518000751.0,36.868465,-76.441688
-76.595165,36.760502,Lakeview Medical Center,Eastern,Western Tidewater Health District,2000 Meade Parkway,Suffolk,VA,23434,SUFFOLK CITY,518000754.0,518000754.0,36.760502,-76.595165
-76.580993,36.773378,Sentara Obici Hospital,Eastern,Western Tidewater Health District,2800 Godwin Boulevard,Suffolk,VA,23434,SUFFOLK CITY,518000754.0,518000754.0,36.773378,-76.580993
-76.937479,36.691532,Southampton Memorial Hospital,Eastern,Western Tidewater Health District,100 Fairview Drive,Franklin,VA,23851,FRANKLIN CITY,516200901.0,516200901.0,36.691532,-76.937479
