REGION,ZIPCODE,DATE OF EVENT,TRADE NAME,LICENSE No,ADDRESS,CITY,STATE
1 - Roanoke,24012-1244, 09/24/2013,AMF Hilltop Lanes # 519,75325,5918 Williamson Rd,Roanoke,VA
5 - Fredericksburg,23005-2230, 09/24/2013,Pizza Hut # 4543,54979,709 England St,Ashland,VA
1 - Roanoke,24019, 09/24/2013,El Rodeo Mexican Rest,12154,7850 Plantation Rd,Roanoke,VA
1 - Roanoke,24019, 09/24/2013,Veranda Bistro aka The Bistro at Creekside,34740,8201 Williamson Rd,Roanoke,VA
5 - Fredericksburg,23005-2200, 09/24/2013,Chicken Holiday,82475,105 Junction Drive,Ashland,VA
1 - Roanoke,24019-4237, 09/24/2013,Pizza Den,55407,7326 Williamson Rd,Roanoke,VA
1 - Roanoke,24153-4726, 09/24/2013,Pizza Hut 4565,54959,1224 W Main St,Salem,VA
1 - Roanoke,24153-2322, 09/24/2013,El Rodeo,73809,260 Wildwood Rd,Salem,VA
5 - Fredericksburg,23005-2314, 09/24/2013,Liberty Market,50041,523 S Washington Hwy,Ashland,VA
5 - Fredericksburg,23005, 09/24/2013,Wawa Market #8607,78435,10373 Sliding Hill Rd,Ashland,VA
5 - Fredericksburg,23005-3459, 09/24/2013,OBanks Cafe & Grill,47212,10392 Leadbetter Rd,Ashland,VA
5 - Fredericksburg,23005-3436, 09/24/2013,Glory Mart,39585,11247 Air Park Rd,Ashland,VA
5 - Fredericksburg,23116-2536, 09/24/2013,Dollar General Store 6761,82900,9161 Atlee Rd Ste A,Mechanicsville,VA
5 - Fredericksburg,23116, 09/24/2013,Zheng Restaurant,58080,9363 Atlee Rd Ste 2103,Mechanicsville,VA
5 - Fredericksburg,23116, 09/24/2013,Fas Mart # 31,26089,8188 Atlee Rd,Mechanicsville,VA
5 - Fredericksburg,23111-1158, 09/24/2013,Rite Aid # 11236,77076,7199 Stonewall Pkwy,Mechanicsville,VA
5 - Fredericksburg,23111-6916, 09/24/2013,Chickahominy Market,10000,5181 Cold Harbor Rd,Mechanicsville,VA
5 - Fredericksburg,23111-2144, 09/24/2013,Dollar General Store 3210,82881,7528 Mechanicsville Tpke,Mechanicsville,VA
5 - Fredericksburg,23111-3505, 09/24/2013,Francos Italian Restaurant,82425,7225 Bell Creek Rd Ste 208,Mechanicsville,VA
5 - Fredericksburg,23111, 09/24/2013,Dash Food Mart,38341,7119 Mechanicsville Tpke,Mechanicsville,VA
5 - Fredericksburg,23111-3609, 09/24/2013,Food Lion 337,9666,7095 Mechanicsville Tpke,Mechanicsville,VA
5 - Fredericksburg,23111-3609, 09/24/2013,Lee Davis BP,38623,7051 Mechanicsville Tpke,Mechanicsville,VA
5 - Fredericksburg,23111-7100, 09/24/2013,Annas Italian Restaurant,48817,7009 Mechanicsville Tpke,Mechanicsville,VA
5 - Fredericksburg,23111-4718, 09/24/2013,TGI Fridays,50174,8100 Creighton Pkwy,Mechanicsville,VA
5 - Fredericksburg,23111, 09/24/2013,Outback Steakhouse 4727,57041,7420 Bell Creek Rd,Mechanicsville,VA
5 - Fredericksburg,23111-3501, 09/24/2013,Sandy Lane Dash In,81877,7274 Mechanicsville Tpke,Mechanicsville,VA
6 - Richmond,23294, 09/24/2013,Famous Daves,17852,7009 W Broad St,Richmond,VA
6 - Richmond,23294-3717, 09/24/2013,TGI Fridays 1889,59103,7023 W Broad St,Richmond,VA
5 - Fredericksburg,23116, 09/24/2013,Chens Chinese Restaurant,35405,7610 Left Flank Rd Ste 600,Mechanicsville,VA
6 - Richmond,23294-3608, 09/24/2013,Baileys Smokehouse & Tavern,38732,7502 W Broad St,Richmond,VA
6 - Richmond,23294-4219, 09/24/2013,Dollar General Store 9977,81993,8057 W Broad St Ste C,Richmond,VA
6 - Richmond,23294-4219, 09/24/2013,Nicks Roman Terrace,20818,8051A W Broad St,Richmond,VA
6 - Richmond,23294, 09/24/2013,El Jardin Latino Market Inc,64055,8046 8048 West Broad St,Richmond,VA
6 - Richmond,23294-4208, 09/24/2013,BonChon Richmond,82238,8026 W Broad St Ste A,Richmond,VA
6 - Richmond,23294-4219, 09/24/2013,Red Lobster Restaurant 251,23165,8009 W Broad St,Richmond,VA
6 - Richmond,23294, 09/24/2013,Outback Steakhouse 4716,57079,7917 W Broad St,Richmond,VA
1 - Roanoke,24018-5536, 09/25/2013,Countryway General Store,82495,6958 Bent Mountain Rd,Roanoke,VA
1 - Roanoke,24015-3201, 09/25/2013,Pizza Hut # 4564,62444,683 Brandon Ave SW,Roanoke,VA
1 - Roanoke,24015-3212, 09/25/2013,Kroger 400,6601,614 Brandon Ave SW,Roanoke,VA
1 - Roanoke,24018-0722, 09/25/2013,Red Palace USA,79723,4490 Electric Rd,Roanoke,VA
1 - Roanoke,24018-0610, 09/25/2013,Bellacinos,62318,4373 Starkey Rd,Roanoke,VA
1 - Roanoke,24018-3427, 09/25/2013,CVS Pharmacy 4378,67302,4400 Brambleton Ave,Roanoke,VA
1 - Roanoke,24018, 09/25/2013,El Rodeo Mexican Restaurant,45042,3280 Electric Rd,Roanoke,VA
1 - Roanoke,24018-8723, 09/25/2013,Hunting Hills Country Club,81345,5220 Hunting Hills Dr,Roanoke,VA
1 - Roanoke,24014-1305, 09/25/2013,El Toreo,73808,3133 Franklin Rd SW,Roanoke,VA
1 - Roanoke,24014-2416, 09/25/2013,The River and Rail,79791,2201 Crystal Spring Ave SW,Roanoke,VA
1 - Roanoke,24015, 09/25/2013,Village Grill,27816,1802 Memorial Ave SW,Roanoke,VA
1 - Roanoke,24017-2634, 09/25/2013,Sky Mart,76417,3902 Melrose Ave NW,Roanoke,VA
1 - Roanoke,24382-2319, 09/25/2013,Carters Beverage Co,82040,155 E Main St,Wytheville,VA
1 - Roanoke,24382, 09/25/2013,The Ville,81634,1505 E Main St,Wytheville,VA
1 - Roanoke,24315, 09/25/2013,Bland Square,48355,PO Box 104,Bland,VA
1 - Roanoke,24314, 09/25/2013,Kangaroo Express # 3709,39981,74 Indian Village Trl,Bastian,VA
1 - Roanoke,24382-1169, 09/25/2013,Wal Mart Supercenter # 3270,16181,345 Commonwealth Dr,Wytheville,VA
1 - Roanoke,24368, 09/25/2013,Cross Road Mart Inc,68452,6862 W Lee Hwy,Rural Retreat,VA
1 - Roanoke,24382-4914, 09/25/2013,Sagebrush Steakhouse & Saloon,4875,190 Nye Cir,Wytheville,VA
5 - Fredericksburg,23069-0434, 09/27/2013,Houndstooth Cafe,47638,PO Box 434,Hanover,VA
8 - Chesapeake,23454, 09/27/2013,Farm Fresh Supermarket 193,78194,2110 Great Neck Shopping Ctr,Virginia Beach,VA
8 - Chesapeake,23451-7501, 09/27/2013,Rite Aid # 11266,77029,1624 Laskin Rd Ste 750,Virginia Beach,VA
8 - Chesapeake,23454-2126, 09/27/2013,Great Neck Shell # 450,34157,1280 N Great Neck Rd,Virginia Beach,VA
8 - Chesapeake,23454-2229, 09/27/2013,Great Neck Pit Stop,62597,1300 Great Neck Rd,Virginia Beach,VA
7 - Hampton,23062-2524, 09/28/2013,N-Out Foodmart,40431,1617 George Washington Memorial Hwy,Gloucester Point,VA
7 - Hampton,23062, 09/28/2013,Sweet Madeleines Cafe & Catering,16741,2091 George Washington Memorial Hwy,Gloucester Point,VA
7 - Hampton,23061, 09/28/2013,Inn At Warner Hall,11331,4750 Warner Hall Rd,Gloucester,VA
7 - Hampton,23128-2030, 09/28/2013,North Star Market,75314,13852 John Clayton Memorial Hwy,North,VA
7 - Hampton,23035, 09/28/2013,Stanstrings Family Kitchen,62634,12 Linden Ave,Cobbs Creek,VA
7 - Hampton,23043-2218, 09/28/2013,Chris Mart 6,68267,17853 General Puller Hwy,Deltaville,VA
7 - Hampton,23043-2342, 09/28/2013,StanStrings Family Kitchen Inc,79667,16273 General Puller Hwy,Deltaville,VA
7 - Hampton,23169-2088, 09/28/2013,Pilot House Inn,53367,2737 Greys Point Rd,Topping,VA
7 - Hampton,23169, 09/28/2013,Eckhards Restaurant,10069,2700 Greys Point Rd,Topping,VA
7 - Hampton,23149-2579, 09/28/2013,7 Eleven Store 2516 20570 H,25467,14865 George Washington Memorial Hwy,Saluda,VA
7 - Hampton,23061-6113, 09/28/2013,Applebees Neighborhood Grill & Bar,80789,6806 Walton Ln,Gloucester,VA
7 - Hampton,23061-6134, 09/28/2013,Little Italy 2,78381,6685 Fox Mill Center Pkwy,Gloucester,VA
7 - Hampton,23061-3716, 09/28/2013,Wilco # 778,55259,6692 George Washington Memorial Hwy,Gloucester,VA
7 - Hampton,23072, 09/28/2013,7 Eleven Store 2516 34068 H,50318,3046 George Washington Memorial Hwy,Hayes,VA
7 - Hampton,23072-3554, 09/28/2013,Juans Mexican Cafe & Cantina Inc,40910,2310 George Washington Memorial Hwy,Hayes,VA
7 - Hampton,23062, 09/28/2013,Jay Sushi,65378,1759 G Washington Memorial Hwy,Gloucester,VA
8 - Chesapeake,23464, 09/30/2013,The Zone,79816,1342 Kempsville Rd,Virginia Beach,VA
5 - Fredericksburg,23106, 10/01/2013,Queenfield Golf Course,15757,1896 Dabneys Mill Rd,Manquin,VA
5 - Fredericksburg,23009-3050, 10/01/2013,Aylett Market,67747,5033 Richmond Tappahannock Hwy,Aylett,VA
5 - Fredericksburg,22560-5914, 10/01/2013,Battery Stop & Go,41030,3176 Battery Rd,Tappahannock,VA
5 - Fredericksburg,22560-5720, 10/01/2013,Sunnyside Grocery,80480,136 Sunnyside Rd,Tappahannock,VA
4 - Alexandria,22209-2019, 10/01/2013,Chipotle Mexican Grill,51848,1735 N Lynn St Lbby 15,Arlington,VA
5 - Fredericksburg,22560, 10/01/2013,June Parker Marina,61435,531 N Church Ln,Tappahannock,VA
5 - Fredericksburg,22560, 10/01/2013,Queen Street Express,63014,115 N Church Ln,Tappahannock,VA
4 - Alexandria,22044-2901, 10/01/2013,Target Store T 1431,45153,6100 Arlington Blvd,Falls Church,VA
4 - Alexandria,22042-3003, 10/01/2013,7 Eleven Store 2581 10677 B,55412,3019 Annandale Rd,Falls Church,VA
5 - Fredericksburg,22473, 10/01/2013,E & C Enterprises Inc VA649,62482,7085 Northumberland Hwy,Heathsville,VA
5 - Fredericksburg,22572, 10/01/2013,The Northern Neck Gourmet,27858,115 Main St,Warsaw,VA
4 - Alexandria,22044-3114, 10/01/2013,Oakwood Grocery & Deli Market,57824,501 Roosevelt Blvd,Falls Church,VA
4 - Alexandria,22031, 10/01/2013,Lost Dog Cafe,80905,2729A Merilee Dr,Fairfax,VA
5 - Fredericksburg,22572, 10/01/2013,Annas Pizza Italian Restaurant  Bar & Grill,11901,27 Gordon Ln,Warsaw,VA
5 - Fredericksburg,22560, 10/01/2013,All About Wine,69289,223 Prince St,Tappahannock,VA
5 - Fredericksburg,22560, 10/01/2013,VA059 Gulf,33464,1151 Tappahannock Blvd,Tappahannock,VA
5 - Fredericksburg,22560-9346, 10/01/2013,Applebees Neighborhood Grill & Bar,80803,1650 Tappahannock Blvd,Tappahannock,VA
5 - Fredericksburg,22560-5092, 10/01/2013,The Sandbar,82376,1267 Hobbs Hole Dr,Tappahannock,VA
8 - Chesapeake,23504, 10/01/2013,Bent Fork Express,80628,4117 Granby St Ste A,Norfolk,VA
8 - Chesapeake,23517, 10/01/2013,Bay Food Mart,63656,2707 Granby St,Norfolk,VA
4 - Alexandria,22314-2161, 10/01/2013,Dos Amigos Restaurant,79870,535 E Braddock Rd,Alexandria,VA
4 - Alexandria,22314-6802, 10/01/2013,7 Eleven Store 34269 A,69717,504 John Carlyle St,Alexandria,VA
8 - Chesapeake,23505, 10/01/2013,Food Lion 195,9630,7525 Tidewater Dr,Norfolk,VA
5 - Fredericksburg,22560, 10/01/2013,Almost There,58002,6501 Richmond Hwy,Tappahannock,VA
8 - Chesapeake,23509-1355, 10/01/2013,Tidewater Shell # 410,32730,3537 Tidewater Dr,Norfolk,VA
4 - Alexandria,22314-3105, 10/01/2013,Walgreens 10617,63158,615 King St,Alexandria,VA
5 - Fredericksburg,23085-2030, 10/01/2013,Rainbow Acres Camping Resort & Rv Sa,75175,514 James Rd,King And Queen Court House,VA
4 - Alexandria,22314-2628, 10/01/2013,Royal Market,39482,333 N Royal St,Alexandria,VA
8 - Chesapeake,23455-6665, 10/01/2013,7 Eleven Store 2514 32872 A,49148,896 Diamond Springs Rd,Virginia Beach,VA
5 - Fredericksburg,23181, 10/01/2013,Tony & Georges Seafood Italian Rest,51401,2880 King William Ave,West Point,VA
4 - Alexandria,22301-1314, 10/01/2013,Del Ray Pizzeria,64474,2218 Mount Vernon Ave,Alexandria,VA
4 - Alexandria,22201-7012, 10/01/2013,Zaika,81803,2800 Clarendon Blvd Ste 900,Arlington,VA
4 - Alexandria,22201-3807, 10/01/2013,Boulevard Woodgrill,12178,2901 Wilson Blvd,Arlington,VA
4 - Alexandria,22201-3843, 10/01/2013,Hunan Number One Restaurant,44606,3033 Wilson Blvd,Arlington,VA
4 - Alexandria,22201, 10/01/2013,Eventide Restaurant,52959,3165 Wilson Blvd,Arlington,VA
4 - Alexandria,22314, 10/01/2013,Slaters Market,81143,1552 Potomac Greens Dr,Alexandria,VA
4 - Alexandria,22314-1221, 10/01/2013,Russian Gourmet,43331,907 Slaters Ln,Alexandria,VA
4 - Alexandria,22201-1946, 10/01/2013,Tallula Restaurant & Planet Express Wine Shop,33417,2761 Washington Blvd,Arlington,VA
4 - Alexandria,22101-3711, 10/01/2013,Ichiban Sushi Restaurant,7226,6821A Old Dominion Dr,McLean,VA
6 - Richmond,23824-3013, 10/02/2013,Wilburns Country Store,82827,1902 Cox Rd,Blackstone,VA
6 - Richmond,23824-1426, 10/02/2013,Hardaways Race In,25495,214 N Main St,Blackstone,VA
6 - Richmond,23824, 10/02/2013,Nottoway Lanes,64869,1200 Darvills Rd,Blackstone,VA
6 - Richmond,23824, 10/02/2013,The Pit Stop,41767,21019 E Colonial Trail Hwy,Blackstone,VA
6 - Richmond,23002, 10/02/2013,Dollar General Store 4720,82901,9140 Amelia St,Amelia Court House,VA
6 - Richmond,23002-4837, 10/02/2013,Sav Mor Convenience Store,25783,16340 Goodes Bridge Rd,Amelia Court House,VA
1 - Roanoke,24102-3003, 10/02/2013,Naff Country Store & Grill,68302,8251 Henry Rd,Henry,VA
6 - Richmond,23002, 10/02/2013,Winnerham Market,11481,14701 Patrick Henry Hwy,Amelia Court House,VA
1 - Roanoke,24151-3457, 10/02/2013,Mitchells Store,64631,4340 Sontag Rd,Rocky Mount,VA
6 - Richmond,23139-7525, 10/02/2013,Rosas Italian Pizza & Restaurant,58324,2470 Anderson Hwy,Powhatan,VA
1 - Roanoke,24184, 10/02/2013,Stop In Food Stores 204,63435,7125 Booker T Washington,Wirtz,VA
1 - Roanoke,24101-4001, 10/02/2013,Comeback Market,58565,11143 Booker T Washington Hwy,Hardy,VA
6 - Richmond,23139, 10/02/2013,Henrys Market,69230,1901 A Anderson Hwy,Powhatan,VA
6 - Richmond,23139-8001, 10/02/2013,Powhatan Shell,75915,1300 Anderson Hwy,Powhatan,VA
1 - Roanoke,24101, 10/02/2013,CVS Pharmacy # 4175,67299,12935 Booker T Washington Hwy,Hardy,VA
1 - Roanoke,24121-6604, 10/02/2013,El Torito Del Lago,55544,50 Firstwatch Dr,Moneta,VA
1 - Roanoke,24121-5888, 10/02/2013,Pizza Pub,6504,16430 Booker T Wash Hwy Unit 10,Moneta,VA
5 - Fredericksburg,22407-1602, 10/03/2013,Wawa Food Market # 663,5821,10626 Courthouse Rd,Fredericksburg,VA
5 - Fredericksburg,22407-1665, 10/03/2013,Food Lion 419,9689,10611 Courthouse Rd,Fredericksburg,VA
5 - Fredericksburg,22553, 10/03/2013,Fas Mart # 17,26125,9815 Courthouse Rd,Spotsylvania,VA
5 - Fredericksburg,22553-1700, 10/03/2013,Twinbow Mart,40386,9800 Courthouse Rd,Spotsylvania,VA
5 - Fredericksburg,22553-1712, 10/03/2013,China House,51466,10414 Courthouse Rd,Spotsylvania,VA
5 - Fredericksburg,22407, 10/03/2013,Asian Flair Catering,16604,10705 Courthouse Rd Ste 102,Fredericksburg,VA
5 - Fredericksburg,22407, 10/03/2013,Castiglias Italian Restaurant,52925,10709 Courthouse Rd Ste 108,Fredericksburg,VA
5 - Fredericksburg,22408-2048, 10/03/2013,Food Lion 2583,29160,10871 Tidewater Trl,Fredericksburg,VA
5 - Fredericksburg,22405, 10/03/2013,Wal Mart Store 2520,53313,125 Washington Square Plz,Fredericksburg,VA
5 - Fredericksburg,22405-2650, 10/03/2013,Rite Aid Pharmacy  2560,53027,203 Kings Hwy,Fredericksburg,VA
5 - Fredericksburg,22551, 10/03/2013,Fawn Lake Country Club,66443,11305 Longstreet Dr,Spotsylvania,VA
5 - Fredericksburg,22553-3901, 10/03/2013,Todds Tavern Market,76022,10719 Catharpin Rd,Spotsylvania,VA
5 - Fredericksburg,22580-9657, 10/03/2013,TO GO,64484,5116 Mudd Tavern Rd,Woodford,VA
5 - Fredericksburg,22546-2882, 10/03/2013,Food Lion 2525,12059,17501 Jefferson Davis Hwy,Ruther Glen,VA
5 - Fredericksburg,22546-2839, 10/03/2013,Dollar General Store 13649,83230,7310 Ladysmith Rd,Ruther Glen,VA
5 - Fredericksburg,22501-0102, 10/03/2013,Coastal,56063,18414 Jefferson Davis Hwy,Ladysmith,VA
5 - Fredericksburg,22546, 10/03/2013,Ladysmith Citgo,52051,8422 Ladysmith Rd,Ruther Glen,VA
5 - Fredericksburg,22427, 10/03/2013,Pizza Hut D4,22275,156 E Broaddus Ave,Bowling Green,VA
6 - Richmond,23059, 10/03/2013,Tobacco Town,67705,1162 Wilkinson Rd,Richmond,VA
6 - Richmond,23059-6501, 10/03/2013,Chili's Southwest Grill & Bar,12398,9950 Brook Rd,Glen Allen,VA
6 - Richmond,23059-6514, 10/03/2013,Target Store T 1019,45166,10100 Brook Rd,Glen Allen,VA
6 - Richmond,23059-6514, 10/03/2013,Casa Grande,11301,10120 Brook Rd,Glen Allen,VA
6 - Richmond,23059-4750, 10/03/2013,Hunton General Store,79607,11701 Greenwood Rd,Glen Allen,VA
6 - Richmond,23060, 10/03/2013,Hanami Sushi,79171,4040-H Cox Rd.,Glen Allen,VA
6 - Richmond,23060, 10/03/2013,Comfort Suites Innsbrook,18938,4051 Innslake Dr,Glen Allen,VA
6 - Richmond,23060-5822, 10/03/2013,Tom Leonards Farmers Market,30248,4150 Brookriver Dr,Glen Allen,VA
6 - Richmond,23060-5806, 10/03/2013,Trader Joes 659,49777,11331 W Broad St Ste 161,Glen Allen,VA
6 - Richmond,23060-5817, 10/03/2013,Kona Grill,56179,11221 W Broad St,Glen Allen,VA
6 - Richmond,23060-5817, 10/03/2013,Chuys,82108,11229 W Broad St,Glen Allen,VA
6 - Richmond,23059-5801, 10/03/2013,Fas Mart # 12,26122,4690 Pouncey Tract Rd,Glen Allen,VA
4 - Alexandria,20166-6522, 10/04/2013,7 Eleven Store 2581 32701B,61238,46141 Woodshire Dr,Sterling,VA
4 - Alexandria,20166-2193, 10/04/2013,MACS Circle K71,65662,23501 Overland Dr,Sterling,VA
4 - Alexandria,20147, 10/04/2013,In & Out Market III,51797,21735 Shellhorn Rd Unit 100,Ashburn,VA
4 - Alexandria,20148-4457, 10/04/2013,Brickoven Pizzeria,35290,42882 Truro Parish Dr Ste 110,Broadlands,VA
4 - Alexandria,20147, 10/04/2013,Giant # 791,44257,43670 Greenway Corporate Dr,Ashburn,VA
4 - Alexandria,20147, 10/04/2013,Bertuccis Italian Restaurant,48667,44042 Pipeline Plz,Ashburn,VA
4 - Alexandria,20147, 10/04/2013,Prime Gourmet LLC,79768,20961 Ashburn Rd Unit 155-160,Ashburn,VA
4 - Alexandria,20147, 10/04/2013,KaPao Asian Kitchen,80439,44640 Waxpool Rd Ste 100,Ashburn,VA
4 - Alexandria,20166-2417, 10/04/2013,The Greene Turtle Sports Bar & Grille,68099,21035 Dulles Town Cir,Sterling,VA
6 - Richmond,23227-2411, 10/04/2013,Sunoco Gas Station,51900,5604 Chamberlayne Rd,Richmond,VA
6 - Richmond,23227-2208, 10/04/2013,Chamberlayne Exxon,50040,5609 Chamberlayne Ave,Richmond,VA
4 - Alexandria,20165-6480, 10/04/2013,Algonkian Regional Park Golf Course,8828,47001 Fairway Dr,Sterling,VA
4 - Alexandria,20165-2483, 10/04/2013,Miyama,83104,20789 Great Falls Plz Ste 110,Sterling,VA
6 - Richmond,23228-2014, 10/04/2013,Wawa Food Market # 682,16276,8851 Staples Mill Rd,Richmond,VA
6 - Richmond,23228-4111, 10/04/2013,Roys Express,52016,7605 Staples Mill Rd,Richmond,VA
6 - Richmond,23230-3425, 10/04/2013,Kroger # 509,10793,1601 Willow Lawn Dr Ste 1,Richmond,VA
6 - Richmond,23230-2614, 10/04/2013,Pronto Pizzeria Restaurant,302,5625 W Broad St Ste 5627,Richmond,VA
6 - Richmond,23226-2906, 10/04/2013,Full Kee Restaurant,70425,6400 Horsepen Rd,Richmond,VA
6 - Richmond,23226-3606, 10/04/2013,Estilo,83081,7021 Three Chopt Rd,Richmond,VA
4 - Alexandria,22030-2508, 10/05/2013,CVS Pharmacy # 1371,62846,10390 Willard Way,Fairfax,VA
6 - Richmond,23222-2123, 10/05/2013,Rite Aid Pharmacy 3714,50616,502 E Laburnum Ave,Richmond,VA
4 - Alexandria,22030-4104, 10/05/2013,Red Hot & Blue Restaurant,77146,4150 Chain Bridge Rd,Fairfax,VA
4 - Alexandria,22030-2404, 10/05/2013,Noodles & Co,17913,10296 Main St,Fairfax,VA
4 - Alexandria,22030-3323, 10/05/2013,Bollywood Bistro,60174,3955 Chain Bridge Rd Ste 101,Fairfax,VA
6 - Richmond,23294-5330, 10/05/2013,Sams Club 6343,76743,9440 W Broad St,Richmond,VA
4 - Alexandria,22030-3303, 10/05/2013,Casa Italia,79799,10515 Main St,Fairfax,VA
6 - Richmond,23230, 10/05/2013,S Mart,55804,4027 W Broad St,Richmond,VA
4 - Alexandria,22030-4422, 10/05/2013,Patriot Center,12448,4400 University Dr,Fairfax,VA
4 - Alexandria,22030-4325, 10/05/2013,Dolce Vita Cantina,13600,10822 Fairfax Blvd,Fairfax,VA
6 - Richmond,23220-4809, 10/05/2013,7 Eleven Store 20728 A,63585,1101 W Main St,Richmond,VA
6 - Richmond,23030, 10/07/2013,Blue Heron Restaurant The,41449,9100 Wilcox Neck Rd,Charles City,VA
6 - Richmond,23030-3615, 10/07/2013,Haupts Country Store,82534,11911 John Tyler Mem Hwy,Charles City,VA
6 - Richmond,23030-2614, 10/07/2013,Colonial Mart Inc,78096,8411 Roxbury Rd,Charles City,VA
6 - Richmond,23860-9302, 10/07/2013,Parkers Grocery,4045,14001 James River Dr,Hopewell,VA
6 - Richmond,23875-2702, 10/07/2013,Circle D Mart 105,7003,5801 Prince George Dr,Prince George,VA
5 - Fredericksburg,23093, 10/08/2013,Court Cafe & Pub,62034,209 W Main St,Louisa,VA
5 - Fredericksburg,23093, 10/08/2013,Walgreens 10923,63187,412 E Main St,Louisa,VA
5 - Fredericksburg,23093-4133, 10/08/2013,Food Lion 484,9708,501 East Main St,Louisa,VA
5 - Fredericksburg,23093-4133, 10/08/2013,Hunan Best,73019,501 East Main St Ste 109,Louisa,VA
5 - Fredericksburg,23117, 10/08/2013,Millers Market,48841,628 Mineral Ave,Mineral,VA
5 - Fredericksburg,23024-3411, 10/08/2013,33 Quik Mart,16398,12940 Jefferson Hwy,Bumpass,VA
5 - Fredericksburg,23117, 10/08/2013,Allys,64681,200 Lake Front Dr Ste 105,Mineral,VA
5 - Fredericksburg,22553-6305, 10/08/2013,Chelsea Jos Restaurant,82311,5152 Courthouse Rd,Spotsylvania,VA
6 - Richmond,23222-5204, 10/09/2013,VCU Market,81936,1424 Chamberlayne Ave,Richmond,VA
6 - Richmond,23220, 10/09/2013,Uptown Market & Deli,78397,2400 W Main St,Richmond,VA
6 - Richmond,23221-2726, 10/09/2013,Philly Steak & Gyros,83068,3443 W Cary St,Richmond,VA
6 - Richmond,23221, 10/09/2013,Mezzanine,51394,3433 W Cary St,Richmond,VA
6 - Richmond,23221-3504, 10/09/2013,Can Can,38105,3120 W Cary St,Richmond,VA
6 - Richmond,23221, 10/09/2013,Basilis Greek Restaurant,79942,3107 W Cary St,Richmond,VA
6 - Richmond,23872-2621, 10/10/2013,Wallace & Sons Inc Super Market,60470,21101 Boydton Plank Rd,Mc Kenney,VA
6 - Richmond,23872-2041, 10/10/2013,Little Italy,11010,10805 Rives Ave,Mc Kenney,VA
6 - Richmond,23803-4706, 10/10/2013,J & B Stores LLC,67041,2058 County Dr,Petersburg,VA
6 - Richmond,23885, 10/10/2013,Sutherland Texaco Slip-In,38695,19875 Cox Rd,Sutherland,VA
6 - Richmond,23841, 10/10/2013,Food Lion 2118,41324,13103 Boydton Plank Rd,Dinwiddie,VA
6 - Richmond,23229, 10/10/2013,Buckheads Chop House & Restaurant,29520,8510 Patterson Ave,Richmond,VA
3 - Charlottesville/Staunton,22952, 10/11/2013,B & R Grocery,13029,2475 Mt Torrey Rd,Lyndhurst,VA
3 - Charlottesville/Staunton,24477-2797, 10/11/2013,Rite Aid # 1832,2939,2596 Tinkling Spring Rd,Stuarts Draft,VA
3 - Charlottesville/Staunton,24401, 10/11/2013,Greenville Avenue Exxon,61976,137 Lee Jackson Hwy,Staunton,VA
3 - Charlottesville/Staunton,24401, 10/11/2013,AVA Restaurant and Wine Bar,69567,103 W Beverley St,Staunton,VA
3 - Charlottesville/Staunton,24401-3001, 10/11/2013,Rite Aid Pharmacy  1270,77813,1500 W Beverley St,Staunton,VA
3 - Charlottesville/Staunton,24401-2915, 10/11/2013,Royal Station  5,76726,1915 W Beverley St,Staunton,VA
4 - Alexandria,20191-2953, 10/11/2013,7 Eleven Store 2581 26918 A,63109,2303C Soapstone Dr,Reston,VA
3 - Charlottesville/Staunton,24401-2701, 10/11/2013,Stop In Food Stores #152,41910,1210 Churchville Ave,Staunton,VA
3 - Charlottesville/Staunton,24401, 10/11/2013,Springhill Market The Sportsmans Corner,81149,1730 Springhill Rd,Staunton,VA
3 - Charlottesville/Staunton,24401-3402, 10/11/2013,Rite Aid Pharmacy 4841,78075,501 N Coalter St,Staunton,VA
3 - Charlottesville/Staunton,24401, 10/11/2013,Martins Food Market # 6426,43767,1015 Richmond Ave,Staunton,VA
3 - Charlottesville/Staunton,24401, 10/11/2013,Wilco # 741,13062,821 Richmond Ave,Staunton,VA
4 - Alexandria,20190-5209, 10/11/2013,MACS Circle K80,65671,1818 Wiehle Ave,Reston,VA
3 - Charlottesville/Staunton,22939, 10/11/2013,Tonys Pizza & Italian Restaurant,55251,32 Windward Dr Ste 108,Fishersville,VA
4 - Alexandria,20190-4709, 10/11/2013,7 Eleven Store 2581 25151 B,65260,11714 Sunset Hills Rd,Reston,VA
3 - Charlottesville/Staunton,22980-3275, 10/11/2013,Logans Roadhouse,80237,156 Lucy Ln,Waynesboro,VA
4 - Alexandria,20190-5612, 10/11/2013,Paolos,40480,11898 Market St,Reston,VA
3 - Charlottesville/Staunton,22980, 10/11/2013,Green Leaf Grill,68731,415 W Main St,Waynesboro,VA
3 - Charlottesville/Staunton,22980-4300, 10/11/2013,La Tienda Los Martinez,82201,401 N Poplar Ave Ste A B C,Waynesboro,VA
3 - Charlottesville/Staunton,24401-5026, 10/11/2013,Red Lobster  860,74423,1477 Greenville Ave,Staunton,VA
3 - Charlottesville/Staunton,24432, 10/11/2013,Deerfield Grocery LLC,79794,3070 Deerfield Valley Rd,Deerfield,VA
3 - Charlottesville/Staunton,24485-2002, 10/11/2013,Mountain View General Store,53123,162 Shenandoah Mountain Dr,West Augusta,VA
