RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE,REGION,DISPOSITION METHOD,VIOLATION DATE,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS),CIVIL PENALTY ($),MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED,OTHER
1084,THE COUNTRY STORE,32643,227 Sunnybank Rd,Reedville,VA,22539,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,5/8/2008,,06/30/08,25," $ 2,000.00 ",,,,,
616,LADYSMITH EXXON,38174,8270 Ladysmith Rd,Ladysmith,VA,22546,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,10/23/2007,,1/15/2008,25," $ 2,000.00 ",,,,,
848,GRAPES OF TASTE,47510,18196 Jefferson Davis Hwy,Ruther Glen,VA,22546,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,2/7/2008,,04/01/08,25," $ 2,000.00 ",,,,,
174,GIT & GO,28952,9243 Courthouse Rd,Spotsylvania,VA,22553,SOLD TO UAB,1,N,RICHMOND-NORTH,INITIAL HEARING,11/7/2006,5/14/2007,7/9/2007,15," $ 1,500.00 ",,,,,
244,FAS MART # 17,26125,9815 Courthouse Rd,Spotsylvania,VA,22553,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,7/3/2007,,8/13/2007,25," $ 2,000.00 ",,,,,
253,601 VARIETY STORE,46767,6261 Lawyers Rd,Spotsylvania,VA,22553,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,7/3/2007,,8/20/2007,25," $ 2,000.00 ",,,,,
518,CHEWNING GROCERY,7195,9100 Courthouse Rd,Spotsylvania,VA,22553,SOLD TO UAB,1,N,RICHMOND-NORTH,INITIAL HEARING,7/3/2007,11/8/2007,1/2/2008,15," $ 1,500.00 ",,,,,
190,JUDY'S CARDS AND GIFTS,25812,2250 Valley Ave,Winchester,VA,22601,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,5/25/2007,,7/9/2007,25," $ 2,000.00 ",,,,,
330,MORGAN'S CORNER STORE,44675,236 E Piccadilly St,Winchester,VA,22601,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,9/5/2007,,11/5/2007,25," $ 2,000.00 ",,,,,
576,"PERLITAS MEXICAN RESTAURANT, INC.",34868,101 Weems Ln,Winchester,VA,22601,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,10/12/2007,,1/15/2008,25," $ 2,000.00 ",,,,,
747,"ANTHONY'S XIII PIZZA, INC.",31770,688 N Loudoun St,Winchester,VA,22601,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,1/9/2008,,03/11/08,25," $ 2,000.00 ",,,,,
771,SHEETZ CONVENIENCE STORE,71282,601 Millwood Ave,Winchester,VA ,22601,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,1/9/2008,,03/20/08,25," $ 2,000.00 ",,,,,
784,THE OLIVE GARDEN ITALIAN REST. #1669,41512,2590 S Pleasant Valley Rd,Winchester,VA,22601,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,1/9/2008,,03/20/08,25," $ 2,000.00 ",,,,,
879,RESTAURANT & TAQUERIS LOS COMPADRES ,43495,222 E Piccadilly St,Winchester,VA,22601,SOLD TO UAB,1,N,STAUNTON,OFFER IN COMPROMISE,1/10/2008,4/4/2008,04/15/08,," $ 2,000.00 ",,,,,
909,HANDY MART #1,11962,2150 S Loudoun St,Winchester,VA,22601,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,1/9/2008,,04/25/08,25," $ 2,000.00 ",,,,,
138,ITALIAN SPECIALTY BY DONATO,41246,229 S Loudoun St,Winchester,VA,226014635,SOLD TO UAB,1,Y,STAUNTON,OFFER IN COMPROMISE,5/25/2007,10/16/2007,10/29/2007,," $ 4,500.00 ",3,,,,
297,ROUND HILL SHOPPING CENTER,40735,2578 Northwestern Pike,Winchester,VA,226033811,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,8/4/2007,,10/2/2007,25," $ 2,000.00 ",,,,,
991,J & J CORNER,30613,4192 Harry Byrd Hwy,Berryville,VA,22611,SOLD TO UAB,1,Y,STAUNTON,OFFER IN COMPROMISE,1/10/2008,5/2/2008,6/3/2008,," $ 4,500.00 ",3,,,,
397,JIM'S COUNTRY STORE,20513,26 Shenandoah River Ln,Boyce,VA,22620,SOLD TO UAB,1,N,STAUNTON,INITIAL HEARING,5/25/2007,9/26/2007,11/28/2007,25," $ 2,000.00 ",,,,,
212,FRONT ROYAL BP,42132,851 John Marshall Hwy,Front Royal,VA,22630,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,6/14/2007,,7/26/2007,25," $ 2,000.00 ",,,,,
984,FOOD LION 1059,9805,260 Remount Rd,Front Royal,VA,22630,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,3/13/2008,,05/15/08,25," $ 2,000.00 ",,,,,
978,ROYAL VILLAGE TAVERN,9374,654 W 11th St,Front Royal,VA,22630,SOLD TO UAB,1,Y,STAUNTON,BOARD APPEAL HEARING,10/12/2007,2/6/2008,05/30/08,25," $ 2,500.00 ",,,,,
779,CIVIL CRICKET,44317,7868 Main St,Middletown,VA,22645,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,1/9/2008,,03/20/08,25," $ 2,000.00 ",,,,,
861,THE IRISH ISLE RESTAURANT,28647,7843 Main St,Middletown,VA,22645,SOLD TO UAB,1, N,STAUNTON,CONSENT SETTLEMENT,1/9/2008,,04/08/08,25," $ 2,000.00 ",,,,,
633,RANCHO VIEJO MEXICAN GRILL,47663,19 Signal Knob Dr,Strasburg,VA,22657,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,12/14/2007,,1/30/2008,25," $ 2,000.00 ",,,,,
171,BAKER'S STORE,41765,12363 Back Rd,Toms Brook,VA,22660,SOLD TO UAB,1,Y,STAUNTON,INITIAL HEARING,1/11/2007,6/1/2007,7/13/2007,60," $ 2,500.00 ",30,,,,
178,GAIL'S GENERAL STORE,43429,18880 Old Valley Pike,Woodstock,VA,22664,SOLD TO UAB,1,N,STAUNTON,INITIAL HEARING,12/20/2006,8/7/2007,8/8/2007,25," $ 1,500.00 ",,,,,
1047,WOODSTOCK CAFÉ AND SHOPPES,38526,117 S Main St,Woodstock,VA,22664,SOLD TO UAB,1,N,STAUNTON,OFFER IN COMPROMISE,3/27/2008,6/4/2008,06/18/08,," $ 1,500.00 ",,,,,
817,TARGET STORE T 2250,46360,15341 Mantunus Dr,Culpeper,VA,22701,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,2/6/2008,,03/26/08,25," $ 2,000.00 ",,,,,
842,MOSBY MEADOW MARKET & GAS,45126,1475 N Main St,Culpeper,VA,22701,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,2/6/2008,,04/01/08,25," $ 2,000.00 ",,,,,
202,E V BAKER'S STORE,6578,4066 Zachary Taylor Hwy,Culpeper,VA,227019214,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,6/19/2007,,7/18/2007,25," $ 2,000.00 ",,,,,
169,GIOVANNA'S,11705,2679 Seminole Trl,Madison,VA,22727,SOLD TO UAB,1,N,STAUNTON,OFFER IN COMPROMISE,5/29/2007,7/1/2007,7/13/2007,, $ 500.00 ,15,,,,
204,CHILIS SOUTHWEST GRILL & BAR,72660,1752 E Market St,Harrisonburg,VA,228015104,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,3/23/2007,,7/18/2007,25," $ 2,000.00 ",,,,,
751,OTTOBINE COUNTRY STORE,45220,8236 Ottobine Rd,Dayton,VA,22821,SOLD TO UAB,1,N,STAUNTON,INITIAL HEARING,10/4/2007,2/6/2008,03/17/08,25," $ 2,000.00 ",,,,,
955,A MOMENT TO REMEMBER,8388,55 E Main St,Luray,VA,22835,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,3/27/2008,,05/12/08,25," $ 2,000.00 ",,,,,
301,BO'S BELLY BARN,47738,925 E Main St,Luray,VA,228351619,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,8/4/2007,,10/4/2007,25," $ 2,000.00 ",,,,,
302,MCCOY'S STORE,37130,865 Honeyville Rd,Stanley,VA,22851,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,8/4/2007,,10/4/2007,25," $ 2,000.00 ",,,,,
752,TIMBERVILLE PICCADILLY EXXON,17369,108 New Market Rd,Timberville,VA,22853,SOLD TO UAB,1,Y,STAUNTON,INITIAL HEARING,11/15/2007,2/6/2008,03/17/08,30," $ 3,000.00 ",7,,,,
210,PIZZA HUT,40963,1718 Seminole Trl,Charlottesville,VA,229011416,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,6/15/2007,,7/26/2007,25," $ 2,000.00 ",,,,,
311,MONSOON RESTAURANT,3150,113 W Market St,Charlottesville,VA,22902,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,8/30/2007,,10/12/2007,25," $ 2,000.00 ",,,,,
1018,MILL CREEK MARKET,12451,1345 Parham Cir,Charlottesville,VA,22902,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,4/9/2008,,06/05/08,25," $ 2,000.00 ",,,,,
691,B & R MARKET,7337,800 Avon St,Charlottesville,VA,229026114,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,11/2/2007,,2/8/2008,25," $ 2,000.00 ",,,,,
317,7DAY JUNIOR,44659,104 14th St NW Ste 6,Charlottesville,VA,22903,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,9/27/2007,,10/16/2007,25," $ 2,000.00 ",,,,,
705,BILTMORE GRILL,76109,16 Elliewood Ave,Charlottesville,VA,229032604,SOLD TO UAB,1,Y,STAUNTON,INITIAL HEARING,8/30/2007,1/24/2008,2/25/2008,30," $ 3,000.00 ",7,,,,
725,MELLOW MUSHROOM,11765,1309 W Main St,Charlottesville,VA,229032825,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,1/9/2008,,2/29/2008,25," $ 2,000.00 ",,,,,
192,THE BATESVILLE STORE,46906,6624 Plank Rd,Batesville,VA,229240295,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,6/13/2007,,7/9/2007,25," $ 2,000.00 ",,,,,
316,EARLYSVILLE GENERAL STORE,17133,4251 Earlysville Rd,Earlysville,VA,229362100,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,9/19/2007,,10/16/2007,25," $ 2,000.00 ",,,,,
153,FISHERSVILLE CORNER MARKET,39522,1829 Jefferson Hwy,Fishersville,VA,22939,SOLD TO UAB,1,Y,STAUNTON,INITIAL HEARING,4/18/2007,8/29/2007,10/12/2007,30," $ 3,000.00 ",10,,,,
201,CROSSROADS STORE,46298,4916 Plank Rd,North Garden,VA,22959,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,6/13/2007,,7/18/2007,25," $ 2,000.00 ",,,,,
152,29 RESTAURANT ,29274,8623 Seminole Trl  Hwy 29 South,Ruckersville,VA,229680088,SOLD TO UAB,1,Y,STAUNTON,INITIAL HEARING,1/25/2007,8/29/2007,10/12/2007,30," $ 3,000.00 ",10,,,,
145,FAST STOP,35979,420 N Poplar Ave,Waynesboro,VA,22980,SOLD TO UAB,1,Y,STAUNTON,BOARD APPEAL HEARING,1/5/2007,7/24/2007,7/25/2007,30," $ 3,000.00 ",10,,,,
398,7 ELEVEN STORE 2516 11128F,32018,1103 Ivy St,Waynesboro,VA,229802620,SOLD TO UAB,1,N,STAUNTON,INITIAL HEARING,4/21/2007,10/11/2007,12/11/2007,25," $ 2,000.00 ",,,,,
712,STOP IN FOOD STORES # 112,1185,2030 Rosser Ave,Waynesboro,VA,229809466,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,1/9/2008,,2/22/2008,25," $ 2,000.00 ",,,,,
207,FIESTA RESTAURANT & BAR,43111,9563 B Kings Charter Dr,Ashland,VA,23005,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,1/23/2007,,7/26/2007,25," $ 2,000.00 ",,,,,
803,GRAYMART,39585,11247 Air Park Rd,Ashland,VA,23005,SOLD TO UAB,1,N,RICHMOND-NORTH,INITIAL HEARING,8/6/2007,2/13/2008,03/26/08,25," $ 2,000.00 ",,,,,
812,FAS MART 14,26123,10030 Sliding Hill Rd,Ashland,VA,23005,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,10/30/2007,,03/26/08,25," $ 2,000.00 ",,,,,
615,SAVE A MINIT,73153,501 N Washington Hwy,Ashland,VA,230051311,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,7/31/2007,,1/15/2008,25," $ 2,000.00 ",,,,,
617,KANGAROO EXPRESS # 3112,3139,610 England St,Ashland,VA,230052215,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,7/31/2007,,1/15/2008,25," $ 2,000.00 ",,,,,
251,CHINA STAR RESTAURANT,55275,9531 Kings Charter Dr,Ashland,VA,230057939,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,6/15/2007,,8/13/2007,25," $ 2,000.00 ",,,,,
258,THE BARN AT LAKE ANNA,46347,2800 Lewiston Rd,Bumpass,VA,230249650,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,7/3/2007,,8/20/2007,25," $ 2,000.00 ",,,,,
1051,KINGS DOMINION CAMPGROUND,59000,10061 Kings Dominion Blvd,Doswell,VA,23047,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,5/17/2008,,06/18/08,25," $ 2,000.00 ",,,,,
143,WAWA FOOD MARKETS #677,13577,8800 Brook Rd,Glen Allen,VA,23060,SOLD TO UAB,1,Y,RICHMOND-NORTH,OFFER IN COMPROMISE,5/12/2007,8/28/2007,9/7/2007,," $ 5,000.00 ",5,,,,
342,MOUNTAIN EXPRESS 1,401,1680 Mountain Rd,Glen Allen,VA,23060,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,9/27/2007,,11/9/2007,25," $ 2,000.00 ",,,,,
575,MEGA MART,47724,1611 Mountain Rd,Glen Allen,VA,23060,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,9/27/2007,,1/15/2008,25," $ 2,000.00 ",,,,,
901,WAL MART SUPERCENTER # 1523,16149,11400 W Broad St,Glen Allen,VA,23060,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,2/5/2008,,04/21/08,25," $ 2,000.00 ",,,,,
786,WAWA MARKET #652,44208,5120 George Washington Memorial Hwy,Hayes,VA,23061,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,1/29/2008,,03/20/08,25," $ 2,000.00 ",,,,,
185,ROYAL MART #8,45920,1113 E Nine Mile Rd,Highland Springs,VA,23075,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,5/12/2007,,7/9/2007,25," $ 2,000.00 ",,,,,
775,CVS PHARMACY #1534,38026,61 S Airport Dr,Highland Springs,VA,23075,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,1/12/2008,,03/20/08,25," $ 2,000.00 ",,,,,
1070,7 ELEVEN STORE #2515 14863,12369,1300 E Nine Mile Rd,Highland Springs,VA,23075,SOLD TO UAB,1,Y,RICHMOND-NORTH,INITIAL HEARING,12/7/2007,5/23/2008,06/26/08,30," $ 3,000.00 ",10,,,,
161,FAS MART # 84,26055,601 N Airport Dr,Highland Springs,VA,230752515,SOLD TO UAB,1,Y,RICHMOND-NORTH,INITIAL HEARING,3/3/2007,10/5/2007,12/4/2007,30," $ 3,000.00 ",10,,,,
1040,STEWARTS' GROCERY ,3631,15321 Pocohontas Trl,Lanexa,VA,23089,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,5/12/2008,,06/16/08,25," $ 2,000.00 ",,,,,
619,HADENSVILLE BP,45542,4834 Broad Street Rd,Louisa,VA,23093,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,11/6/2007,,1/15/2008,25," $ 2,000.00 ",,,,,
381,FAS MART #27,26087,7559 Cold Harbor Rd,Mechanicsville,VA,23111,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,7/31/2007,,12/7/2007,25," $ 2,000.00 ",,,,,
972,7 ELEVEN STORE 2515 24591,35140,8025 Mechanicsville Tpke,Mechanicsville,VA,23111,SOLD TO UAB,1,Y,RICHMOND-NORTH,INITIAL HEARING,1/4/2008,4/16/2008,05/27/08,30," $ 3,000.00 ",10,,,,
1035,AMF HANOVER LANES # 108,73190,7313 Bell Creek Rd,Mechanicsville,VA,23111,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,3/24/2008,,06/16/08,25," $ 2,000.00 ",,,,,
150,SANDY LANE TEXACO,55540,7274 Mechanicsville Tpke,Mechanicsville,VA,231113501,SOLD TO UAB,1,Y,RICHMOND-NORTH,INITIAL HEARING,4/5/2007,8/20/2007,10/2/2007,30," $ 3,000.00 ",10,,,,
356,7 ELEVEN STORE 2515 24591,35140,8025  Mechanicsville Tpke,Mechanicsville,VA,231114566,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,7/31/2007,,11/26/2007,25," $ 2,000.00 ",,,,,
371,CVS/PHARMACY #00012,34482,13800 Hull Street Rd,Midlothian,VA,23112,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,10/11/2007,,11/29/2007,25," $ 2,000.00 ",,,,,
387,CHILIS GRILL & BAR,39622,12231 Chattanooga Plz,Midlothian,VA,23112,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,10/11/2007,,12/7/2007,25," $ 2,000.00 ",,,,,
990,COUNTY RIB & ALE HOUSE CO.,32675,11045 Hull Street Rd,Midlothian,VA,23112,SOLD TO UAB,1,Y,RICHMOND-SOUTH,BOARD APPEAL HEARING,9/25/2007,2/11/2008,6/2/2008,30," $ 4,000.00 ",3,,,,
1058,DOLCE VITA ITALIAN RESTAURANT,42084,2401 Colony Crossing Pl,Midlothian,VA,23112,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,5/7/2008,,06/18/08,25," $ 2,000.00 ",,,,,
1083,YAMATO JAPANESE STEAK HOUSE,22122,13607 Hull Street Rd,Midlothian,VA,23112,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,5/7/2008,,06/30/08,25," $ 2,000.00 ",,,,,
917,SCHLOTZSKY'S DELI,7000,11607A Midlothian Tpke,Midlothian,VA,23113,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,2/15/2008,,04/25/08,25," $ 2,000.00 ",,,,,
1027,7 ELEVEN STORE 2515 26789,40941,13300 Midlothian Tpke,Midlothian,VA,23113,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,4/23/2008,,06/05/08,25," $ 2,000.00 ",,,,,
354,MILEPOST 5 SEAFOOD & CO.,74674,1011 Sycamore Square Dr,Midlothian,VA,231134263,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,10/11/2007,,11/26/2007,25," $ 2,000.00 ",,,,,
372,RITE AID #3713,35711,3120 Polo Pky,Midlothian,VA,231134822,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,10/11/2007,,11/29/2007,25," $ 2,000.00 ",,,,,
816,FAS MART # 44,26075,9492 Chamberlayne Rd,Mechanicsville,VA,23116,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,10/30/2007,,03/26/08,25," $ 2,000.00 ",,,,,
820,FAS MART #31,26089,8188 Atlee Rd,Mechanicsville,VA,23116,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,1/21/2008,,03/26/08,25," $ 2,000.00 ",,,,,
904,7 ELEVEN STORE 2515 32357,8591,8316 Meadowbridge Rd,Mechanicsville,VA,23116,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,1/15/2008,,04/21/08,25," $ 2,000.00 ",,,,,
719,HUNTER'S LANDING CONVENIENCE STORE,31870,6320 Belmont Rd,Mineral,VA,231179659,SOLD TO UAB,1,Y,RICHMOND-NORTH,BOARD APPEAL HEARING,5/16/2007,10/25/2007,2/26/2008,30," $ 4,500.00 ",3,,,,
532,PEPITOS MEXICAN RESTAURANT,31372,3560 N Courthouse Rd,Providence Forge,VA,23140,SOLD TO UAB,1,N,RICHMOND-NORTH,INITIAL HEARING,6/16/2007,11/20/2007,1/7/2008,25," $ 2,000.00 ",,,,,
236,FAS MART # 88,26082,338 E Williamsburg Rd,Sandston,VA,23150,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,3/3/2007,,8/13/2007,25," $ 2,000.00 ",,,,,
1056,COURTYARD BY MARRIOTT RICHMOND AIRPORT,39373,5400 Williamsburg Rd,Sandston,VA,23150,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,3/4/2008,,06/18/08,25," $ 2,000.00 ",,,,,
205,HANDI STOP,39693,17 Hanover Rd,Sandston,VA,231504022,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,3/3/2007,,7/18/2007,25," $ 2,000.00 ",,,,,
945,JIM HALLS CROSS ROADS SERVICE CTR,24706,25896 Kings William Rd,West Point,VA,23181,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,3/8/2008,,05/12/08,25," $ 2,000.00 ",,,,,
188,BP GAS STATION,45016,1305 Richmond Rd,Williamsburg,VA,23185,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,4/9/2007,,7/9/2007,25," $ 2,000.00 ",,,,,
271,BIG KMART # 7259,6061,118 Waller Mill Rd,Williamsburg,VA,23185,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/28/2007,,8/29/2007,25," $ 2,000.00 ",,,,,
708,WILLIAMSBURG SOYA,38653,4511 John Tyler Hwy Unit G,Williamsburg,VA,231852415,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/13/2007,,2/22/2008,25," $ 2,000.00 ",,,,,
280,7 ELEVEN STORE 2516 25104,35543,1202 Jamestown Rd,Williamsburg,VA,231853307,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/28/2007,,9/17/2007,25," $ 2,000.00 ",,,,,
220,THE FRESH MARKET,72069,1303 Jamestown Rd #113,Williamsburg,VA,231853379,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/28/2007,,7/30/2007,25," $ 2,000.00 ",,,,,
193,ROYAL MART #4,41173,5537 Richmond Rd,Williamsburg,VA,23188,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,5/19/2007,,7/16/2007,25," $ 2,000.00 ",,,,,
777,PEKING PAVILION,37302,1300 1304 E Cary St,Richmond,VA,23219,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,1/11/2008,,03/20/08,25," $ 2,000.00 ",,,,,
802,RICHBRAU,72594,1214 1218 E Cary St,Richmond,VA,23219,SOLD TO UAB,1,N,RICHMOND-SOUTH,INITIAL HEARING,6/15/2007,2/19/2008,03/26/08,25," $ 2,000.00 ",,,,,
833,AMERICAN WAY,30571,550 E Marshall St,Richmond,VA,23219,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,1/11/2008,,4/1/2008,25," $ 2,000.00 ",,,,,
844,DOWN UNDER RESTAURANT & LOUNGE,47059,11 S 12th St,Richmond,VA,23219,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,1/11/2008,,4/1/2008,25," $ 2,000.00 ",,,,,
850,THAI ROOM,58958,103 E Cary St,Richmond,VA,23219,SOLD TO UAB,1,N,RICHMOND-SOUTH,OFFER IN COMPROMISE,1/11/2008,4/3/2008,04/08/08,," $ 1,500.00 ",,,,,
345,TARRANTS CAFÉ,43948,1 W Broad St,Richmond,VA,23220,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,9/27/2007,,11/9/2007,25," $ 2,000.00 ",,,,,
179,CROSSROADS,73999,217 W Clay St,Richmond,VA,232203914,SOLD TO UAB,1,N,RICHMOND-SOUTH,INITIAL HEARING,3/28/2007,8/20/2007,10/2/2007,25," $ 1,500.00 ",,,,,
510,COMMERCIAL TAPHOUSE & GRILL,59751,111 N Robinson St,Richmond,VA,232204431,SOLD TO UAB,1,N,RICHMOND-SOUTH,OFFER IN COMPROMISE,9/27/2007,12/6/2007,1/2/2008,," $ 1,500.00 ",,,,,
346,DOUBLETREE RICHMOND DOWNTOWN,44934,301 W Franklin St,Richmond,VA,232204900,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,9/27/2007,,11/9/2007,25," $ 2,000.00 ",,,,,
838,GOAL POST,18992,2400 North Ave,Richmond,VA,23222,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,1/11/2008,,4/1/2008,25," $ 2,000.00 ",,,,,
1036,RACE TRACK DELI EXPRESS,34867,201 E Laburnum Ave,Richmond,VA,23222,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,12/15/2007,,06/16/08,25," $ 2,000.00 ",,,,,
744,UPPY'S XXIII,29343,1701 E Broad St,Richmond,VA,23223,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,12/12/2007,,03/11/08,25," $ 2,000.00 ",,,,,
837,MCCORMACKS IRISH PUB,10900,12 N 18th St,Richmond,VA,23223,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,1/11/2008,,4/1/2008,25," $ 2,000.00 ",,,,,
184,7 ELEVEN STORE 2515 22719,33623,3600 Mechanicsville Pike,Richmond,VA,232231330,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,5/12/2007,,7/9/2007,25," $ 2,000.00 ",,,,,
194,J P MARKET,46118,6103 Nine Mile Rd,Richmond,VA,232233538,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,5/12/2007,,7/16/2007,25," $ 2,000.00 ",,,,,
602,LA BAMBA RESTAURANT,44689,3111 Broad Rock Blvd,Richmond,VA,23224,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,11/8/2007,,1/15/2008,25," $ 2,000.00 ",,,,,
289,EL PULGARCITO RESTAURANT ***,40105,6856 - 102 Midlothian Tpke,Richmond,VA,23225,SOLD TO UAB,1,N,RICHMOND-SOUTH,INITIAL HEARING,12/14/2006,4/19/2007,8/23/2007,25," $ 2,000.00 ",,,,,
313,MALDINIS,40301,4811 Forest Hill Rd,Richmond,VA,23225,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,8/28/2007,,10/16/2007,25," $ 2,000.00 ",,,,,
