fips,ctystate,st_abbr,year,landsqmi,airport,bus,care,communication,dams,electric,emergency,fire,hazmat,hwybridge,oil,police,port,potable,railfacil,railbridge,school,wastewater
36049,"Lewis, NY",NY,2011,1274.7,NULL,NULL,1,6,42,NULL,NULL,14,14,156,NULL,2,NULL,NULL,NULL,NULL,18,8
36051,"Livingston, NY",NY,2011,631.8,1,1,1,3,11,NULL,NULL,18,15,156,NULL,8,NULL,NULL,5,3,30,9
36055,"Monroe, NY",NY,2011,657.2,2,3,7,32,20,3,NULL,47,188,573,NULL,39,3,1,2,55,264,9
36059,"Nassau, NY",NY,2011,284.7,NULL,11,13,11,6,9,3,88,88,307,NULL,34,35,4,NULL,91,456,13
36061,"New York, NY",NY,2011,22.8,NULL,21,21,35,1,6,NULL,NULL,3,247,1,31,54,NULL,1,3,462,2
36063,"Niagara, NY",NY,2011,522.4,2,7,5,3,8,5,1,34,168,269,1,12,NULL,1,1,17,81,12
36067,"Onondaga, NY",NY,2011,778.4,2,3,7,33,32,6,NULL,51,114,439,2,35,NULL,NULL,2,27,160,14
36069,"Ontario, NY",NY,2011,644.1,1,1,5,12,13,NULL,NULL,26,14,153,NULL,6,NULL,NULL,NULL,5,37,10
36071,"Orange, NY",NY,2011,811.7,3,12,9,10,102,4,1,47,86,416,NULL,41,12,2,NULL,15,134,32
36073,"Orleans, NY",NY,2011,391.3,1,1,1,1,13,NULL,NULL,10,8,120,NULL,5,NULL,1,NULL,1,18,4
36075,"Oswego, NY",NY,2011,951.6,1,2,2,11,40,5,NULL,26,22,186,NULL,9,6,1,NULL,3,48,16
36079,"Putnam, NY",NY,2011,230.3,NULL,NULL,2,2,62,NULL,NULL,13,1,101,NULL,4,1,1,NULL,4,31,11
36081,"Queens, NY",NY,2011,108.5,2,20,15,2,1,9,NULL,3,59,462,NULL,42,47,NULL,1,105,510,3
36083,"Rensselaer, NY",NY,2011,652.4,NULL,1,2,4,39,1,NULL,41,60,238,5,9,12,1,1,4,64,8
36085,"Richmond, NY",NY,2011,58.4,NULL,7,4,1,2,1,NULL,2,5,147,NULL,10,60,NULL,NULL,10,118,2
36087,"Rockland, NY",NY,2011,173.6,NULL,6,6,3,42,3,NULL,34,39,218,NULL,16,9,2,NULL,6,131,6
36089,"St. Lawrence, NY",NY,2011,2680.4,3,3,6,15,86,1,NULL,37,48,289,NULL,9,1,NULL,NULL,7,63,23
36093,"Schenectady, NY",NY,2011,204.5,1,1,5,6,9,NULL,NULL,21,29,108,NULL,10,NULL,NULL,2,17,52,5
36103,"Suffolk, NY",NY,2011,912.1,8,16,16,35,16,13,5,110,81,354,NULL,37,27,8,1,47,445,32
36111,"Ulster, NY",NY,2011,1124.2,2,11,3,22,54,NULL,NULL,36,18,362,NULL,23,15,1,NULL,3,68,23
36117,"Wayne, NY",NY,2011,603.8,1,2,2,3,7,1,NULL,26,27,83,NULL,11,NULL,NULL,NULL,1,46,14
36119,"Westchester, NY",NY,2011,430.5,1,14,21,12,87,1,6,88,50,713,NULL,53,31,2,3,36,374,13
36121,"Wyoming, NY",NY,2011,592.7,1,1,1,5,25,1,1,19,12,114,NULL,5,NULL,NULL,NULL,3,20,3
37007,"Anson, NC",NC,2011,531.5,1,NULL,1,1,36,NULL,NULL,3,4,146,NULL,3,NULL,2,NULL,2,10,NULL
37013,"Beaufort, NC",NC,2011,827.2,1,2,2,4,7,2,NULL,11,12,134,NULL,4,NULL,5,NULL,NULL,19,NULL
37015,"Bertie, NC",NC,2011,699.3,NULL,NULL,1,4,1,NULL,NULL,8,21,69,NULL,4,NULL,NULL,NULL,NULL,12,NULL
37017,"Bladen, NC",NC,2011,874.3,1,NULL,1,4,15,NULL,NULL,8,28,87,NULL,2,NULL,NULL,NULL,NULL,15,NULL
37019,"Brunswick, NC",NC,2011,847,1,NULL,2,24,5,2,NULL,19,45,104,NULL,17,6,3,NULL,NULL,24,NULL
37029,"Camden, NC",NC,2011,240.6,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,22,NULL,1,NULL,1,NULL,NULL,3,NULL
37031,"Carteret, NC",NC,2011,506.3,2,1,1,8,1,1,NULL,16,2,49,NULL,9,21,6,NULL,NULL,24,NULL
37041,"Chowan, NC",NC,2011,172.5,1,1,1,2,NULL,1,NULL,2,3,37,NULL,2,NULL,3,NULL,NULL,6,NULL
37047,"Columbus, NC",NC,2011,937.3,1,NULL,1,6,6,NULL,NULL,12,47,157,NULL,10,NULL,NULL,NULL,NULL,29,NULL
37049,"Craven, NC",NC,2011,709,2,NULL,2,7,1,2,1,15,34,93,NULL,7,NULL,4,NULL,NULL,29,NULL
37051,"Cumberland, NC",NC,2011,652.3,2,2,5,8,74,1,NULL,21,42,161,NULL,6,NULL,1,2,5,123,NULL
37053,"Currituck, NC",NC,2011,261.9,1,NULL,NULL,3,NULL,NULL,NULL,4,NULL,11,NULL,2,NULL,2,NULL,NULL,8,NULL
37055,"Dare, NC",NC,2011,383.4,2,NULL,NULL,7,NULL,4,NULL,11,NULL,25,NULL,13,NULL,2,NULL,NULL,13,NULL
37061,"Duplin, NC",NC,2011,816.2,1,NULL,1,3,13,2,NULL,14,12,153,NULL,7,NULL,2,NULL,NULL,18,NULL
37065,"Edgecombe, NC",NC,2011,505.3,1,1,1,4,10,2,NULL,8,11,122,NULL,5,NULL,NULL,NULL,NULL,21,NULL
37073,"Gates, NC",NC,2011,340.4,NULL,NULL,NULL,NULL,1,NULL,NULL,5,NULL,29,NULL,1,NULL,NULL,NULL,NULL,5,NULL
37079,"Greene, NC",NC,2011,265.9,NULL,NULL,NULL,3,4,NULL,NULL,6,NULL,60,NULL,2,NULL,NULL,NULL,NULL,6,NULL
37083,"Halifax, NC",NC,2011,724.1,1,NULL,2,6,15,3,NULL,10,29,105,NULL,12,NULL,1,1,3,26,NULL
37091,"Hertford, NC",NC,2011,353.1,1,2,1,2,10,NULL,NULL,9,10,34,NULL,5,NULL,NULL,NULL,NULL,10,NULL
37095,"Hyde, NC",NC,2011,612.7,1,1,NULL,3,NULL,2,NULL,5,NULL,53,NULL,2,NULL,2,NULL,NULL,4,NULL
37103,"Jones, NC",NC,2011,470.7,NULL,NULL,NULL,4,1,NULL,NULL,7,NULL,53,NULL,4,NULL,NULL,NULL,NULL,6,NULL
37107,"Lenoir, NC",NC,2011,400.6,1,1,2,5,7,NULL,NULL,11,20,81,NULL,5,NULL,NULL,1,NULL,25,NULL
37117,"Martin, NC",NC,2011,461.2,1,NULL,1,1,4,NULL,NULL,3,4,86,NULL,3,NULL,NULL,NULL,1,13,NULL
37129,"New Hanover, NC",NC,2011,191.5,1,2,3,3,1,1,NULL,15,81,40,1,6,36,1,1,NULL,52,NULL
37131,"Northampton, NC",NC,2011,536.6,NULL,NULL,NULL,5,17,NULL,NULL,8,18,68,NULL,6,NULL,NULL,NULL,1,13,NULL
37133,"Onslow, NC",NC,2011,762.7,2,3,3,9,1,NULL,NULL,18,3,72,NULL,6,NULL,2,1,NULL,50,NULL
37137,"Pamlico, NC",NC,2011,336.5,NULL,NULL,NULL,3,NULL,NULL,NULL,6,NULL,36,NULL,2,NULL,1,NULL,NULL,5,NULL
37139,"Pasquotank, NC",NC,2011,226.9,1,1,1,4,NULL,NULL,NULL,3,3,26,NULL,2,NULL,2,NULL,NULL,15,NULL
37141,"Pender, NC",NC,2011,869.8,1,NULL,1,2,4,NULL,NULL,10,1,60,NULL,4,NULL,2,NULL,NULL,15,NULL
37143,"Perquimans, NC",NC,2011,247.1,1,NULL,NULL,1,NULL,NULL,NULL,4,NULL,26,NULL,2,NULL,3,NULL,NULL,5,NULL
37147,"Pitt, NC",NC,2011,652,1,2,2,11,6,NULL,NULL,18,33,136,NULL,13,NULL,2,NULL,2,45,NULL
37153,"Richmond, NC",NC,2011,473.8,1,NULL,2,5,30,2,2,5,13,108,NULL,3,NULL,2,1,3,20,NULL
37163,"Sampson, NC",NC,2011,944.7,1,NULL,1,4,33,NULL,NULL,12,13,152,NULL,7,NULL,1,1,NULL,22,NULL
37165,"Scotland, NC",NC,2011,318.8,1,NULL,1,2,17,NULL,NULL,2,21,80,NULL,4,NULL,1,1,NULL,20,NULL
37177,"Tyrrell, NC",NC,2011,389,NULL,NULL,NULL,4,NULL,NULL,NULL,5,1,18,NULL,2,NULL,1,NULL,NULL,3,NULL
37187,"Washington, NC",NC,2011,348.1,1,NULL,NULL,2,NULL,1,NULL,4,25,25,NULL,3,NULL,3,NULL,NULL,5,NULL
37191,"Wayne, NC",NC,2011,553.1,3,NULL,2,7,22,1,NULL,18,29,116,NULL,5,NULL,2,NULL,NULL,42,NULL
37195,"Wilson, NC",NC,2011,368.2,1,1,1,3,12,1,NULL,8,27,109,NULL,6,NULL,3,2,2,30,NULL
39005,"Ashland, OH",OH,2011,422.9,1,NULL,1,3,26,NULL,NULL,8,33,279,NULL,5,NULL,2,NULL,1,29,9
39007,"Ashtabula, OH",OH,2011,701.9,2,2,4,5,34,3,1,22,78,290,NULL,9,19,2,NULL,6,47,21
39033,"Crawford, OH",OH,2011,401.8,1,NULL,2,5,14,NULL,NULL,9,19,215,NULL,5,NULL,2,NULL,NULL,27,5
39035,"Cuyahoga, OH",OH,2011,457.2,3,3,24,34,20,2,1,62,691,625,NULL,92,48,1,27,56,540,42
39039,"Defiance, OH",OH,2011,411.5,1,NULL,2,4,11,1,NULL,10,42,151,NULL,3,NULL,NULL,1,5,23,10
39043,"Erie, OH",OH,2011,251.6,4,2,2,7,4,NULL,NULL,12,52,150,NULL,8,14,NULL,1,4,35,33
39051,"Fulton, OH",OH,2011,405.4,1,NULL,1,4,9,1,NULL,7,46,124,NULL,7,NULL,1,NULL,6,26,13
39055,"Geauga, OH",OH,2011,400.2,2,NULL,2,4,33,NULL,NULL,14,38,104,NULL,9,NULL,NULL,NULL,NULL,35,37
39063,"Hancock, OH",OH,2011,531.4,3,NULL,2,5,12,NULL,1,9,35,362,3,4,NULL,1,NULL,NULL,43,6
39069,"Henry, OH",OH,2011,416,1,NULL,1,2,2,NULL,NULL,9,17,101,NULL,5,NULL,3,NULL,4,18,10
39077,"Huron, OH",OH,2011,491.5,2,NULL,2,3,24,NULL,NULL,10,25,293,NULL,8,NULL,2,1,7,34,7
39085,"Lake, OH",OH,2011,227.5,2,1,2,3,9,4,NULL,18,191,142,NULL,16,10,2,3,11,81,29
39093,"Lorain, OH",OH,2011,491.1,5,3,4,7,28,3,NULL,21,254,354,1,19,9,2,4,7,130,28
39095,"Lucas, OH",OH,2011,340.9,1,1,8,19,5,3,NULL,16,252,308,5,23,35,2,17,28,201,10
39101,"Marion, OH",OH,2011,403.8,1,NULL,2,4,1,NULL,1,10,41,219,NULL,3,NULL,NULL,3,1,33,11
39103,"Medina, OH",OH,2011,421.4,3,1,3,NULL,66,NULL,NULL,17,71,165,NULL,13,NULL,2,NULL,8,53,15
39123,"Ottawa, OH",OH,2011,254.9,4,1,1,2,NULL,1,NULL,10,12,69,NULL,13,NULL,NULL,NULL,1,24,15
39133,"Portage, OH",OH,2011,487.4,4,2,1,4,26,NULL,NULL,19,71,147,NULL,14,NULL,NULL,1,1,63,42
39143,"Sandusky, OH",OH,2011,408.5,2,NULL,3,3,2,NULL,NULL,9,53,335,NULL,7,NULL,NULL,1,NULL,33,11
39147,"Seneca, OH",OH,2011,551,4,NULL,1,5,7,NULL,NULL,10,29,312,1,9,NULL,NULL,NULL,8,35,5
39153,"Summit, OH",OH,2011,412.7,4,1,5,12,51,2,NULL,38,251,475,NULL,34,NULL,2,9,16,226,38
39155,"Trumbull, OH",OH,2011,618.3,3,NULL,4,6,23,1,NULL,32,167,304,NULL,19,NULL,NULL,3,8,101,36
39173,"Wood, OH",OH,2011,617.2,4,NULL,1,7,8,1,NULL,23,103,510,4,21,NULL,4,2,NULL,66,23
39175,"Wyandot, OH",OH,2011,406.9,1,NULL,1,2,9,NULL,NULL,8,21,101,NULL,5,NULL,1,2,NULL,11,6
41003,"Benton, OR",OR,2011,675.9,1,3,1,10,9,1,NULL,6,10,22,NULL,4,NULL,3,NULL,NULL,38,6
41005,"Clackamas, OR",OR,2011,1870.3,2,2,4,12,38,3,NULL,27,46,139,NULL,11,2,6,4,3,147,15
41007,"Clatsop, OR",OR,2011,829,1,1,2,7,6,NULL,NULL,11,27,40,NULL,7,34,2,NULL,NULL,21,9
41009,"Columbia, OR",OR,2011,657.4,1,1,NULL,1,5,2,NULL,7,48,19,NULL,7,13,1,NULL,NULL,21,4
41011,"Coos, OR",OR,2011,1596.2,2,2,3,16,14,1,NULL,14,9,46,NULL,8,44,3,NULL,NULL,33,7
41015,"Curry, OR",OR,2011,1627.5,NULL,NULL,1,3,4,1,1,10,2,46,NULL,5,NULL,4,NULL,NULL,12,1
41019,"Douglas, OR",OR,2011,5036.1,1,1,3,17,55,9,1,24,7,135,NULL,10,8,15,NULL,NULL,61,17
41033,"Josephine, OR",OR,2011,1639.7,2,1,1,11,9,NULL,NULL,10,6,59,NULL,2,NULL,2,1,NULL,35,6
41039,"Lane, OR",OR,2011,4553.1,4,3,4,37,35,1,2,50,91,199,1,11,5,7,6,NULL,157,13
41041,"Lincoln, OR",OR,2011,979.8,2,NULL,2,12,6,NULL,NULL,7,9,31,NULL,5,20,1,NULL,NULL,23,8
41051,"Multnomah, OR",OR,2011,431.3,2,2,10,38,22,10,NULL,4,252,398,4,15,95,1,26,8,255,4
41057,"Tillamook, OR",OR,2011,1102.6,1,1,1,2,1,NULL,NULL,13,4,69,NULL,6,NULL,NULL,NULL,NULL,15,12
42001,"Adams, PA",PA,2011,518.7,NULL,1,1,4,14,2,NULL,21,22,233,NULL,12,NULL,2,NULL,NULL,38,26
42011,"Berks, PA",PA,2011,856.5,2,2,4,7,35,3,1,60,197,403,1,37,NULL,5,2,NULL,161,42
42017,"Bucks, PA",PA,2011,604.3,3,1,8,8,30,4,2,55,191,601,NULL,42,7,4,8,NULL,269,60
42029,"Chester, PA",PA,2011,750.5,3,1,9,5,32,1,1,39,153,575,1,37,NULL,4,8,NULL,208,43
42045,"Delaware, PA",PA,2011,183.8,1,1,6,10,8,2,2,64,126,343,3,35,29,1,4,NULL,220,32
42049,"Erie, PA",PA,2011,799.2,2,7,10,24,10,2,2,31,157,375,1,12,9,1,2,NULL,120,35
42071,"Lancaster, PA",PA,2011,943.8,2,6,5,13,22,4,NULL,62,224,720,NULL,29,NULL,9,8,NULL,386,51
42075,"Lebanon, PA",PA,2011,361.8,2,2,3,6,13,1,2,25,49,175,NULL,16,NULL,3,1,NULL,57,24
42077,"Lehigh, PA",PA,2011,345.2,3,4,8,13,9,2,NULL,26,83,240,NULL,32,NULL,3,1,NULL,117,20
42091,"Montgomery, PA",PA,2011,483,4,9,16,11,26,3,1,83,219,670,1,48,NULL,5,3,NULL,348,76
42101,"Philadelphia, PA",PA,2011,134.1,1,14,36,35,3,7,NULL,3,222,545,5,28,72,NULL,19,NULL,569,4
42107,"Schuylkill, PA",PA,2011,778.6,1,5,4,5,55,8,NULL,87,87,324,1,32,NULL,8,NULL,NULL,62,38
42133,"York, PA",PA,2011,904.2,2,4,4,17,20,3,2,57,189,443,NULL,23,NULL,5,9,NULL,155,35
44001,"Bristol, RI",RI,2011,24.2,NULL,NULL,NULL,1,2,NULL,NULL,3,10,8,NULL,4,NULL,NULL,NULL,NULL,23,1
44003,"Kent, RI",RI,2011,168.5,1,1,1,3,28,NULL,3,12,61,101,NULL,7,NULL,1,NULL,7,88,2
44005,"Newport, RI",RI,2011,102.4,1,3,1,4,11,1,1,10,3,41,NULL,7,1,1,NULL,NULL,42,3
44007,"Providence, RI",RI,2011,409.5,1,9,12,20,100,11,12,36,229,450,NULL,34,16,3,1,7,312,10
44009,"Washington, RI",RI,2011,329.2,4,NULL,2,11,40,2,1,17,27,120,NULL,11,5,NULL,2,2,56,5
45005,"Allendale, SC",SC,2011,408.1,1,1,2,1,17,5,1,1,92,66,NULL,6,NULL,15,NULL,NULL,4,7
45013,"Beaufort, SC",SC,2011,576.3,3,1,3,6,16,14,1,12,435,60,NULL,1,NULL,70,NULL,NULL,47,145
45015,"Berkeley, SC",SC,2011,1098.9,1,1,NULL,3,28,8,1,23,523,183,NULL,3,10,34,NULL,1,50,129
45019,"Charleston, SC",SC,2011,916.1,3,1,12,24,5,35,1,21,1684,332,8,12,57,44,10,NULL,124,344
45025,"Chesterfield, SC",SC,2011,799.1,2,2,1,2,99,3,1,14,232,213,1,8,NULL,45,NULL,NULL,20,17
45027,"Clarendon, SC",SC,2011,606.9,1,NULL,2,1,30,2,1,3,93,200,NULL,4,NULL,22,NULL,NULL,16,13
45029,"Colleton, SC",SC,2011,1056.5,1,1,1,1,12,6,1,25,177,249,NULL,1,NULL,38,NULL,NULL,18,15
45031,"Darlington, SC",SC,2011,561.2,2,NULL,2,4,48,10,1,5,319,190,NULL,5,NULL,35,1,NULL,30,52
45033,"Dillon, SC",SC,2011,404.9,1,2,1,2,18,3,1,8,139,149,NULL,2,NULL,39,1,NULL,16,26
45035,"Dorchester, SC",SC,2011,573.2,2,NULL,2,2,8,1,1,14,375,212,NULL,4,NULL,42,1,NULL,33,121
45041,"Florence, SC",SC,2011,800,2,4,6,26,29,10,1,17,615,292,NULL,6,NULL,96,1,NULL,56,94
45043,"Georgetown, SC",SC,2011,813.5,2,1,1,1,11,1,1,4,320,97,NULL,3,19,54,NULL,NULL,24,116
45049,"Hampton, SC",SC,2011,559.9,NULL,NULL,1,1,20,7,1,5,121,110,NULL,NULL,NULL,35,2,NULL,11,24
45051,"Horry, SC",SC,2011,1133.9,4,2,3,10,28,2,1,8,714,334,NULL,5,NULL,117,NULL,NULL,58,348
45053,"Jasper, SC",SC,2011,655.3,NULL,NULL,2,NULL,13,3,1,4,119,151,NULL,1,2,22,NULL,2,8,14
45055,"Kershaw, SC",SC,2011,726.6,1,NULL,1,NULL,68,4,1,10,287,189,NULL,2,NULL,65,2,NULL,23,23
45057,"Lancaster, SC",SC,2011,549.2,1,NULL,1,2,46,3,1,20,254,194,NULL,4,NULL,27,NULL,1,21,27
45061,"Lee, SC",SC,2011,410.2,1,NULL,1,1,22,1,1,2,82,102,NULL,2,NULL,20,NULL,NULL,10,13
45067,"Marion, SC",SC,2011,489.2,1,2,1,1,8,4,1,4,207,123,NULL,5,NULL,53,NULL,1,14,40
45069,"Marlboro, SC",SC,2011,479.7,2,NULL,2,1,48,5,1,6,169,89,NULL,2,NULL,36,NULL,1,12,26
45085,"Sumter, SC",SC,2011,665.1,2,1,2,2,55,7,1,3,477,185,NULL,2,NULL,76,NULL,NULL,38,53
45089,"Williamsburg, SC",SC,2011,934.2,2,1,1,NULL,24,4,1,3,165,204,NULL,3,NULL,22,1,1,18,28
48007,"Aransas, TX",TX,2011,252.1,1,1,NULL,NULL,2,NULL,NULL,3,NULL,7,NULL,3,32,NULL,NULL,NULL,8,1
48015,"Austin, TX",TX,2011,646.5,NULL,NULL,1,2,19,1,NULL,6,4,183,NULL,6,NULL,NULL,NULL,1,14,3
48025,"Bee, TX",TX,2011,880.2,1,NULL,1,4,1,NULL,1,6,2,117,NULL,3,NULL,NULL,NULL,NULL,17,5
48039,"Brazoria, TX",TX,2011,1357.7,2,NULL,3,9,54,1,1,22,331,435,6,19,68,NULL,NULL,3,99,30
48047,"Brooks, TX",TX,2011,943.4,1,NULL,NULL,3,2,NULL,NULL,NULL,3,30,NULL,3,NULL,NULL,NULL,NULL,6,NULL
48057,"Calhoun, TX",TX,2011,506.8,1,1,1,1,25,1,NULL,9,107,90,NULL,4,42,NULL,NULL,NULL,12,3
48061,"Cameron, TX",TX,2011,890.9,3,7,6,22,36,2,1,9,34,281,1,18,69,NULL,3,NULL,156,14
48071,"Chambers, TX",TX,2011,597.1,2,NULL,1,NULL,13,1,NULL,8,68,103,5,3,6,NULL,NULL,1,12,9
48089,"Colorado, TX",TX,2011,960.3,1,1,3,1,15,NULL,NULL,8,4,241,NULL,6,NULL,NULL,NULL,2,15,8
48123,"De Witt, TX",TX,2011,909,NULL,2,1,1,14,NULL,NULL,3,NULL,232,NULL,3,NULL,NULL,NULL,2,27,4
48131,"Duval, TX",TX,2011,1793.5,NULL,2,NULL,1,23,NULL,1,2,2,106,NULL,5,NULL,NULL,NULL,NULL,11,NULL
48149,"Fayette, TX",TX,2011,950,1,1,1,4,51,1,NULL,10,19,317,NULL,8,NULL,NULL,NULL,4,14,5
48157,"Fort Bend, TX",TX,2011,861.5,2,3,4,30,19,2,NULL,15,102,426,NULL,12,NULL,NULL,NULL,6,153,41
48167,"Galveston, TX",TX,2011,378.4,1,3,4,7,1,2,3,14,231,191,9,17,95,NULL,1,NULL,111,17
48175,"Goliad, TX",TX,2011,852,NULL,1,NULL,1,5,1,NULL,3,18,97,NULL,1,NULL,NULL,NULL,NULL,4,1
48201,"Harris, TX",TX,2011,1703.5,9,25,68,20,37,16,7,51,2123,2497,20,96,314,2,30,40,1324,347
48215,"Hidalgo, TX",TX,2011,1570.9,3,13,8,19,15,2,2,17,17,327,2,32,NULL,1,NULL,NULL,301,16
48239,"Jackson, TX",TX,2011,829.4,1,NULL,1,4,9,NULL,NULL,4,1,149,NULL,4,NULL,NULL,NULL,NULL,9,6
48241,"Jasper, TX",TX,2011,938.8,2,NULL,1,3,10,NULL,NULL,9,26,148,NULL,9,NULL,NULL,NULL,NULL,17,4
48245,"Jefferson, TX",TX,2011,876.3,2,1,11,6,2,1,NULL,9,668,294,20,14,154,5,4,5,99,12
48247,"Jim Hogg, TX",TX,2011,1136.1,1,NULL,NULL,2,NULL,NULL,NULL,1,NULL,3,NULL,1,NULL,NULL,NULL,NULL,3,1
48249,"Jim Wells, TX",TX,2011,865,1,2,2,3,8,NULL,NULL,3,NULL,119,NULL,6,NULL,NULL,NULL,NULL,23,5
48261,"Kenedy, TX",TX,2011,1458.3,NULL,NULL,NULL,2,1,NULL,NULL,NULL,NULL,16,NULL,1,NULL,NULL,NULL,NULL,1,NULL
48273,"Kleberg, TX",TX,2011,881.3,2,2,1,2,8,NULL,NULL,3,2,38,NULL,2,NULL,NULL,NULL,NULL,24,3
48285,"Lavaca, TX",TX,2011,969.7,2,NULL,2,3,2,NULL,NULL,3,2,242,1,5,NULL,NULL,NULL,1,14,4
48291,"Liberty, TX",TX,2011,1158.4,2,2,2,7,26,NULL,1,12,16,161,NULL,9,NULL,NULL,1,1,45,10
48297,"Live Oak, TX",TX,2011,1039.7,1,NULL,NULL,1,20,NULL,1,1,23,191,3,4,NULL,NULL,NULL,1,8,2
48321,"Matagorda, TX",TX,2011,1100.3,2,1,2,6,6,1,NULL,7,23,171,NULL,4,24,NULL,NULL,NULL,25,7
48351,"Newton, TX",TX,2011,933.7,NULL,NULL,NULL,NULL,13,NULL,NULL,4,1,132,1,1,NULL,NULL,NULL,NULL,10,NULL
48355,"Nueces, TX",TX,2011,838.5,4,3,11,35,5,8,1,8,219,358,15,8,84,NULL,5,1,145,16
48361,"Orange, TX",TX,2011,333.7,1,1,1,17,2,1,NULL,10,125,139,NULL,14,38,NULL,NULL,NULL,30,17
48391,"Refugio, TX",TX,2011,770.4,NULL,NULL,1,NULL,4,NULL,NULL,3,NULL,114,NULL,4,NULL,NULL,NULL,1,7,4
48409,"San Patricio, TX",TX,2011,693.5,2,1,1,9,10,1,1,8,39,170,8,7,34,NULL,NULL,2,37,11
48427,"Starr, TX",TX,2011,1223.2,1,1,1,3,17,NULL,NULL,4,NULL,53,NULL,5,NULL,NULL,NULL,NULL,26,1
48457,"Tyler, TX",TX,2011,924.5,NULL,NULL,1,2,34,NULL,NULL,7,4,118,NULL,2,NULL,NULL,NULL,NULL,16,3
48469,"Victoria, TX",TX,2011,882.1,1,2,5,16,4,2,NULL,9,43,240,NULL,3,7,NULL,NULL,2,39,6
48473,"Waller, TX",TX,2011,513.4,2,1,NULL,3,11,NULL,NULL,6,NULL,157,NULL,6,NULL,NULL,NULL,1,15,7
48477,"Washington, TX",TX,2011,604,1,1,1,2,26,NULL,NULL,7,10,176,NULL,4,NULL,NULL,NULL,1,16,2
48479,"Webb, TX",TX,2011,3361.5,1,7,2,15,86,1,NULL,3,18,216,NULL,7,NULL,1,3,4,91,5
48481,"Wharton, TX",TX,2011,1086.1,1,1,2,3,8,1,NULL,4,6,323,NULL,4,NULL,1,NULL,NULL,20,6
48489,"Willacy, TX",TX,2011,590.6,NULL,NULL,NULL,3,4,NULL,1,2,NULL,88,NULL,4,3,NULL,NULL,NULL,12,3
51001,"Accomack, VA",VA,2011,449.5,3,4,NULL,5,9,3,NULL,13,10,23,NULL,3,NULL,2,NULL,NULL,14,2
51007,"Amelia, VA",VA,2011,355.3,NULL,1,NULL,NULL,17,NULL,NULL,4,6,34,NULL,1,NULL,NULL,NULL,1,8,NULL
51011,"Appomattox, VA",VA,2011,333.5,NULL,NULL,NULL,2,7,NULL,NULL,1,2,54,NULL,2,NULL,1,NULL,NULL,5,NULL
51013,"Arlington, VA",VA,2011,26,1,1,3,4,NULL,NULL,NULL,3,NULL,85,NULL,1,NULL,NULL,NULL,NULL,43,1
51029,"Buckingham, VA",VA,2011,579.7,NULL,NULL,NULL,1,38,1,NULL,3,36,59,NULL,1,NULL,NULL,NULL,NULL,10,2
51033,"Caroline, VA",VA,2011,527.5,NULL,1,NULL,1,34,NULL,NULL,7,1,66,NULL,5,NULL,NULL,NULL,NULL,8,6
51036,"Charles City, VA",VA,2011,182.8,NULL,NULL,NULL,1,2,NULL,NULL,1,4,12,NULL,1,5,1,NULL,NULL,3,NULL
51041,"Chesterfield, VA",VA,2011,423.3,1,NULL,2,12,40,2,1,2,83,161,2,7,7,1,1,1,73,2
51049,"Cumberland, VA",VA,2011,297.5,1,1,NULL,4,41,NULL,NULL,1,1,30,NULL,3,NULL,1,NULL,NULL,4,1
51053,"Dinwiddie, VA",VA,2011,503.7,1,NULL,1,NULL,18,NULL,NULL,3,4,88,NULL,1,NULL,NULL,NULL,NULL,10,2
51057,"Essex, VA",VA,2011,257.1,NULL,1,1,NULL,23,NULL,NULL,1,3,26,NULL,2,NULL,1,NULL,NULL,7,1
51059,"Fairfax, VA",VA,2011,391,1,6,8,8,31,1,NULL,39,27,371,1,11,NULL,3,3,3,325,8
51061,"Fauquier, VA",VA,2011,647.4,1,NULL,1,6,45,NULL,NULL,21,12,176,NULL,6,NULL,1,1,NULL,26,6
51065,"Fluvanna, VA",VA,2011,286,NULL,NULL,NULL,NULL,23,NULL,NULL,3,NULL,40,NULL,2,NULL,NULL,NULL,NULL,9,2
51073,"Gloucester, VA",VA,2011,217.8,NULL,1,1,2,7,NULL,NULL,1,NULL,13,NULL,4,16,NULL,NULL,NULL,13,1
51075,"Goochland, VA",VA,2011,281.4,NULL,NULL,NULL,NULL,27,NULL,NULL,6,NULL,40,NULL,1,NULL,2,NULL,NULL,10,1
51085,"Hanover, VA",VA,2011,468.5,1,NULL,3,2,46,1,NULL,3,12,130,NULL,3,NULL,4,1,4,25,5
51087,"Henrico, VA",VA,2011,233.7,1,NULL,5,12,16,4,1,3,46,132,1,1,4,NULL,2,1,91,1
51093,"Isle of Wight, VA",VA,2011,315.6,2,1,NULL,5,14,NULL,NULL,13,13,64,NULL,3,2,2,NULL,2,11,1
51095,"James City, VA",VA,2011,142.4,1,NULL,1,1,20,2,NULL,1,9,32,NULL,2,2,NULL,NULL,1,13,1
51097,"King and Queen, VA",VA,2011,315.1,1,NULL,NULL,NULL,19,NULL,NULL,2,NULL,21,NULL,2,NULL,NULL,NULL,NULL,3,NULL
51099,"King George, VA",VA,2011,179.6,1,NULL,NULL,1,8,1,NULL,1,7,18,NULL,1,NULL,NULL,NULL,NULL,6,6
