REGION,ZIPCODE,DATE OF EVENT,TRADE NAME,LICENSE No,ADDRESS,CITY,STATE
4 - Alexandria,22201-1939, 10/15/2010,Don Arturos Restaurant,71275,2716 Washington Blvd,Arlington,VA
7 - Hampton,23185-2723, 10/15/2010,Food For Thought Restaurant,41608,1647 Richmond Rd,Williamsburg,VA
7 - Hampton,23185-2012, 10/15/2010,La Tolteca,46252,3048 Richmond Rd,Williamsburg,VA
7 - Hampton,23185-2013, 10/15/2010,Red City Buffet,54790,3044 Richmond Rd,Williamsburg,VA
4 - Alexandria,22209-1607, 10/15/2010,Continental,19795,1911 Fort Myer Dr,Arlington,VA
7 - Hampton,23188-7218, 10/15/2010,Jimmys Pizza & Pasta,28057,7201 Richmond Rd,Williamsburg,VA
7 - Hampton,23127, 10/15/2010,7 Eleven Store 2516 17672 H,14974,7211 Richmond Rd,Norge,VA
7 - Hampton,23188, 10/15/2010,Norge Shell,27594,7340 Richmond Rd,Williamsburg,VA
7 - Hampton,23089, 10/15/2010,Havens Italian & Mexican Restaurant,46154,4125 S Riverside Dr,Lanexa,VA
7 - Hampton,23185-2001, 10/15/2010,Outback Steakhouse 4756,57046,3026 Richmond Rd,Williamsburg,VA
4 - Alexandria,22207-3728, 10/15/2010,Pasha Cafe & Pizzaria,27762,3911 Lee Hwy,Arlington,VA
7 - Hampton,23666-3205, 10/15/2010,Hooters Restaurant,75462,1801 W Mercury Blvd,Hampton,VA
7 - Hampton,23669-3919, 10/15/2010,Sara Market,57373,312 S Back River Rd,Hampton,VA
7 - Hampton,23434, 10/15/2010,Gas N Go,51250,600 E Washington St,Suffolk,VA
4 - Alexandria,22207-3728, 10/16/2010,7 Eleven Store 2554 10716 B,54800,3901 Lee Hwy,Arlington,VA
7 - Hampton,23185-3779, 10/18/2010,Williamsburg Landing,41208,5700 Williamsburg Landing Dr,Williamsburg,VA
2 - Lynchburg,24137, 10/20/2010,Cool Branch Bar & Grill,33883,3585 Smith Mountain Rd,Penhook,VA
2 - Lynchburg,24557, 10/20/2010,Stacy Compton's Pit Stop Marina & Grill,19163,2736 Marina Dr,Gretna,VA
2 - Lynchburg,24531-4640, 10/20/2010,Old Dutch Supermarket,76665,267 N Main St,Chatham,VA
2 - Lynchburg,24531, 10/20/2010,Climax Store,50058,6005 Anderson Mill Rd,Chatham,VA
2 - Lynchburg,24531-3253, 10/20/2010,L & R Market,48969,1321 Chalk Level Rd,Chatham,VA
2 - Lynchburg,24531-3573, 10/20/2010,Fas Mart # 101,26062,13869 US Highway 29,Chatham,VA
2 - Lynchburg,24541, 10/20/2010,Brosville One Stop,36073,10500 Martinsville Hwy,Danville,VA
2 - Lynchburg,24541, 10/20/2010,Corner Market & Restaurant,40995,12288 Martinsville Hwy,Danville,VA
2 - Lynchburg,24527-2821, 10/20/2010,Kangaroo Express # 3478,12007,9181 U S Highway 29,Blairs,VA
6 - Richmond/FBurg,23111-4594, 10/20/2010,Riverbound Cafe,29730,8005 Creighton Pkwy Ste K,Mechanicsville,VA
6 - Richmond/FBurg,23116, 10/20/2010,Zheng Restaurant,58080,9363 Atlee Rd Ste 2103,Mechanicsville,VA
6 - Richmond/FBurg,23112, 10/21/2010,Bonefish Grill,30389,6081 Harbour Park Dr,Midlothian,VA
5 - Southwest,24324-2008, 10/21/2010,Draper Valley Golf Club,59740,2800 Big Valley Dr,Draper,VA
6 - Richmond/FBurg,23112, 10/21/2010,Zheng Garden Restaurant,42037,6928 Woodlake Commons Loop,Midlothian,VA
6 - Richmond/FBurg,23112-2055, 10/21/2010,Food Lion 1265,9895,13961 Hull Street Rd,Midlothian,VA
6 - Richmond/FBurg,23112, 10/21/2010,A Taste of Italy,60819,13547 Waterford Pl,Midlothian,VA
5 - Southwest,24147, 10/21/2010,Rite Aid Pharmacy   2792,57099,1561 Virginia Ave,Rich Creek,VA
5 - Southwest,24084, 10/21/2010,Jims Grocery,31668,7899 Cleburne Blvd,Dublin,VA
5 - Southwest,24084, 10/21/2010,Wal Mart Supercenter # 1652,46812,5225 Alexander Rd,Dublin,VA
2 - Lynchburg,24501-7188, 10/22/2010,Original Italian Pizza,60558,13955 Wards Rd Ste F,Lynchburg,VA
2 - Lynchburg,24504, 10/22/2010,Thomas Terrace Exxon,3222,9966 Richmond Hwy,Lynchburg,VA
2 - Lynchburg,24588-2707, 10/22/2010,Foster Convenience,41063,1788 Calohan Rd,Rustburg,VA
7 - Hampton,23602, 10/22/2010,Buffalo Wild Wings Grill & Bar,51499,12150 Jefferson Ave,Newport News,VA
7 - Hampton,23602, 10/22/2010,Moes Southwest Grill,40827,12551 Jefferson Ave Ste 231,Newport News,VA
7 - Hampton,23602-4316, 10/22/2010,Hooters Restaurant,58234,12640 Jefferson Ave,Newport News,VA
7 - Hampton,23602, 10/22/2010,Plaza Azteca,33678,12755 Jefferson Ave,Newport News,VA
7 - Hampton,23608-0061, 10/22/2010,Guss New York Pizza,49379,620 Stoney Creek Ln,Newport News,VA
7 - Hampton,23608-1480, 10/22/2010,Little Italy,61459,13175 Jefferson Ave Ste 11,Newport News,VA
7 - Hampton,23608-1632, 10/22/2010,Hop N Shop,71517,12961 Jefferson Ave,Newport News,VA
7 - Hampton,23602, 10/22/2010,Joon Restaurant,41576,14353 Warwick Blvd,Newport News,VA
7 - Hampton,23602, 10/22/2010,Pilgrim Wireless & Village Mart,64177,13294 Warwick Blvd,Newport News,VA
7 - Hampton,23602, 10/22/2010,Beef O Bradys Family Sports Pub,44654,309 Oyster Point Rd,Newport News,VA
6 - Richmond/FBurg,23005-7706, 10/22/2010,Shakti Food Mart,53770,11262 Elmont Rd,Ashland,VA
6 - Richmond/FBurg,23005-2234, 10/22/2010,Applebees Neighborhood Grill & Bar,50453,101 S Carter Rd,Ashland,VA
7 - Hampton,23606, 10/22/2010,Plaza Azteca Restaurante,12637,12428 Warwick Blvd,Newport News,VA
7 - Hampton,23606, 10/22/2010,Food Lion 227,9644,41 Hidenwood Shopping Ctr,Newport News,VA
6 - Richmond/FBurg,23005, 10/22/2010,Islamorada Fish Company,53771,11550 N Lakeridge Pkwy,Ashland,VA
7 - Hampton,23606-3852, 10/22/2010,The Subway Station,24247,12288 Warwick Blvd,Newport News,VA
7 - Hampton,23601, 10/22/2010,Port Arthur Restaurant,41996,11137 Warwick Blvd,Newport News,VA
6 - Richmond/FBurg,23111-3551, 10/22/2010,AMF Hanover Lanes #108,73190,7313 Bell Creek Rd,Mechanicsville,VA
6 - Richmond/FBurg,23111, 10/22/2010,Dash Food Mart,38341,7119 Mechanicsville Tpke,Mechanicsville,VA
7 - Hampton,23602, 10/22/2010,Kappo Nara Seafood & Sushi Rest,47955,550 Oyster Point Rd,Newport News,VA
7 - Hampton,23608-3735, 10/22/2010,Fas Lane,12081,14609 Warwick Blvd,Newport News,VA
7 - Hampton,23608-1578, 10/22/2010,Virginia BBQ,64183,15435 Warwick Blvd Ste 5,Newport News,VA
7 - Hampton,23603, 10/22/2010,Junction Restaurant,10324,16916 Warwick Blvd,Newport News,VA
2 - Lynchburg,24580, 10/23/2010,Family Foods,43185,1846 Highway 49,Nelson,VA
8 - Chesapeake,23454, 10/23/2010,Wawa Food Markets #679,15161,1579 Lynnhaven Pky,Virginia Beach,VA
2 - Lynchburg,23927-9170, 10/23/2010,Coopers Landing Inn & Travelers Tavern,32580,801 Virginia Ave,Clarksville,VA
8 - Chesapeake,23456, 10/23/2010,Walgreens # 06633,63197,2044 Lynnhaven Pkwy,Virginia Beach,VA
2 - Lynchburg,23924-1711, 10/23/2010,Quik-Stop #4,13118,329 E 2nd St,Chase City,VA
2 - Lynchburg,23947, 10/23/2010,Tanners Grocery,9497,11578 Lunenburg County Rd,Keysville,VA
8 - Chesapeake,23453-2864, 10/23/2010,Clubhouse Bar & Grill,34813,3208 Holland Rd Ste 101,Virginia Beach,VA
8 - Chesapeake,23452, 10/23/2010,Happy Buffet,41892,879 Lynnhaven Pkwy,Virginia Beach,VA
8 - Chesapeake,23452-6312, 10/23/2010,Lynnhaven Valero,42826,801 S Lynnhaven Rd,Virginia Beach,VA
8 - Chesapeake,23452, 10/23/2010,Sake Japanese Restaurant,62472,3497 Holland Road Ste 105,Virginia Beach,VA
2 - Lynchburg,23944-2058, 10/23/2010,Corner Creations by Dana,32012,209 N Broad St,Kenbridge,VA
8 - Chesapeake,23455-4250, 10/23/2010,Portside Inn,45797,1540 Independence Blvd,Virginia Beach,VA
8 - Chesapeake,23453-4700, 10/23/2010,7 Eleven Store 32407 A,62538,1996 S Independence Blvd,Virginia Beach,VA
2 - Lynchburg,23970-3423, 10/23/2010,South Hill Chevron,43057,801 E Atlantic St,South Hill,VA
8 - Chesapeake,23455-5235, 10/23/2010,7 Eleven Store 2514 23275 H,32060,4903 Haygood Rd,Virginia Beach,VA
2 - Lynchburg,23970-1702, 10/23/2010,Food Lion 1152,9814,1022 W Atlantic St,South Hill,VA
8 - Chesapeake,23455, 10/23/2010,BP Haygood Road,62226,4904 Haygood Rd,Virginia Beach,VA
8 - Chesapeake,23455, 10/23/2010,Farm Fresh Supermarket 816,78227,928 Diamond Springs Rd Ste 127,Virginia Beach,VA
2 - Lynchburg,23970, 10/23/2010,Denny's #6503,64214,911 E Atlantic St,South Hill,VA
2 - Lynchburg,23920, 10/23/2010,Whitbys Country Store,54756,34 Piney Pond Rd,Brodnax,VA
8 - Chesapeake,23455-2320, 10/23/2010,7 Eleven Store 2514 10798 H,9980,1900 Diamond Springs Rd,Virginia Beach,VA
2 - Lynchburg,23919, 10/23/2010,Toppers Pizza,52050,3778 Hwy 903,Bracey,VA
8 - Chesapeake,23455, 10/23/2010,Wawa Food Markets #675,15159,4800 Shore Dr,Virginia Beach,VA
8 - Chesapeake,23455, 10/23/2010,Food Lion 487,9710,5193 Shore Dr,Virginia Beach,VA
2 - Lynchburg,23917, 10/23/2010,Kerr Dam BP,63675,6267 Buggs Island Rd,Boydton,VA
8 - Chesapeake,23452-3310, 10/23/2010,7 Eleven Store 2514 10901 H,4014,3620 S Plaza Trl,Virginia Beach,VA
8 - Chesapeake,23452-5554, 10/23/2010,Tri Som Restaurant & Lounge,39547,152 S Plaza Trl Ste D,Virginia Beach,VA
2 - Lynchburg,23915-2100, 10/23/2010,Triangle Grocery  2,74235,25270 Highway Fifty Eight,Baskerville,VA
8 - Chesapeake,23455-3013, 10/23/2010,Cheetahs,11149,1808 Diamond Springs Rd,Virginia Beach,VA
8 - Chesapeake,23452-4353, 10/23/2010,Please & Thankyou,19312,195 S Rosemont Rd Ste 113,Virginia Beach,VA
5 - Southwest,24263-9776, 10/24/2010,State Line Grocery,50115,RR 1 Box 325,Jonesville,VA
5 - Southwest,24271-9739, 10/24/2010,J & P Market 2,54394,RR 1 Box 385A,Nickelsville,VA
5 - Southwest,24271, 10/24/2010,Corders Market,27761,11744 Nickelsville Hwy,Nickelsville,VA
5 - Southwest,24271-9543, 10/24/2010,J & P Market 1,54393,RR 2 Box 420,Nickelsville,VA
5 - Southwest,24244, 10/24/2010,Rye Cove Country Basket Inc,33172,2607 Rye Cove Memorial Rd,Duffield,VA
5 - Southwest,24244, 10/24/2010,Black Diamond Get It Market # 30,11666,334 Duff Patt Hwy,Duffield,VA
5 - Southwest,24244-9635, 10/24/2010,Brookside Market,70754,RR 1 Box 160AA,Duffield,VA
5 - Southwest,24262, 10/24/2010,Ricks Country Market,75292,Hwy 70 PO Box 291,Jonesville,VA
5 - Southwest,24218, 10/24/2010,Ben Hur Cafe,40805,Alt Hwy 58,Ben Hur,VA
5 - Southwest,24277-9745, 10/24/2010,Lees Food Mart # 18,43656,Rt 1 Box 493,Pennington Gap,VA
4 - Alexandria,22314-1910, 10/24/2010,Trader Joes,10848,612 N Saint Asaph St,Alexandria,VA
4 - Alexandria,22314, 10/24/2010,Super Store,25696,1204 S Washington St,Alexandria,VA
4 - Alexandria,22314-3207, 10/24/2010,Bugsys,35170,111 King St,Alexandria,VA
4 - Alexandria,22314-3323, 10/24/2010,Union Street Public House,338,121 S Union St,Alexandria,VA
4 - Alexandria,22314-3017, 10/24/2010,Cafe Salsa,14443,808 King St,Alexandria,VA
5 - Southwest,24219, 10/24/2010,Little Mexico Mexican Restaurant,4260,1941 Neeley Rd Ste 117,Big Stone Gap,VA
4 - Alexandria,22314-2715, 10/24/2010,Hard Times Cafe,71668,1404 King St,Alexandria,VA
5 - Southwest,24293, 10/24/2010,FasMart # 405,49214,US Hwy 23,Big Stone Gap,VA
4 - Alexandria,22314-1219, 10/24/2010,Rustico Restaurant,41834,827 Slaters Ln,Alexandria,VA
5 - Southwest,24273-1010, 10/24/2010,FasMart # 427,49242,800 Park Ave NE,Norton,VA
5 - Southwest,24293, 10/24/2010,China Garden Restaurant,76961,Hwy 23 Wise Co Plaza Ste  14,Wise,VA
5 - Southwest,24293, 10/24/2010,FasMart # 436,49253,409 Norton Rd,Wise,VA
4 - Alexandria,22314-3018, 10/24/2010,Laylas Lebanese Restaurant,78152,907 King St,Alexandria,VA
5 - Southwest,24293, 10/24/2010,Pizza Hut,26835,Main St  PO Box 503,Wise,VA
4 - Alexandria,22314-3018, 10/24/2010,Majestic Cafe,9410,911 King St,Alexandria,VA
5 - Southwest,24230, 10/24/2010,FasMart # 440,49260,5722 Cranes Nest Rd,Coeburn,VA
5 - Southwest,24230-3111, 10/24/2010,FasMart # 419,49229,409 Quillen Ave SE,Coeburn,VA
4 - Alexandria,22134, 10/24/2010,A & M Market,49586,251 Potomac Ave,Quantico,VA
4 - Alexandria,22026-2472, 10/24/2010,Quick Shop,52592,18020 Main St,Dumfries,VA
6 - Richmond/FBurg,23834-5300, 10/25/2010,Swift Creek Mill Theatre,48483,17401 Jefferson Davis Hwy,Colonial Heights,VA
6 - Richmond/FBurg,23030-3017, 10/25/2010,Adkins Store,51509,9900 Lott Cary Rd,Charles City,VA
8 - Chesapeake,23452-4819, 10/26/2010,7 Eleven Store 2514 10912 H,6824,3312 Holland Rd,Virginia Beach,VA
6 - Richmond/FBurg,23294, 10/26/2010,Don Papa Grande Mexican Restaurant,29447,8900 W Broad St Ste A,Richmond,VA
6 - Richmond/FBurg,23222-1935, 10/26/2010,Kings Food Market,36162,4 E Laburnum Ave,Richmond,VA
6 - Richmond/FBurg,23294-6332, 10/26/2010,A & A Convenience Store,13028,2739 Hungary Spring Rd,Richmond,VA
2 - Lynchburg,24592, 10/26/2010,Food Lion 542,9765,1020 Bill Tuck Hwy,South Boston,VA
2 - Lynchburg,24592-6958, 10/26/2010,Apple Market 4217,11866,6015 Huell Matthews Hwy,South Boston,VA
2 - Lynchburg,24592, 10/26/2010,Stop In Shell,6298,2190B Philpott Rd,South Boston,VA
2 - Lynchburg,24592, 10/26/2010,Farmer's Foods South Boston Inc,18694,2229 Wilborn Ave,South Boston,VA
2 - Lynchburg,24592, 10/26/2010,Taste of Asia,53395,2217 Wilborn Ave,South Boston,VA
2 - Lynchburg,24592, 10/26/2010,Apple Market 4100,11858,3225 Halifax Rd,South Boston,VA
6 - Richmond/FBurg,23059-5504, 10/26/2010,Food Lion 2507,12050,11371 Nuckols Rd,Glen Allen,VA
6 - Richmond/FBurg,23060, 10/26/2010,Glen Allen Super Market,54888,3007 Mountain Rd,Glen Allen,VA
2 - Lynchburg,24577-3567, 10/26/2010,Punks Self Service,45245,1010 Nathalie Rd,Nathalie,VA
6 - Richmond/FBurg,23060-3064, 10/26/2010,Nuevo Mexico Restaurante,47986,10282 Staples Mill Rd,Glen Allen,VA
6 - Richmond/FBurg,23060-3065, 10/26/2010,7 Eleven Store 2515 16804 H,13728,10201 Staples Mill Rd,Glen Allen,VA
6 - Richmond/FBurg,23059-6514, 10/26/2010,Casa Grande,11301,10120 Brook Rd,Glen Allen,VA
5 - Southwest,24141, 10/26/2010,The River Company Restaurant & Brewery Inc,50216,6633 Viscoe Rd,Radford,VA
5 - Southwest,24141-1763, 10/26/2010,Bradens Market,55497,1800 E Main St,Radford,VA
5 - Southwest,24141, 10/26/2010,Happy Stop Grocery,64178,12 S Main St,Radford,VA
2 - Lynchburg,24592-2942, 10/26/2010,Jiffy Food Store 12,16323,910 John Randolph Blvd,South Boston,VA
5 - Southwest,24084, 10/26/2010,MKs Gourmet Pizzeria & Shoppe,40676,4941 State Park Rd Ste 1,Dublin,VA
2 - Lynchburg,24592, 10/26/2010,O Sole Mio,50595,1018 Bill Tuck Hwy,South Boston,VA
5 - Southwest,24301, 10/26/2010,Wilco # 631,13068,640 E Main St,Pulaski,VA
5 - Southwest,24301, 10/26/2010,Fast Shop,9079,128 S Washington Ave,Pulaski,VA
8 - Chesapeake,23462-2711, 10/27/2010,Four Seasons Oriental Grocery,41955,311 Kellam Rd,Virginia Beach,VA
8 - Chesapeake,23462-2700, 10/27/2010,J Mart Japanese Grocery Inc,50082,309 Aragona Blvd Ste 111,Virginia Beach,VA
8 - Chesapeake,23462, 10/27/2010,Sakura Sushi Restaurant Inc,49134,4716 Virginia Beach Blvd,Virginia Beach,VA
2 - Lynchburg,24502-2601, 10/27/2010,Kroger #327,78002,7805 Timberlake Rd,Lynchburg,VA
8 - Chesapeake,23462, 10/27/2010,Kelly's Tavern,3451,4554 Virginia Beach Blvd Ste 790,Virginia Beach,VA
2 - Lynchburg,24502, 10/27/2010,Leesville Grill,60071,502 Leesville Rd,Lynchburg,VA
8 - Chesapeake,23462, 10/27/2010,Fire Ninja,53676,300 Constitution Dr Ste 109,Virginia Beach,VA
2 - Lynchburg,24502, 10/27/2010,Target Store T 1275,45140,4028 Wards Rd,Lynchburg,VA
8 - Chesapeake,23452, 10/27/2010,Route 58 Delicatessen Restaurant,52932,4000 Virginia Beach Blvd Ste 156,Virginia Beach,VA
2 - Lynchburg,24502, 10/27/2010,Buffalo Wild Wings Grill & Bar,39311,3812 Wards Rd,Lynchburg,VA
6 - Richmond/FBurg,23223-3940, 10/27/2010,360 Express Mart & Deli,61598,1912 Mechanicsville Tnpke,Richmond,VA
2 - Lynchburg,24502-2966, 10/27/2010,Texas Roadhouse,17005,3816 Wards Rd,Lynchburg,VA
6 - Richmond/FBurg,23220-2107, 10/27/2010,Fast Break Convenience Stores,40823,1600 W Broad St,Richmond,VA
6 - Richmond/FBurg,23220-2107, 10/27/2010,Mid Town Citgo,51224,1642 W Broad St,Richmond,VA
2 - Lynchburg,24502-2235, 10/27/2010,AMF Lynchburg Lanes # 144,47561,4643 Murray Pl,Lynchburg,VA
6 - Richmond/FBurg,23220-4433, 10/27/2010,Uppys LII,56067,2206 W Main St,Richmond,VA
2 - Lynchburg,24502, 10/27/2010,The Kirkley Hotel,47173,2900 Candlers Mountain Rd,Lynchburg,VA
6 - Richmond/FBurg,23220-5331, 10/27/2010,Cary Street BP Amoco,18734,1920 W Cary St,Richmond,VA
2 - Lynchburg,24502-2221, 10/27/2010,Red Lobster Restaurant 372,34555,3425 Candlers Mountain Rd,Lynchburg,VA
2 - Lynchburg,24502, 10/27/2010,Pueblo Viejo Mexican Cuisine,32967,3700 Candlers Mountain Rd,Lynchburg,VA
6 - Richmond/FBurg,23222-2606, 10/27/2010,R & S Food Store,60779,402 W Brookland Park Blvd,Richmond,VA
8 - Chesapeake,23454-4502, 10/27/2010,Outback Steakhouse 4750,57058,1757 Laskin Rd,Virginia Beach,VA
2 - Lynchburg,24504-3910, 10/27/2010,Templeton's Market,5088,4928 Richmond Hwy,Lynchburg,VA
6 - Richmond/FBurg,23225-3147, 10/27/2010,48 Hours,73670,5091 Forest Hill Ave,Richmond,VA
8 - Chesapeake,23451, 10/27/2010,Fuji Yama,63376,2861 Lynnhaven Dr Ste 112,Virginia Beach,VA
6 - Richmond/FBurg,23224, 10/27/2010,El Quetzal Rest,42644,2615 Broad Rock Blvd,Richmond,VA
8 - Chesapeake,23451-1247, 10/27/2010,Famous Uncle Als,55923,3045 Shore Dr,Virginia Beach,VA
6 - Richmond/FBurg,23224, 10/27/2010,San Miguel Restaurante,61888,3025 Broad Rock Blvd,Richmond,VA
6 - Richmond/FBurg,23224, 10/27/2010,Rio Lindo Restaurante,11596,3106 Broad Rock Blvd,Richmond,VA
6 - Richmond/FBurg,23224, 10/27/2010,La Bamba Restaurant,44689,3111 Broad Rock Blvd,Richmond,VA
8 - Chesapeake,23451-1120, 10/27/2010,Charlies Seafood Restaurant,33328,3139 Shore Dr,Virginia Beach,VA
6 - Richmond/FBurg,23224-3752, 10/27/2010,301 Express Convenience Store,39672,2012 Maury St,Richmond,VA
8 - Chesapeake,23451, 10/27/2010,Guadalajara Bar and Grill,33194,2272 W Great Neck Rd,Virginia Beach,VA
2 - Lynchburg,24501-4965, 10/27/2010,Outback Steakhouse 4762,57034,3121 Albert Lankford Dr,Lynchburg,VA
8 - Chesapeake,23451-1366, 10/27/2010,Hot Tuna Grill,45066,2817 Shore Dr Ste 107,Virginia Beach,VA
2 - Lynchburg,24504, 10/27/2010,Robin Alexander An American Bistro,62234,1344 Main St,Lynchburg,VA
5 - Southwest,24273-1822, 10/27/2010,Holiday Inn Norton,51552,1051 Park Ave SW,Norton,VA
5 - Southwest,24273, 10/27/2010,Brownies Cafe,19292,1602 Main Ave SW,Norton,VA
2 - Lynchburg,24504, 10/27/2010,The White Hart,48936,1208 Main St,Lynchburg,VA
8 - Chesapeake,23451-3902, 10/27/2010,Nicks Hospitality Restaurant,52312,508 Laskin Rd,Virginia Beach,VA
2 - Lynchburg,24504-1607, 10/27/2010,Main Street Eatery & Catering Co.,682,907 Main St,Lynchburg,VA
8 - Chesapeake,23451-3902, 10/27/2010,Surf Rider,47256,550 Laskin Rd,Virginia Beach,VA
5 - Southwest,24293-4528, 10/27/2010,Nellies Market & Deli,29614,6104 Airport Rd,Wise,VA
6 - Richmond/FBurg,23234, 10/27/2010,VA Food Mart,50262,3146 Jefferson Davis Hwy,Richmond,VA
8 - Chesapeake,23451, 10/27/2010,PJ Baggan/Eurasia Cafe & Wine Bar,47780,960 Laskin Rd,Virginia Beach,VA
6 - Richmond/FBurg,23234-2635, 10/27/2010,R S Express,61620,4007 Jefferson Davis Hwy,Richmond,VA
8 - Chesapeake,23451-6314, 10/27/2010,The Beach Pub,37068,1001 Laskin Rd,Virginia Beach,VA
2 - Lynchburg,24501-1328, 10/27/2010,Mary Janes Restaurant,7133,826 Kemper St,Lynchburg,VA
2 - Lynchburg,24501, 10/27/2010,Jo Jo Pizza of Lynchburg,55689,1400 Lakeside Dr,Lynchburg,VA
2 - Lynchburg,24501-6702, 10/27/2010,Quik E Food Stores,25266,2220 Lakeside Dr,Lynchburg,VA
8 - Chesapeake,23451-6187, 10/27/2010,The Melting Pot,10816,1564 Laskin Rd Ste 182,Virginia Beach,VA
2 - Lynchburg,24504-2154, 10/27/2010,Miles Market,33030,1112 Rivermont Ave,Lynchburg,VA
6 - Richmond/FBurg,23235-4313, 10/27/2010,7 Eleven Store 2515 17417 H,15725,1931 Huguenot Rd,Richmond,VA
2 - Lynchburg,24503, 10/27/2010,Neds,64510,2486 Rivermont Ave,Lynchburg,VA
6 - Richmond/FBurg,23235-4305, 10/27/2010,Ghengis Kahn Inc,32436,2011 Huguenot Rd,Richmond,VA
6 - Richmond/FBurg,23235, 10/27/2010,Candela's Pizzeria & Ristorante Italiano,11774,2021 Huguenot Rd,Richmond,VA
6 - Richmond/FBurg,23235-2349, 10/27/2010,Belle Kuisine,40322,3044 Stony Point Rd Ste 3046,Richmond,VA
2 - Lynchburg,24502-4165, 10/27/2010,Porterhouse,75192,126 Old Graves Mill Rd,Lynchburg,VA
6 - Richmond/FBurg,23235-1928, 10/27/2010,Fastop,48975,8764 W Huguenot Rd,Richmond,VA
4 - Alexandria,22203, 10/28/2010,Hyde Park Grocery & Cleaners,72196,4141 N Henderson Rd,Arlington,VA
8 - Chesapeake,23336-2810, 10/28/2010,Island Cafe,76570,4391 Main St,Chincoteague,VA
8 - Chesapeake,23336-1701, 10/28/2010,Snug Harbor Marina & Cottages,10443,7536 East Side Rd,Chincoteague,VA
4 - Alexandria,22125-9997, 10/28/2010,Madigans Waterfront,40741,201 Mill St,Occoquan,VA
8 - Chesapeake,23303, 10/28/2010,Wolffs Sandwich Shoppe,37833,9576 Atlantic Rd,Atlantic,VA
8 - Chesapeake,23427, 10/28/2010,J & L Bait & Tackle,19218,20510 Saxis Rd,Saxis,VA
4 - Alexandria,20110, 10/28/2010,Fiesta Supermarket,5378,9100 Mathis Ave,Manassas,VA
4 - Alexandria,20111-1741, 10/28/2010,Centreville BP,52410,7206 Centreville Rd,Manassas,VA
8 - Chesapeake,23418, 10/28/2010,Rite Aid Pharmacy 3866,46535,Chesapeake Square Shopping Center,Onley,VA
8 - Chesapeake,23417-1920, 10/28/2010,The Blarney Stone,34632,10 North St,Onancock,VA
8 - Chesapeake,23420, 10/28/2010,VA606 Chevron Corner Mart,43750,6153 Lankford Hwy,Painter,VA
8 - Chesapeake,23420, 10/28/2010,James Grocery and Seafood Market,38085,36067 Seaside Rd,Painter,VA
4 - Alexandria,20109-2637, 10/28/2010,Race Way 6788,38870,7402 Sudley Rd,Manassas,VA
8 - Chesapeake,23306, 10/28/2010,VA607 Chevron Corner Mart,43749,36380 Lankford Hwy,Belle Haven,VA
8 - Chesapeake,23306-1218, 10/28/2010,Phillips Of Belle Haven,77365,35538 Belle Haven Rd,Belle Haven,VA
8 - Chesapeake,23350, 10/28/2010,Food City 82,33344,2625 Lankford Hwy,Exmore,VA
8 - Chesapeake,23310, 10/28/2010,The Old Firehouse,61427,10 Peach St,Cape Charles,VA
8 - Chesapeake,23321-3656, 10/28/2010,Oysterette Restaurant & Raw Bar,75026,3916 Portsmouth Blvd Ste B6,Chesapeake,VA
8 - Chesapeake,23321-2201, 10/28/2010,Jalapenos,40455,2413 Taylor Rd,Chesapeake,VA
8 - Chesapeake,23321-2134, 10/28/2010,Applebees Neighborhood Grill & Bar,50391,4132 Portsmouth Blvd,Chesapeake,VA
8 - Chesapeake,23323, 10/28/2010,VA070 Texaco Corner Mart,33456,3013 S Military Hwy,Chesapeake,VA
1 - Roanoke,24153-5011, 10/29/2010,Swif T Quick Mart,73640,41 W 4th St,Salem,VA
1 - Roanoke,24090, 10/29/2010,Brugh's Mill Country Store,11309,345 Brughs Mill Rd,Fincastle,VA
1 - Roanoke,24066, 10/29/2010,Happy Food Mart Inc,16635,17664 Main St,Buchanan,VA
1 - Roanoke,24066, 10/29/2010,Mountain View Restaurant,58673,126 Arcadia Rd,Buchanan,VA
1 - Roanoke,24578, 10/29/2010,Natural Bridge Hotel,78175,15 Appledore Ln,Natural Bridge,VA
1 - Roanoke,24555-0564, 10/29/2010,Glasgow Grocery Express,70705,844 Rockbridge Rd,Glasgow,VA
8 - Chesapeake,23320-2651, 10/29/2010,Greenbrier Citgo,57181,1644 S Military Hwy,Chesapeake,VA
1 - Roanoke,24416, 10/29/2010,Uncorked,47587,2013 Magnolia Ave,Buena Vista,VA
8 - Chesapeake,23462-1758, 10/29/2010,7 Eleven Store 2514 29012 H,44189,5444 Virginia Beach Blvd,Virginia Beach,VA
8 - Chesapeake,23325, 10/29/2010,Wickers Crab Pot Seafood,56680,4201 Indian River Rd,Chesapeake,VA
8 - Chesapeake,23462-1683, 10/29/2010,El Desordem Restaurante - Bar,49553,665 Newtown Rd Ste 111,Virginia Beach,VA
3 - Charlottesville/Staunton,22903-4837, 10/29/2010,Hot Cakes Catering,44241,1137A Emmet St N,Charlottesville,VA
8 - Chesapeake,23456, 10/29/2010,Food Lion 646,9756,3960 Salem Lakes Blvd,Virginia Beach,VA
1 - Roanoke,24450, 10/29/2010,Bistro on Main,49871,8 N Main St,Lexington,VA
3 - Charlottesville/Staunton,22901, 10/29/2010,La Cocina del Sol Cville,46576,2005 Commonwealth Dr Ste 4,Charlottesville,VA
