RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS),CIVIL PENALTY ($),MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER
381,7 ELEVEN STORE 2516 10863,8761,7101 WARWICK BOULEVARD,NEWPORT NEWS,VA,22312,SOLD TO UNDER AGED BUYER,1,Y,HAMPTON,INITIAL HEARING,6/5/2008,10/30/2008,12/10/2008,30," $ 3,000.00 ",10,,,,
287,LA TASA SPANISH TAPAS BAR & REST,41922,607 KING STREET,ALEXANDRIA,VA,22314,"FAILED TO REPORT TO THE BOARD CHANGES IN OFFICERS, DIRECTORS, ETC.",1,N,ALEXANDRIA,INITIAL HEARING,12/20/2007,9/2/2008,10/17/2008,,,,,,,WRITTEN WARNING
339,GADSBY'S TAVERN,11432,138 NORTH ROYAL STREET,ALEXANDRIA,VA,22314,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,Y,ALEXANDRIA,INITIAL HEARING,11/30/2007,10/2/2008,11/13/2008,7, $ 500.00 ,,,,,
318,ORIENTAL STAR RESTAURANT,52095,3221 DUKE STREET,ALEXANDRIA,VA,22314,LICENSEE TAMPERED WITH THE CONTENTS OF BOTTLES OR CONTAINERS.,1,N,ALEXANDRIA,INITIAL HEARING,3/20/2008,9/12/2008,10/29/2008,25," $ 1,000.00 ",10,,,,
877,ERNIES ORIGINAL CARB HOUSE,49430,1743 KING STREET,ALEXANDRIA,VA,22314,SOLD TO UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,4/10/2009,,06/08/09,," $ 2,000.00 ",,,,,
879,A LA LUCIA,29067,315 MADISON STREET,ALEXANDRIA,VA,22314,SOLD TO UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,4/10/2009,,06/08/09,," $ 2,000.00 ",,,,,
881,TOKYO JAPANESE STEAKHOUSE,9278,66 CANAL CENTER PLAZA,ALEXANDRIA,VA,22314,SOLD TO UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,4/10/2009,,06/08/09,," $ 2,000.00 ",,,,,
593,TWO NINETEEN RESTAURANT,25866,219 KING STREET,ALEXANDRIA,VA,22314,"ALLOWED REMOVAL OF BEER SOLD FOR ON PREMISES CONSUMPTION, CONDUCT HAPPY HOUR, QUALIFICATIONS-SEATING AT TABLES, QUALIFICATION TO RETAIN MB LICENSE-""RESTAURANT"", EMPLOYEE CONSUMING A.B. WHILE ON DUTY, UNAUTHORIZED ADVERTISING, ADVERTISING-HAPPY HOUR",7,Y,ALEXANDRIA,APPEAL HEARING,2/29/2008,10/16/2008,3/6/2009,," $ 4,250.00 ",,,,,
668,WORLD MARKET,12185,5954 KINGSTOWNE TOWNE CENTER,ALEXANDRIA,VA,22315,SOLD TO UNDER AGED BUYER,1,N,ALEXANDRIA,CONSENT SETTLEMENT,1/23/2009,,3/27/2009,," $ 2,000.00 ",,,,,
50,KING'S BUFFET,40332,5890 KINGSTOWNE CENTER DR. # 140,ALEXANDRIA,VA,22315,"FAILED TO KEEP COMPLETE, ACCURATE RECORDS AT THE PLACE OF BUSINESS & AVAILABLE FOR INSPECTION BY SPECIAL AGENTS; SOLD TO UAB",2,N,ALEXANDRIA,CONSENT SETTLEMENT,5/18/2008,,7/16/2008,25," $ 2,500.00 ",,,,,
814,BAILEYS PUB & GRILLE,38737,1861 CARL D SILVER PKWY,FREDERICKSBURG,VA,22401,CONDUCT ILLEGAL HAPPY HOUR ,1,N,RICHMOND,CONSENT SETTLEMENT,3/14/2009,,05/05/09,, $ 500.00 ,,,,,
856,MEXICO LINDO RESTAURANT,29310,2030 PLANK ROAD,FREDERICKSBURG,VA,22401,DESIGNATED MANAGER NOT ON DUTY,1,Y,RICHMOND,INITIAL HEARING,9/17/2008,4/17/2009,05/26/09,10," $ 1,000.00 ",,,,,
569,FUKIEN GOURMET,51002,435JEFFERSPM DAVIS HWY,FREDERICKSBURG,VA,22401,KEPT OR ALLWED TO BE KEPT UNAUTHORIZED ALCOHOLIC BEVERAGE,1,N,RICHMOND,CONSENT SETTLEMENT,12/12/2008,,2/24/2008,7,,,,,,
497,WILLIAM STREET MARKET,47204,801 WILLIAM STREET,FREDERICKSBURG,VA,22401,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,APPEAL HEARING,2/6/2008,12/22/2008,1/26/2009,,,,,,Y,DISMISSED
276,FREDERICKSBURG HOSPITALITY HOUSE,45302,2801 PLANK ROAD,FREDERICKSBURG,VA,22401,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,8/12/2008,,10/10/2008,," $ 2,000.00 ",,,,,
540,GURUS INDIAN CUISINE,27551,"1320 CENTRAL PARK BLVD, STE 112",FREDERICKSBURG,VA,22401,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,12/16/2008,,2/6/2009,," $ 2,000.00 ",,,,,
548,SHEETZ 346,27790,2001 CARL D SILVER PKWY,FREDERICKSBURG,VA,22401,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,12/16/2008,,2/11/2009,," $ 2,000.00 ",,,,,
563,CHIPOTLE MEXICAN GRILL,51847,3051 PLANK ROAD,FREDERICKSBURG,VA,22401,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,12/16/2008,,2/24/2009,," $ 2,000.00 ",,,,,
805,FREDERICKSBURG EXPO AND CONFERENCE CENTER,41977,2371 CARL D SILVER PKWY,FREDERICKSBURG,VA,22401,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,8/23/2008,,05/05/09,25,,,,,,
366,WAWA FOOD MARKET #667,7456,2390 PLANK ROAD,FREDERICKSBURG,VA,22401,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,OFFER IN COMPROMISE,8/12/2008,11/18/2008,12/3/2008,," $ 5,000.00 ",3,,,,
905,HAPPY ENDINGS,17038,1315 PRINCESS ANNE STREET,FREDERICKSBURG,VA,22401,"FAILED TO OBLITERARE M.B. STAMPS, EMPLOYEE CONSUMING A.B. WHILEON DUTY",2,N,RICHMOND,INITIAL HEARING,9/19/2008,4/20/2009,06/12/09,,,,,,Y,DISMISSED
399,HAPPY ENDINGS,17038,1315 PRINCESS ANNE STREET,FREDERICKSBURG,VA,22401,QUALIFICATIONS; ALLOWED INTOX. PERSON TO LOITER; ALLOWED CONSUMPTION BY AN EMPLOYEE WHILE ON DUTY; ALLOWED CONSUMPTION OF AN INTOX. PERSON; ALLOWED BEER  TO BE REMOVED; DISHONORED CHECK; FAILED TO OBLITERATE THE MB STAMPS; KEPT UNATHORIZED AB FOR SALE.,9,Y,RICHMOND,INITIAL HEARING,5/23/2008,11/7/2008,12/15/2008,7," $ 1,000.00 ",,,,,
816,FAST AND FRIENDLY,56053,316 WHITE OAK ROAD,FREDERICKSBURG,VA,22405,CONVICTION WITHIN FIVE YEARS NEXT PRECEDING THE DATE OF THE APPLICATION-VIOLATION OF LAW APPLICABLE TO (MANUFACTURE/TRANSPORTATION/POSSESSION/USE/SALE) OF A.B.,1,N,RICHMOND,INITIAL HEARING,3/3/2009,4/24/2009,05/07/09,,,,24,,,APPLICATION GRANTED W/ PROBATION
440,HANDY MART C STORE,57549,1001 FORBES STREET,FREDERICKSBURG,VA,22405,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,10/8/2008,,1/6/2009,," $ 2,000.00 ",,,,,
809,VINNYS ITALIAN GRILL & PIZZERIA,20635,"201 KINGS HWY, STE 103",FREDERICKSBURG,VA,22405,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,3/13/2009,,05/05/09,," $ 2,000.00 ",,,,,
824,7 ELEVEN STORE 32170 B,51557,1 COMMERCE PKWY,FREDERICKSBURG,VA,22406,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,3/12/2009,,05/12/09,," $ 2,000.00 ",,,,,
834,WAL MART SUPERCENTER 5343,38612,10001 SOUTHPOINT PKY,FREDERICKSBURG,VA,22407,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,3/19/2009,,5/21/2009,," $ 2,000.00 ",,,,,
17,FIESTA SEVEN SUPERMARKET,40948,104 OLDE GREENWICH DRIVE,FREDERICKSBURG,VA,22408,LICENSEE IS NOT LEGITIMATE OWNER,1,Y,RICHMOND,APPEAL HEARING,1/22/2008,5/22/2008,7/11/2008,,,,,Y,,REVOKED
269,BLOOM #2745,29160,10871 TIDEWATER TRAIL,FREDERICKSBURG,VA,22408,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,8/7/2008,,10/10/2008,," $ 2,000.00 ",,,,,
596,EXXON #27755,14206,5409 JEFFERSON DAVIS HWY,FREDERICKSBURG,VA,22408,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,INITIAL HEARING,8/7/2008,1/23/2009,3/9/2009,25," $ 2,000.00 ",,,,,
624,HARD TIMES CAFÉ,29703,5099 D JEFFERSON DAVIS HWY,FREDERICKSBURG,VA,22408,GAMBLING-2 COUNTS,2,N,RICHMOND,INITIAL HEARING,12/11/2007,12/22/2008,3/16/2009,10," $ 1,000.00 ",,,,Y,CHARGE 1-DISMISSED
364,BATES BAR & GRILL,45202,5201 JEFFERSON DAVIS HIGHWAY,FREDERICKSBURG,VA,22408,QUALIFICATIONS; ATTEMPTED TO DEFRAUD THE BOARD ; FAILED TO SUBMIT ANNUAL REPORT.,5,Y,RICHMOND,APPEAL HEARING,1/31/2008,8/20/2008,12/3/2008,,,,,Y,,REVOKED
322,J. F. FICK,50457,224 INDUSTRIAL COURT,FREDERICKSBURG,VA,22418,LICENSEE  AIDED OR ABBETTED PERSONS IN CONSUMING OR OFFERING OF AB IN AN UNLICNESED PUBLIC PLACE; MANUFACTURER MADE GIFTS OF BEER TO PERSONS. ,2,Y,ALEXANDRIA,OFFER IN COMPROMISE,6/28/2007,10/24/2008,11/6/2008,," $ 3,500.00 ",,,,,
557,ROSES CRAB HOUSE & RAW BAR,33017,652 N MAIN STREET,KILMARNOCK,VA,22482,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,APPEAL HEARING,5/8/2008,11/7/2008,2/18/2009,, $ 500.00 ,10,,,,
700,WAL MART SUPER CENTER 4350,49314,200 OLD FAIRGROUNDS WAY,KILMARNOCK,VA,22482,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,2/11/2009,,4/2/2009,," $ 2,000.00 ",,,,,
391,GET & ZIP CONVENIENCE STORE 3,45238,6010 MARY BALLA ROAD,LIVELY,VA,22507,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,9/20/2008,,12/10/2008,," $ 2,000.00 ",,,,,
150,MEADOWS FARMS CHAMPIONSHOP GOLF COURSE,32641,4300 FLAT RUN ROAD,LOCUST GROVE,VA,22508,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,6/23/2008,,8/25/2008,," $ 2,000.00 ",,,,,
695,CVS PHARMACY #7594,73472,36115 GOODWIN DRIVE,LOCUST GROVE,VA,22508,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,2/5/2009,,4/2/2009,," $ 2,000.00 ",,,,,
709,GET & ZIP CONVENIENCE STORES,42877,2896 NORTHUMBERLAND HWY,LOTTSBURG,VA,22511,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,2/11/2009,,4/3/2009,," $ 2,000.00 ",,,,,
608,LADYSMITH SHELL,43531,8417 LADYSMITH ROAD,RUTHER GLEN,VA,22546,"DESIGNATED MANAGER NOT ON DUTY, FAILED TO KEEP RECORDS (GENERAL)",2,N,RICHMOND,APPEAL HEARING,5/21/2008,12/22/2008,3/9/2009,4, $ 500.00 ,,,,,
452,SPORTSMAN ONE STOP,34000,5743 COURTHOUSE ROAD,SPOTSYLVANIA,VA,22551,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,INITIAL HEARING,8/4/2008,12/1/2008,1/7/2009,25," $ 2,000.00 ",,,,,
674,THE MAD MOOSE,46197,2610 JEFFERSON DAVIS HWY,STAFFORD,VA,22554,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,RICHMOND,APPEAL HEARING,3/31/2008,2/18/2009,3/30/2009,,,,,Y,,REVOKED MB ONLY
26,DOUGHERTY'S TAVERN,3252,2055 JEFFERSON DAVIS HWY. STE 310,STAFFORD,VA,22554,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,5/19/2008,,7/16/2008,25," $ 2,000.00 ",,,,,
861,GARRISONVILLE EXXON,19268,280 GARRISONVILLE ROAD,STAFFORD,VA,22554,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,3/13/2009,,05/22/09,," $ 2,000.00 ",,,,,
924,DOUGHERTYS TAVERN,3252,"2055 JEFFERSON DAVIS HWY, STE 10",STAFFORD,VA,22554,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,OFFER IN COMPROMISE,3/19/2009,,06/15/09,," $ 5,000.00 ",3,,,,
300,LOWERYS SEAFOOD RESTAURANT,24005,528 CHURCH LANE,TAPPAHANNOCK,VA,22560,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,8/26/2008,,10/22/2008,25,,,,,,
562,SUNNYSIDE GROCERY,37470,136 SUNNYSIDE ROAD,TAPPAHANNOCK,VA,22560,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,12/11/2008,,2/24/2009,," $ 2,000.00 ",,,,,
613,ANGELA ITALIAN RESTAURANT,28950,5414 MUDD TAVERN ROAD,THORNBURG,VA,22565,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,INITIAL HEARING,4/7/2008,1/23/2009,3/9/2009,20," $ 1,750.00 ",,,,,
28,STOP IN FOODS STORES # 49,52099,5388 W. RICHMOND ROAD,WARSAW,VA,22572,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,5/30/2008,,7/16/2008,25," $ 2,000.00 ",,,,,
64,ANNA'S PIZZA ITALIAN REST. BAR & GRILL,11901,27 GORDON LANE,WARSAW,VA,22572,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,5/30/2008,,7/31/2008,25," $ 2,000.00 ",,,,,
492,7 ELEVEN STORE 2516 20465,24745,6546 RICHMOND ROAD,WARSAW,VA,22572,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,INITIAL HEARING,5/30/2008,12/22/2008,1/26/2009,,,,,,Y,DISMISSED
912,THE TARTAN GOLF CLUB,39459,633 SAINT ANDREW LANE,WEEMS,VA,22576,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,OFFER IN COMPROMISE,2/11/2009,,06/12/09,," $ 1,500.00 ",,,,,
165,SANDPIPER RESTAURANT ,72720,850 RAPPAHANNOCK DRIVE,WHITE STONE,VA,22578,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,OFFER IN COMPROMISE,5/30/2008,8/25/2008,8/27/2008,," $ 1,500.00 ",,,,,
206,ONE STOP FOOD MART,164,7 E GERRARD STREET,WINCHESTER,VA,22601,PURCHASED BEER OR WINE EXCEPT FOR CASH,1,N,STAUNTON,CONSENT SETTLEMENT,2/26/2008,,9/17/2008,, $ 250.00 ,,,,,
439,DUNGBEETLES GRILL AND BAR,48915,28 E PICCADILLY STREET,WINCHESTER,VA,22601,PURCHASED BEER OR WINE EXCEPT FOR CASH,1,N,STAUNTON,CONSENT SETTLEMENT,9/12/2008,,1/6/2009,, $ 250.00 ,,,,,
900,MILANOS RISTORANTE AND BAR,42636,107 W BOSCAWEN STREET,WIINCHESTER,VA,22601,"QUALIFICATION TO RETAIN M.B. LICNESE -""RESTAURANT""",1,N,STAUNTON,INITIAL HEARING,6/30/2008,4/20/2009,06/11/09,10," $ 1,000.00 ",,,,,
363,DUNGBETTLES GRILL AND BAR,48915,28 E. PICCADILLY STREET,WINCHESTER,VA,22601,QUALIFICATIONS,1,N,STAUNTON,APPEAL HEARING,2/4/2008,9/11/2008,12/3/2008,,,,,,,APPLICATION GRANTED
277,CANTINA D'ITALIA,34419,242 MILLWOOD AVENUE,WINCHESTER,VA,22601,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,8/14/2008,,10/10/2008,," $ 2,000.00 ",,,,,
694,FOOD LION 366,9672,2600 VALLEY AVENUE,WINCHESTER,VA,22601,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,2/9/2009,,4/2/2009,," $ 2,000.00 ",,,,,
711,WINCHESTER NEWS STAND,43529,30 E PICCADILLY STREET,WINCHESTER,VA,22601,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,2/9/2009,,4/3/2009,," $ 2,000.00 ",,,,,
360,LA NICOISE CAFÉ,45535,12 S. BRADDOCK STREET,WINCHESTER,VA,22601,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,INITIAL HEARING,1/9/2008,10/8/2008,12/2/2008,25," $ 2,000.00 ",,,,,
356,VIOLION RISTORANTE ITALIANO,73953,181 N. LOUDOUN STREET,WINCHESTER,VA,22601,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,INITIAL HEARING,1/9/2008,10/8/2008,11/20/2008,15," $ 1,500.00 ",,,,,
904,DUNGBEETLES GRILL AND BAR,48915,28 E PICCADILLY STREET,WINCHESTER,VA,22601,"FINANCIAL RESPONSIBILITY, FAILED TO PAY LICENSEE FEE IN CASH (INVALID CHECK)/FAILED TO PAY CASH TO THE BOARD",2,N,STAUNTON,INITIAL HEARING,11/18/2008,4/28/2009,06/12/09,,,,,Y,Y,"CH 1-DISMISSED, CH2-REVOKED"
506,RESTAURANT & TAQUERIA LOS COMPADRES,43495,222 E PICCADILLY STREET,WINCHESTER,VA,22601,"CONSUMPTION OF A.B. IN AREAS OTHER THAN IN DINING/DESIGNATED AREAS, FAILED TO COMPLY WITH ABC LAWS AND REGULATIONS, LOITERING-INTOX PERSON",3,N,STAUNTON,APPEAL HEARING,6/21/2008,10/28/2009,1/26/2009,7," $ 2,500.00 ",,,,,
880,CHINATOWN RESTAURANT,71626,1085 MILLWOOD PIKE,WINCHESTER,VA,22602,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,3/31/2009,,06/08/09,," $ 2,000.00 ",,,,,
30,"GRANNY'S, LLC",39615,2294 BERRYVILLE PARK,WINCHESTER,VA,22603,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,1/9/2008,,7/16/2008,25," $ 2,000.00 ",,,,,
878,ONE STOP FOOD STORES 5,10211,4780 NORTHWESTERN PIKE,WINCHESTER,VA,22603,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,3/31/2009,,06/08/09,," $ 2,000.00 ",,,,,
358,LEDO PIZZA & PASTA,44379,"419 GATEWAY DRIVE, SUITE 9",WINCHESTER,VA,22603,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,INITIAL HEARING,1/9/2008,10/7/2008,11/20/2008,20," $ 1,750.00 ",,,,,
372,CAROLINA'S CUISINE,30791,1181 FRONT ROYAL PIKE,WINCHESTER,VA,22603,SOLD TO UNDER AGED BUYER; ALLOWED CONSUMPTION BY UAB,2,N,STAUNTON,INITIAL HEARING,5/2/2008,10/10/2008,12/8/2008,,,,,,,WRITTEN WARNING
407,MARIOS PIZZA,39817,36 W MAIN STREET,BERRYVILLE,VA,22611,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,11/4/2008,,12/16/2008,25,,,,,,
167,CAMINO REAL ,78292,34 WEST MAIN STREET,BERRYVILLE,VA,22611,SOLD TO UNDER AGED BUYER; FAILED TO HAVE A DESIGNATED MANAGER PRESENT AND IN ACTUAL CHARGE OF BUSINESS,2,N,STAUNTON,INITIAL HEARING,1/10/2008,7/16/2008,8/29/2008,25," $ 2,750.00 ",,,,,
601,BERRYVILLELODGE 2139 LOOM,2036,1239 MOOSE ROAD,BERRYVILLE,VA,22611,"FAILED TO KEEP RECORDS (GENERAL) AND MAKE AVAILABLE FOR INSPECTION, PREVENT SPECIAL AGENTS/OTHER LAW-ENFORCEMENT OFFICER ACCESS TO PREMISES/STORAGE AREA, KEPT OR ALLOWED TO BE KEPT UNAUTHORIZED A.B.",3,N,STAUNTON,INITIAL HEARING,8/22/2008,1/21/2009,3/9/2009,7, $ 300.00 ,,,,,CHARGE 1 & 2 WRITTEN WARNING ISSUED
385,LIGHTHOUSE RESTAURANT,42035,13 EAST MAIN STREET,BERRYVILLE,VA,22611,"SOLD AB IN AN UNAUTHORIZED PLACE; CONDUCTED HAPPY HOUR CONTRARY TO REGS.; FAILED TO KEEP COMPLETE, ACCURATE RECORDS; QUALIFICATIONS; FAILED TO SUBMIT ANNUAL REPORT.",5,Y,STAUNTON,INITIAL HEARING,6/10/2008,11/4/2008,12/10/2008,,,,,Y,,REVOKED
729,SOUL MOUNTAIN RESTAURANT,44832,300 E MAIN STREET,FRONT ROYAL,VA,22630,CONVICTED OF LAW APPLICABLE TO MFG/TRANS/POSS/USE/SALE OF A.B.,1,N,STAUNTON,INITIAL HEARING,912-07,2/25/2009,4/7/2009,10," $ 1,000.00 ",,,,,
355,VICTORIA'S RESTAURANT,43835,231 CHESTER STREET,FRONT ROYAL,VA,22630,LICENSEE ALLOWED CONSUMPTION BY TWO PERSONS WHO WERE BELIEVED TO BE INTOXICATED.,1,N,STAUNTON,INITIAL HEARING,10/11/2007,10/10/2008,11/20/2008,,,,,,Y,DISMISSED
40,CASTIGLIAS,41448,328 REMOUNT ROAD,FRONT ROYAL,VA,22630,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,3/7/2008,,7/24/2008,25," $ 2,000.00 ",,,,,
837,7 ELEVEN STORE 2531 32374A,50042,2000 SHENNADOAH AVENUE,FRONT ROYAL,VA,22630,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,3/16/2009,,5/21/2009,," $ 2,000.00 ",,,,,
883,EAST COAST #4027,13294,1710 N SHENANDOAH AVENUE,FRONT ROYAL,VA,22630,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,3/16/2009,,06/08/09,," $ 2,000.00 ",,,,,
869,VILLA GIUSEPPES ITALIAN RESTAURANT,1309,865 JOHN MARSHALL HWY,FRONT ROYAL,VA,22630,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,OFFER IN COMPROMISE,3/16/2009,,05/29/09,15,,,,,,
718,LOS POTRILLOS,52186,90 RIVERTON COMMONS DRIVE #10,FRONT ROYAL,VA,22630,UNAUTHORIZED ADVERTISING,1,N,STAUNTON,INITIAL HEARING,9/25/2008,2/27/2009,4/6/2009,, $ 500.00 ,,,,,
576,COYOTE JOE'S,54222,654 W 11TH STREET,FRONT ROYAL,VA,22630,"SO SITUATED W/ RESPECT TO CHURCH, SYNAGOGUE, HOSP., SCHOOL,  PLAYGROUND OR GOVT. OPERATED FACILITY, SO SITUATED W/ RESPECT TO RESIDENCE/ AREA, SO LOCATED-VIOLATIONS-""PEACE & GOOD ORDER""",3,N,STAUNTON,INITIAL HEARING,8/22/2008,1/21/2009,2/25/2009,,,,,,,APPLICATION DENIED
67,GRADEN SUPERMARKET,43396,6836 JOHN MARSHALL HWY.,LEBANON CHURCH,VA,22641,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,3/27/2008,,7/31/2008,25," $ 2,000.00 ",,,,,
359,CARTERS FAMILY STORE,50841,7451 MAIN STREET,MIDDLETOWN,VA,22645,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,INITIAL HEARING,3/7/2008,10/10/2008,12/2/2008,15," $ 1,500.00 ",,,,,
864,RED APPLE,25694,152 FAIRFAX PIKE,STEPHEN CTY,VA,22655,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,3/31/2009,,05/22/09,," $ 2,000.00 ",,,,,
892,Z AND Z BUFFET,47626,"201 CENTRE DRIVE, STE 109",STEPHENS CITY,VA,22655,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,3/31/2009,,06/08/09,25,,,,,,
560,STRASBURG THEATER,42230,151 W KING STREET,STRASBURG,VA,22657,FINANCIAL RESPONSIBILITY,1,N,STAUNTON,APPEAL HEARING,6/26/2008,11/4/2008,2/18/2009,,,,,,,WRITTEN WARNING
203,M STREET DELI & LOUNGE,48411,131 149 NORTH MASSANUTTEN STREET,STRASBURG,VA,22657,ADVERTISED ABOUT OR CONCERNING AB CONTRARY TO THE RULES AND REGS; CONDUCTED HAPPY HOUR; QUALIFICATIONS. ,3,N,STAUNTON,INITIAL HEARING,12/27/2007,8/4/2008,9/15/2008,7," $ 1,000.00 ",,,,,
90,M STREET DELI & LOUNGE,48411,131 149 N. MASSANUTTEN STREET,STRASBURG,VA,22657,LICENSEE ADVERTISED ABOUT HAPPY HOUR CONTRARY TO RULE & REGS.; LICENSEE CONDUCTED HAPPY HOUR CONTRARY TO RULES & REGS.; QUALIFICATIONS,3,N,STAUNTON,INITIAL HEARING,12/27/2007,8/4/2008,8/14/2008,7," $ 1,000.00 ",,,,,
941,CHINA WOK,32614,479 W RESERVOIR ROAD,WOODSTOCK,VA,22664,"SOLD TO UNDER AGED BUYER, PERMITTED PERSON UNDER 18 TO SELL, SERVE OR DISPENSE A.B. ON PREMISES",2,Y,STAUNTON,INITIAL HEARING,10/30/2008,5/20/2009,06/30/09,25," $ 2,500.00 ",,,,,
174,DEE DEES FAMILY RESTAURANT,42064,502 N MAIN STREET,CULPEPER,VA,22701,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,5/9/2008,,8/29/2008,25,,,,,,
519,7 ELEVEN STORE 19049B,49879,779 MADISON ROAD,CULPEPER,VA,22701,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,12/3/2008,,2/3/2009,," $ 2,000.00 ",,,,,
795,BUFFALO WILD WINGS GRILL & BAR,48977,763 NALLES MILL ROAD,CULPEPER,VA,22701,CAUSE EXISTS-PEACE AND GOOD ORDER (2 COUNTS),2,N,STAUNTON,OFFER IN COMPROMISE,2/8/2009,,04/30/09,," $ 5,000.00 ",,,,Y,"CH 1-ALSO HAVE SEVERAL RESTRICTIONS, CH 2-DISMISSED"
335,BUFFALO WILD WINGS GRILL & BAR,48977,763 NALLES MILL ROAD,CULPEPER,VA,22701,LICENSEE DENIED SPECIAL AGENTS ACCESS TO ALL AREAS OF THE PREMISES; LICENSEE OBSTRUCTED SPECIAL AGENTS IN THE DISCHARGE OF THEIR DUTIES.,2,N,STAUNTON,OFFER IN COMPROMISE,8/14/2008,10/28/2008,11/13/2008,," $ 1,000.00 ",,,,,
89,HAZEL RIVER INN RESTAURANT,8852,195 EAST DAVIS STREET,CULPEPER,VA,22701,PEACE & GOOD ORDER; FAILED TO KEEP LICENSE POSTED; QUALIFICATIONS,3,N,STAUNTON,INITIAL HEARING,1/4/2008,7/7/2008,8/14/2008,10," $ 1,000.00 ",,,,,
