RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS),CIVIL PENALTY ($),MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER
755,MOMS CHICKEN AND THINGS,66302,145 W OLD CROSS ROAD,NEW MARKET,VA,22844,UNDER AGED BUYER; FAILED TO HAVE DESIGNATED MANAGER PRESENT AND IN ACTUAL CHARGE OF LICENSED BUSINESS,2,N,STAUNTON,OFFER IN COMPROMISE,4/15/2011,,06/17/11,15,,,,,,
613,KROGER #334,78004,1980 RIO HILL CENTER,CHARLOTTESVILLE,VA,22901,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,3/2/2011,,04/05/11,," $ 2,000.00 ",,,,,
30,QUICK PIK CONV STORE,17314,2102 ANGUS RD,CHARLOTTESVILLE,VA,22901,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,6/14/2010,,07/21/10,," $ 2,000.00 ",,,,,
32,APPLEBEES NEIGHBORHOOD GRILL & BAR,50399,571 BRANCHLANDS BLVD,CHARLOTTESVILLE,VA,22901,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,4/30/2010,,07/21/10,," $ 2,000.00 ",,,,,
452,7 ELEVEN STORE 2531-24546D,14178,2010 HYDRAULIC ROAD,CHARLOTTESVILLE,VA,22901,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,12/15/2010,,01/21/11,," $ 2,000.00 ",,,,,
16,CVILLE MARKET & CAVALIER PRODUCE,35981,"221 CARLTON RD, STE 10",CHARLOTTESVILLE,VA,22902,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,6/15/2010,,7/15/2010,," $ 2,000.00 ",,,,,
280,VINTAGE MARKET,41507,3103 SCOTTSVILLE ROAD,CHARLOTTESVILLE,VA,22902,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,10/8/2010,,11/15/10,," $ 2,000.00 ",,,,,
375,ASIA SPECIALTY,55855,"609 E MARKET ST, STE 101",CHARLOTTESVILLE,VA,22902,UNDER AGED BUYER,1,N,STAUNTON,INITIAL HEARING,6/15/2010,11/8/2010,12/21/10,25," $ 2,000.00 ",,,,,
223,OAK HILL MARKET & DELI,23916,675 COUNTRY GREEN ROAD,CHARLOTTESVILLE,VA,22902,UNDER AGED BUYER,1,N,STAUNTON,OFFER IN COMPROMISE,5/21/2010,,10/08/10,," $ 5,000.00 ",,,,,
703,SUBWAY SANDWICH & SALADS,26480,111 MAURY AVENUE,CHARLOTTESVILLE,VA,22903,UNDER AGED BUYER,1,Y,STAUNTON,OFFER IN COMPROMISE,1/28/2011,,05/31/11,0," $ 5,000.00 ",2,,,,
108,THE CONTINENTAL DIVIDE,60602,811 W MAIN ST,CHARLOTTESVILLE,VA,22903,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,6/15/2010,,08/17/10,," $ 2,000.00 ",,,,,
304,KROGER #359,78007,1159 EMMET STREET N,CHARLOTTESVILLE,VA,22903,UNDER AGED BUYER,1,Y,STAUNTON,CONSENT SETTLEMENT,1029/2010,,11/23/10,," $ 2,000.00 ",,,,,
312,PRESTON AVENUE SHELL,8881,601 PRESTON AVENUE,CHARLOTTESVILLE,VA,22903,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,10/29/2010,,11/19/10,," $ 2,000.00 ",,,,,
320,BAJA BEAN COMPANY RESTAURANTE Y CANTINA,55644,1327 W. MAIN STREET,CHARLOTTESVILLE,VA,22903,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,10/30/2010,,11/30/10,," $ 2,000.00 ",,,,,
345,ORZO KITCHEN & WINE BAR,45032,"416 WEST MAIN ST, SUITE B",CHARLOTTESVILLE,VA,22903,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,10/30/2010,,12/10/10,," $ 2,000.00 ",,,,,
385,UNIVERSITY BP BLIMPIE,48636,2404 FONTAINE AVE.,CHARLOTTESVILLE,VA,22903,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,12/3/2010,,12/29/10,," $ 2,000.00 ",,,,,
453,7 ELEVEN STORE 16764F,65050,2025A IVY ROAD,CHARLOTTESVILLE,VA,22903,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,12/3/2010,,01/21/11,," $ 2,000.00 ",,,,,
381,ITALIAN VILLA,39815,129 EMMET ST,CHARLOTTESVILLE,VA,22903,UNDER AGED BUYER,1,N,STAUNTON,INITIAL HEARING,6/14/2010,11/19/2010,12/22/10,30," $ 3,000.00 ",10,,,,
419,ANDERSON CARRIAGE FOOD HOUSE LLC,38565,2046 BARRACKS ROAD,CHARLOTTESVILLE,VA,22903,UNDER AGED BUYER,1,N,STAUNTON,OFFER IN COMPROMISE,12/3/2011,,01/13/11,, $ 500.00 ,5,,,,
625,T G I FRIDAYS,39371,109 COMMUNITY STREET,CHARLOTTESVILLE,VA,22911,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,3/2/2011,,04/15/11,," $ 2,000.00 ",,,,,
189,SWANNANOA COUNTRY CLUB,5262,4506 HOWARDSVILLE TNPK,AFTON,VA,22920,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,9/2/2010,,09/23/10,," $ 2,000.00 ",,,,,
774,CROZET PIZZA,32269,2959 THREE NOTCHED ROAD,CROZET,VA,22932,UNDER AGED BUYER,1,N,STAUNTON,OFFER IN COMPROMISE,4/20/2011,,06/28/11,," $ 1,500.00 ",,,,,ALL MGRS TO TAKE MART TRAINING
340,"D AND W, LLC",46098,6098 ROCKFISH GAP TURNPIKE,CROZET,VA,22932,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,10/30/2010,,12/02/10,," $ 2,000.00 ",,,,,
167,OLD TRAIL GOLF CLUB,39072,5496 GOLF DR,CROZET,VA,22932,UNDER AGED BUYER,1,N,STAUNTON,INITIAL HEARING,4/30/2010,8/3/2010,09/08/10,25," $ 2,000.00 ",,,,,
581,DA LUCA LLC,61092,"1015 HEATHERCROFT CIR, STE 400",CROZET,VA,22932,UNDER AGED BUYER,1,N,STAUNTON,INITIAL HEARING,10/30/2010,2/15/2011,03/21/11,20," $ 1,500.00 ",,,,,
220,LOVINGSTON IGA,55159,37 TANBARK PLZ,LOVINGSTON,VA,22949,UNDER AGED BUYER,1,N,LYNCHBURG,OFFER IN COMPROMISE,6/17/2010,,10/08/10,15,,,,,,
154,GRAVES GROCERY,52531,1779 ROCKFISH VALLEY HWY,NELLYSFORD,VA,22958,UNDER AGED BUYER,1,N,LYNCHBURG,CONSENT SETTLEMENT,6/17/2010,,08/30/10,," $ 2,000.00 ",,,,,
724,FOOD LION 1402,9861,10573 JAMES MADISON HWY,ORANGE,VA,22960,UNDER AGED BUYER,1,Y,STAUNTON,OFFER IN COMPROMISE,4/15/2011,,06/07/11,," $ 5,000.00 ",,,,,MANAGER TO TAKE RSVP TRAINING
238,MARIOS PIZZARIA,38462,153 E. MAIN STREET,ORANGE,VA,22960,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,10/8/2010,,11/08/10,25,,,,,,
275,MARIOS PIZZARIA,38462,153 E MAIN ST,ORANGE,VA,22960,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,10/8/2010,,11/08/10,25,,,,,,
335,STANDARDSVILLE DAIRY QUEEN & AMOCO,30148,8257 SPOTSWOOD TRAIL,STANDARDSVILLE,VA,22973,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,10/29/2010,,12/02/10,," $ 2,000.00 ",,,,,
206,RUBY TUESDAY,32284,1941 ROSSER AVE,WAYNESBORO,VA,22980,UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,9/2/2010,,09/30/10,," $ 2,000.00 ",,,,,
496,ACHILLES SHOPPING CENTER,45740,9361 GUINEA ROAD,ACHILLES,VA,23001,UNDER AGED BUYER,1,Y,HAMPTON,CONSENT SETTLEMENT,12/21/2010,,02/10/11,," $ 2,000.00 ",,,,,
137,360 TRUCK STOP,75857,11201 PATRICK HENRY HWY,AMELIA COURTHOUSE,VA,23002,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,7/7/2010,,08/18/10,," $ 2,000.00 ",,,,,
597,SHEETZ #286,11120,10036 SLIDING HILL RD,ASHLAND,VA,23005,UNDER AGED BUYER,1,N,RICHMOND,INITIAL HEARING,8/9/2010,2/23/2011,03/29/11,,,,,,Y,
129,B & L COUNTRY MARKET,32632,1205 FREDERICKS HALL RD,BUMPASS,VA,23024,UNDER AGED BUYER,1,N,RICHMOND,INITIAL HEARING,4/20/2010,7/16/2010,08/19/10,15," $ 1,500.00 ",,,,,
262,VITOS ITALIAN RESTAURANT,45096,1631 ANDERSON HWY,CUMBERLAND,VA,23040,UNDER AGED BUYER,1,N,LYNCHBURG,OFFER IN COMPROMISE,9/18/2010,,10/29/10,," $ 1,500.00 ",,,,,
663,GOLDEN DELI & MART,65500,16434 WASHINGTON HIGHWAY,DOSWELL,VA,23047,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,4/6/2011,,05/06/11,," $ 2,000.00 ",,,,,
590,DOSWELL EXPRESS,40752,16414 WASHINGTON HWY,DOSWELL,VA,23047,UNDER AGED BUYER,1,N,RICHMOND,INITIAL HEARING,8/11/2010,2/22/2011,03/29/11,30," $ 3,000.00 ",10,,,,
350,7 ELEVEN STORE 2515 16074H,10391,10305 WASHINGTON HWY,GLEN ALLEN,VA,23059,UNDER AGED BUYER,1,N,RICHMOND,INITIAL HEARING,8/11/2010,11/3/2010,12/07/10,25," $ 2,000.00 ",,,,,
171,THE CURRY HOUSE WEST,64877,"4032 COX RD, STE B",GLEN ALLEN,VA,23060,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,7/28/2010,,09/09/10,," $ 2,000.00 ",,,,,
300,MAMA CUCINA,76843,"4028 COS RD., SUTIE - O",GLEN ALLEN,VA,23060,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,10/26/2010,,11/22/10,," $ 2,000.00 ",,,,,
260,FAS MART 27,26087,7559 COLD HARBOR ROAD,MECHANICSVILLE,VA,23111,UNDER AGED BUYER,1,Y,RICHMOND,OFFER IN COMPROMISE,8/9/2010,,10/29/10,," $ 5,000.00 ",,,,,MGR TO ATTEND MART TRAINING
611,THE BOATHOUSE AT SUNDAY PARK,47223,4602 MILLRIDGE PKWY,MIDLOTHIAN,VA,23112,UNDER AGED BUYER,1,N,RICHMOND,INITIAL HEARING,10/21/2010,2/28/2011,4/1/2011,20," $ 1,750.00 ",,,,,
31,BP #1,38965,13623 GENITO RD,MIDLOTHIAN,VA,23112,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,4/29/2010,,07/21/10,," $ 2,000.00 ",,,,,
314,BRANDERMILL SHELL,13634,13625 GENITO ROAD,MIDLOTHIAN,VA,23112,UNDER AGED BUYER,1,Y,RICHMOND,CONSENT SETTLEMENT,9/1/2010,,11/19/10,," $ 2,000.00 ",,,,,
596,BP #1,38965,13623 GENITO RD,MIDLOTHIAN,VA,23112,UNDER AGED BUYER,1,N,RICHMOND,INITIAL HEARING,11/29/2010,2/23/2011,03/29/11,30," $ 3,000.00 ",10,,,,
403,THE DESSERTERIE,50879,6161 HARBOURSIDE CENTER LOOP,MIDLOTHIAN,VA,23112,UNDER AGED BUYER,1,N,RICHMOND,OFFER IN COMPROMISE,10/21/2010,,01/10/11,, $ 500.00 ,5,,,,
553,CANDELAS PIZZERIA & RISTORANTE ITALIAN,5939,14235 MIDLOTHIAN TURNPIKE,MIDLOTHIAN,VA,23113,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,1/27/2011,,03/02/11,," $ 2,000.00 ",,,,,
556,ASIA DELIGHT,63043,13555 MIDLOTHIAN TURNPIKE,MIDLOTHIAN,VA,23113,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,1/27/2011,,02/25/11,25,,,,,,
401,CADDYS INC.,9118,13312 MIDLOTHIAN TPK,MIDLOTHIAN,VA,23113,UNDER AGED BUYER,1,N,RICHMOND,OFFER IN COMPROMISE,10/26/2010,,01/10/11,," $ 1,500.00 ",,,,,
514,NORTH STAR MARKET,51553,13852 JOHN CLAYTON MEMORIAL HWY.,NORTH,VA,23128,UNDER AGED BUYER,1,N,HAMPTON,CONSENT SETTLEMENT,12/21/2010,,02/15/11,," $ 2,000.00 ",,,,,
698,R & M BIRITE,61460,6345 OLD BUCKINGHAM ROAD,POWHATAN,VA,23139,UNDER AGED BUYER,1,N,RICHMOND,OFFER IN COMPROMISE,3/7/2011,,05/27/11,," $ 1,500.00 ",,,,,
276,LOCKLIES MARINA,58722,784 LOCKLIES CREEK RD,TOPPING,VA,23169,UNDER AGED BUYER,1,N,HAMPTON,CONSENT SETTLEMENT,10/1/2010,,11/08/10,25,,,,,,
705,7 ELEVEN STORE 2516 34066 H,50316,5166 GEORGE WASHINGTON MEM HWY,WHITE MARSH,VA,23183,UNDER AGED BUYER,1,Y,HAMPTON,OFFER IN COMPROMISE,3/8/2011,,05/31/11,," $ 5,000.00 ",20,,,,
302,PIZZERIA UNO CHICAGO BAR & GRILL,32096,205 BYPASS ROAD,WILLIAMSBURG,VA,23185,UNDER AGED BUYER,1,N,HAMPTON,CONSENT SETTLEMENT,10/15/2010,,11/22/10,," $ 2,000.00 ",,,,,
301,FRANCESCOS RESTORANTE ITALIANO,50359,"6524 RICHMOND ROAD, UNIT D",WILLIAMSBURG,VA,23188,UNDER AGED BUYER,1,N,HAMPTON,CONSENT SETTLEMENT,10/15/2010,,11/22/10,," $ 2,000.00 ",,,,,
303,WILLIAMSBURG NATIONAL GOLF CLUB,9343,3700 CENTERVILLE RD.,WILLIAMSBURG,VA,23188,UNDER AGED BUYER,1,N,HAMPTON,CONSENT SETTLEMENT,10/15/2010,,11/22/10,," $ 2,000.00 ",,,,,
357,WILLIAMSBURG GAS & FOOD MART,54499,"4854 LONGHILL ROAD, STE 19",WILLIAMSBURG,VA,23188,UNDER AGED BUYER,1,N,HAMPTON,OFFER IN COMPROMISE,10/15/2010,,12/10/10,," $ 1,500.00 ",,,,,
57,GOODWAY,15810,16489 BEVER DAM ROAD,MONTPELIER,VA,23192,UNDER AGED BUYER,1,N,RICHMOND,APPEAL HEARING,7/23/2009,5/14/2010,7/29/2010,," $ 1,000.00 ",,,,,RSVP TRAINING FOR GLORIA J. SADING WITHIN 6 MOS. OF BD. ORDER
735,LULUS RESTAURANT,49686,21 N 17TH STREET,RICHMOND,VA,23219,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,3/21/2011,,06/14/11,," $ 2,000.00 ",,,,,
103,HILTON GARDEN INN RICHMOND DOWNTOWN,56598,501 E BROAD ST,RICHMOND,VA,23219,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,6/15/2010,,08/12/10,," $ 2,000.00 ",,,,,
131,BUFFALO WILD WINGS BAR & GRILL,28029,1501 E CARY ST,RICHMOND,VA,23219,UNDER AGED BUYER,1,N,RICHMOND,INITIAL HEARING,3/3/2010,7/16/2010,08/19/10,25," $ 2,000.00 ",,,,,
218,MID TOWN CITGO,51224,1642 W. BROAD STREET,RICHMOND,VA,23220,UNDER AGED BUYER,1,N,RICHMOND,OFFER IN COMPROMISE,3/10/2010,,10/08/10,," $ 2,000.00 ",,,,,
326,CALIENTE,26594,2922 PARK AVE,RICHMOND,VA,23221,UNDER AGED BUYER,1,N,RICHMOND,INITIAL HEARING,6/8/2010,10/21/2010,12/01/10,25," $ 2,000.00 ",,,,,
146,MOSHI MOSHI,48822,3321 W CARY STREET,RICHMOND,VA,23221,UNDER AGED BUYER,1,N,RICHMOND,OFFER IN COMPROMISE,6/8/2010,,08/25/10,," $ 1,000.00 ",7,,,,"SUSPENSION TO START ON Nov. 22, 2010"
466,7 ELEVEN STORE 25644 A,64406,2308 CHAMBERLYNE,RICHMOND,VA,23222,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,12/3/2010,,01/26/11,," $ 2,000.00 ",,,,,
478,EXXON FOOD MART,67211,2607 CHAMBERLAYNE AVE.,RICHMOND,VA,23222,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,12/3/2010,,02/01/11,," $ 2,000.00 ",,,,,
479,BP FOOD MART,60787,2931 CHAMBERLAYNE AVE.,RICHMOND,VA,23222,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,12/3/2010,,02/02/11,," $ 2,000.00 ",,,,,
284,ALLEY KATZ,71368,10 WALNUT ALLEY,RICHMOND,VA,23223,UNDER AGED BUYER; CONSUMPTION OF ABS BY PERSON LESS THAN 21,2,N,RICHMOND,APPEAL HEARING,7/11/2001,2/11/2010,11/18/10,,,,,,Y,WRITTEN WARNING
730,LA BAMBA RESTAURANT,44689,3111 BROAD ROCK BOULEVARD,RICHMOND,VA,23224,UNDER AGED BUYER,1,Y,RICHMOND,CONSENT SETTLEMENT,4/13/2011,,06/08/11,," $ 2,000.00 ",,,,,
498,TURNER ROAD MILLER MART,39626,2910 TURNER ROAD,RICHMOND,VA,23224,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,11/30/2010,,02/10/11,," $ 2,000.00 ",,,,,
407,CROAKERS SPOT,63454,1020 HULL STREET,RICHMOND,VA,23224,UNDER AGED BUYER,1,N,RICHMOND,OFFER IN COMPROMISE,11/3/2010,,01/10/11,," $ 1,500.00 ",,,,,
664,7 ELEVEN STORE 1086-B,66293,321 LIBBIE AVE.,RICHMOND,VA,23226,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,4/5/2011,,05/06/11,," $ 2,000.00 ",,,,,
26,WESTWOOD PHARMACY,77722,5823 PATTERSON AVE,RICHMOND,VA,23226,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,6/16/2010,,07/21/10,," $ 2,000.00 ",,,,,
27,GROVE & LIBBIE,29573,5711 GROVE AVE,RICHMOND,VA,23226,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,6/8/2010,,07/21/10,," $ 2,000.00 ",,,,,
450,GETTY MART,23226,7000 THREE CHOPT ROAD,RICHMOND,VA,23226,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,12/3/2010,,01/21/11,," $ 2,000.00 ",,,,,
13,PHO 79,26199,6909 STAPLES MILL RD,RICHMOND,VA,23228,UNDER AGED BUYER,1,Y,RICHMOND,INITIAL HEARING,2/2/2010,6/7/2010,7/13/2010,25," $ 2,000.00 ",,,,,
628,BP AIRPORT,66214,5101 S LABURNUM AVE.,RICHMOND,VA,23231,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,3/3/2011,,04/15/11,25,,,,,,
650,IRON BRIDGE TEXACO,31831,6437 IRON BRIDGE ROAD,RICHMOND,VA,23234,UNDER AGED BUYER,1,Y,RICHMOND,CONSENT SETTLEMENT,12/30/2010,,05/03/11,," $ 2,000.00 ",,,,,
704,7 ELEVEN STORE 2515 16222 H,11386,5549 BELMONT ROAD,RICHMOND,VA,23234,UNDER AGED BUYER,1,Y,RICHMOND,OFFER IN COMPROMISE,11/30/2010,,05/31/11,," $ 5,000.00 ",,,,,
19,WAWA FOOD MARKETS #673,12436,6001 IRONBRIDGE RD,RICHMOND,VA,23234,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,5/5/2010,,7/6/2010,," $ 2,000.00 ",,,,,
589,COME AND GO FOOD MARKET,63712,2413 JEFFERSON DAVID HWY,RICHMOND,VA,23234,UNDER AGED BUYER,1,N,RICHMOND,INITIAL HEARING,10/27/2010,2/22/2011,03/29/11,25," $ 2,000.00 ",,,,,
160,7 ELEVEN STORE 2515 15891 H,8606,320 N ARCH RD,RICHMOND,VA,23236,UNDER AGED BUYER,1,Y,RICHMOND,CONSENT SETTLEMENT,5/5/2010,,08/30/10,," $ 2,000.00 ",,,,,
778,MEXICO LINDO MINI MARKET INC,45635,7411 JEFFERSON DAVIS HIGHWAY,RICHMOND,VA,23237,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,4/19/2011,,06/28/11,25,,,,,,
652,TRAVEL MART,9989,2311 WILLIS RD,RICHMOND,VA,23237,UNDER AGED BUYER,1,N,RICHMOND,INITIAL HEARING,12/29/2010,3/23/2011,05/04/11,30," $ 3,000.00 ",10,,,,
22,NUEVO AMANCER LATIO MARKET,32079,6515 JEFFERSON DAVIS HWY,RICHMOND,VA,23237,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,5/19/2010,,7/15/2010,," $ 2,000.00 ",,,,,
277,TIENDA LA MIGUELENA,29575,6701 JEFFERSON DAVIS HWY,RICHMOND,VA,23237,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,9/2/2010,,11/08/10,25,,,,,,
310,RITE AID PHARMACY #1630,40969,4205 BEULAH ROAD,RICHMOND,VA,23237,UNDER AGED BUYER,1,Y,RICHMOND,CONSENT SETTLEMENT,8/31/2010,,11/12/10,," $ 2,000.00 ",,,,,
474,NUEVO AMANCER LATINO MARKET,32079,6515 JEFFERSON DAVIS HWY,RICHMOND,VA,23237,UNDER AGED BUYER,1,Y,RICHMOND,INITIAL HEARING,7/20/2010,12/22/2010,01/28/11,30," $ 3,000.00 ",10,,,,
402,SPENCERS,75464,4000 KINGSLAND ROAD,RICHMOND,VA,23237,UNDER AGED BUYER,1,Y,RICHMOND,OFFER IN COMPROMISE,7/20/2010,,01/10/11,," $ 3,000.00 ",3,,,,
779,7 ELEVEN STORE 34015-A,66288,9500 W BROAD STREET,RICHMOND,VA,23294,UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,5/10/2011,,06/29/11,," $ 2,000.00 ",,,,,
579,RED LOBSTER RESTAURANT #251,23165,8009 W BROAD ST,RICHMOND,VA,23294,UNDER AGED BUYER,1,Y,RICHMOND,CONSENT SETTLEMENT,2/7/2011,,03/21/11,," $ 2,000.00 ",,,,,
606,SAKURA JAPANESE RESTAURANT,19224,9008 W. BROAD STREET,RICHMOND,VA,23294,UNDER AGED BUYER,1,Y,RICHMOND,OFFER IN COMPROMISE,2/7/2011,,03/31/11,," $ 3,300.00 ",,,,,OWNER TO TAKE MART
190,RACEWAY FOOD MART,39285,13028 CARROLLTON BLVD,CARROLLTON,VA,23314,UNDER AGED BUYER,1,N,HAMPTON,CONSENT SETTLEMENT,8/19/2010,,09/23/10,," $ 2,000.00 ",,,,,
362,HILTON GARDEN INN CHESAPEAKE GRN,28408,1565 CROSSWAYS BLVD.,CHESAPEAKE,VA,23320,UNDER AGED BUYER,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/3/2010,,12/20/10,," $ 2,000.00 ",,,,,
394,WOOD CHICKS BBQ,51885,1025 BATTLEFIELD BLVD. N.,CHESAPEAKE,VA,23320,UNDER AGED BUYER,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/3/2010,,12/29/10,,,25,,,,
583,PASSION RESTAURANT,50328,"1036 VOLVO PKWY, STE 3",CHESAPEAKE,VA,23320,UNDER AGED BUYER,1,N,CHESAPEAKE,INITIAL HEARING,11/3/2010,2/16/2011,03/22/11,25," $ 2,000.00 ",,,,,
196,WARRIORS MONGOLIAN GRILL,23194,"1437 SAMS DRIVE, STE 113",CHESAPEAKE,VA,23320,UNDER AGED BUYER,1,N,CHESAPEAKE,OFFER IN COMPROMISE,4/5/2010,,09/13/10,10,,,,,,
418,CARNEYS IRISH PUB SPORTS BAR & GRILL,27206,2138 S MILITARY HWY,CHESAPEAKE,VA,23320,UNDER AGED BUYER,1,N,CHESAPEAKE,OFFER IN COMPROMISE,10/28/2010,,01/13/11,," $ 1,000.00 ",,,,,
97,LITTLE EARLES SUPERMARKET,46938,2632 BATTLEFIELD BLVD. S.,CHESAPEAKE,VA,23322,UNDER AGED BUYER,1,Y,CHESAPEAKE,APPEAL HEARING,2/19/2010,                    6/21/2010,8/11/2010,60," $ 5,000.00 ",15,,,,
400,CEDAR ROAD AMOCO,8458,1260 CEDAR ROAD,CHESAPEAKE,VA,23322,UNDER AGED BUYER,1,N,CHESAPEAKE,OFFER IN COMPROMISE,9/3/2010,12/1/2010,01/10/11,," $ 1,500.00 ",,,,,
739,LILLIANS,24174,1312 GEORGE WASHINGTON HWY. N,CHESAPEAKE,VA,23323,UNDER AGED BUYER,1,Y,CHESAPEAKE,CONSENT SETTLEMENT,5/11/2011,,06/14/11,," $ 2,000.00 ",,,,,
132,JOKERS BAR & GRILLE,7391,2917 S MILITARY HWY,CHESAPEAKE,VA,23323,UNDER AGED BUYER,1,N,CHESAPEAKE,INITIAL HEARING,3/12/2010,7/15/2010,08/19/10,15," $ 1,500.00 ",,,,,
388,RACE COAST 3,52608,1100 PORTLOCK ROAD,CHESAPEAKE,VA,23324,UNDER AGED BUYER,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/10/2010,,12/29/10,," $ 2,000.00 ",,,,,
219,FOOD LION 1591,9918,2544 BAINBRIDGE BLVD,CHESAPEAKE,VA,23324,UNDER AGED BUYER,1,Y,CHESAPEAKE,OFFER IN COMPROMISE,6/14/2010,,10/08/10,," $ 5,000.00 ",,,,,
120,IRWINS PHARMACY,37599,4300 INDIAN RIVER ROAD,CHESAPEAKE,VA,23325,UNDER AGED BUYER,1,N,CHESAPEAKE,OFFER IN COMPROMISE,6/22/2010,,08/18/10,15,,,,,,
439,RUSHMERE STATION FOOD MART,61309,4761 OLD STAGE HIGHWAY,SMITHFIELD,VA,23430,UNDER AGED BUYER,1,N,HAMPTON,CONSENT SETTLEMENT,11/24/2010,,01/18/11,," $ 2,000.00 ",,,,,
83,SAPPORO JAPANESE STEAK HOUSE,44991,729 N MAIN ST,SUFFOLK,VA,23434,UNDER AGED BUYER; FAILED TO KEEP DESIGNATED MANAGERS NAME POSTED; FAILED TO HAVE DESIGNATED MANAGER ON DUTY,3,N,HAMPTON,INITIAL HEARING,1/28/2010,6/30/2010,08/03/10,20," $ 2,250.00 ",,,,Y,1 CHARGE DISMISSED
227,RIVERFRONT GOLF CLUB,49298,5200 RIVER CLUB DR,SUFFOLK,VA,23435,UNDER AGED BUYER,1,N,HAMPTON,INITIAL HEARING,3/19/2010,9/2/2010,10/08/10,15," $ 1,500.00 ",,,,,
124,BENNETTS CREEK SHELL,53576,3701 BRIDGE ROAD,SUFFOLK,VA,23435,UNDER AGED BUYER,1,N,HAMPTON,OFFER IN COMPROMISE,3/19/2010,,08/18/10,," $ 1,500.00 ",,,,,
77,CASA BLANCA AUTHENTIC MEXICAN CUISINE,28305,5860 HARBOR VIEW BLVD,SUFFOK,VA,23435,UNDER AGED BUYER; FAILED TO KEEP DESIGNATED MANAGERS NAME POSTED; FAILED TO HAVE DESIGNATED MANAGER ON DUTY,3,Y,HAMPTON,INITIAL HEARING,1/28/2010,6/30/2010,08/03/10,25," $ 2,300.00 ",,,,Y,1 CHARGE DISMISSED
62,PIER 23,58930,2224 ATLANTIC AVE,VIRGINIA BEACH,VA,23451,UNDER AGED BUYER,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/11/2010,,07/30/10,," $ 2,000.00 ",,,,,
