 RECORD CONTROL NUMBER ,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS),CIVIL PENALTY ($),MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER
861,GARRISONVILLE EXXON,19268,280 GARRISONVILLE ROAD,STAFFORD,VA,22554,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,3/13/2009,,05/22/09,," $ 2,000.00 ",,,,,
924,DOUGHERTYS TAVERN,3252,"2055 JEFFERSON DAVIS HWY, STE 10",STAFFORD,VA,22554,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,OFFER IN COMPROMISE,3/19/2009,,06/15/09,," $ 5,000.00 ",3,,,,
300,LOWERYS SEAFOOD RESTAURANT,24005,528 CHURCH LANE,TAPPAHANNOCK,VA,22560,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,8/26/2008,,10/22/2008,25,,,,,,
562,SUNNYSIDE GROCERY,37470,136 SUNNYSIDE ROAD,TAPPAHANNOCK,VA,22560,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,12/11/2008,,2/24/2009,," $ 2,000.00 ",,,,,
613,ANGELA ITALIAN RESTAURANT,28950,5414 MUDD TAVERN ROAD,THORNBURG,VA,22565,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,INITIAL HEARING,4/7/2008,1/23/2009,3/9/2009,20," $ 1,750.00 ",,,,,
28,STOP IN FOODS STORES # 49,52099,5388 W. RICHMOND ROAD,WARSAW,VA,22572,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,5/30/2008,,7/16/2008,25," $ 2,000.00 ",,,,,
64,ANNA'S PIZZA ITALIAN REST. BAR & GRILL,11901,27 GORDON LANE,WARSAW,VA,22572,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,5/30/2008,,7/31/2008,25," $ 2,000.00 ",,,,,
492,7 ELEVEN STORE 2516 20465,24745,6546 RICHMOND ROAD,WARSAW,VA,22572,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,INITIAL HEARING,5/30/2008,12/22/2008,1/26/2009,,,,,,Y,DISMISSED
912,THE TARTAN GOLF CLUB,39459,633 SAINT ANDREW LANE,WEEMS,VA,22576,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,OFFER IN COMPROMISE,2/11/2009,,06/12/09,," $ 1,500.00 ",,,,,
165,SANDPIPER RESTAURANT ,72720,850 RAPPAHANNOCK DRIVE,WHITE STONE,VA,22578,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,OFFER IN COMPROMISE,5/30/2008,8/25/2008,8/27/2008,," $ 1,500.00 ",,,,,
277,CANTINA D'ITALIA,34419,242 MILLWOOD AVENUE,WINCHESTER,VA,22601,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,8/14/2008,,10/10/2008,," $ 2,000.00 ",,,,,
694,FOOD LION 366,9672,2600 VALLEY AVENUE,WINCHESTER,VA,22601,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,2/9/2009,,4/2/2009,," $ 2,000.00 ",,,,,
711,WINCHESTER NEWS STAND,43529,30 E PICCADILLY STREET,WINCHESTER,VA,22601,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,2/9/2009,,4/3/2009,," $ 2,000.00 ",,,,,
360,LA NICOISE CAFÉ,45535,12 S. BRADDOCK STREET,WINCHESTER,VA,22601,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,INITIAL HEARING,1/9/2008,10/8/2008,12/2/2008,25," $ 2,000.00 ",,,,,
356,VIOLION RISTORANTE ITALIANO,73953,181 N. LOUDOUN STREET,WINCHESTER,VA,22601,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,INITIAL HEARING,1/9/2008,10/8/2008,11/20/2008,15," $ 1,500.00 ",,,,,
880,CHINATOWN RESTAURANT,71626,1085 MILLWOOD PIKE,WINCHESTER,VA,22602,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,3/31/2009,,06/08/09,," $ 2,000.00 ",,,,,
30,"GRANNY'S, LLC",39615,2294 BERRYVILLE PARK,WINCHESTER,VA,22603,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,1/9/2008,,7/16/2008,25," $ 2,000.00 ",,,,,
878,ONE STOP FOOD STORES 5,10211,4780 NORTHWESTERN PIKE,WINCHESTER,VA,22603,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,3/31/2009,,06/08/09,," $ 2,000.00 ",,,,,
358,LEDO PIZZA & PASTA,44379,"419 GATEWAY DRIVE, SUITE 9",WINCHESTER,VA,22603,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,INITIAL HEARING,1/9/2008,10/7/2008,11/20/2008,20," $ 1,750.00 ",,,,,
372,CAROLINA'S CUISINE,30791,1181 FRONT ROYAL PIKE,WINCHESTER,VA,22603,SOLD TO UNDER AGED BUYER; ALLOWED CONSUMPTION BY UAB,2,N,STAUNTON,INITIAL HEARING,5/2/2008,10/10/2008,12/8/2008,,,,,,,WRITTEN WARNING
407,MARIOS PIZZA,39817,36 W MAIN STREET,BERRYVILLE,VA,22611,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,11/4/2008,,12/16/2008,25,,,,,,
167,CAMINO REAL ,78292,34 WEST MAIN STREET,BERRYVILLE,VA,22611,SOLD TO UNDER AGED BUYER; FAILED TO HAVE A DESIGNATED MANAGER PRESENT AND IN ACTUAL CHARGE OF BUSINESS,2,N,STAUNTON,INITIAL HEARING,1/10/2008,7/16/2008,8/29/2008,25," $ 2,750.00 ",,,,,
40,CASTIGLIAS,41448,328 REMOUNT ROAD,FRONT ROYAL,VA,22630,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,3/7/2008,,7/24/2008,25," $ 2,000.00 ",,,,,
837,7 ELEVEN STORE 2531 32374A,50042,2000 SHENNADOAH AVENUE,FRONT ROYAL,VA,22630,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,3/16/2009,,5/21/2009,," $ 2,000.00 ",,,,,
883,EAST COAST #4027,13294,1710 N SHENANDOAH AVENUE,FRONT ROYAL,VA,22630,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,3/16/2009,,06/08/09,," $ 2,000.00 ",,,,,
869,VILLA GIUSEPPES ITALIAN RESTAURANT,1309,865 JOHN MARSHALL HWY,FRONT ROYAL,VA,22630,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,OFFER IN COMPROMISE,3/16/2009,,05/29/09,15,,,,,,
67,GRADEN SUPERMARKET,43396,6836 JOHN MARSHALL HWY.,LEBANON CHURCH,VA,22641,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,3/27/2008,,7/31/2008,25," $ 2,000.00 ",,,,,
359,CARTERS FAMILY STORE,50841,7451 MAIN STREET,MIDDLETOWN,VA,22645,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,INITIAL HEARING,3/7/2008,10/10/2008,12/2/2008,15," $ 1,500.00 ",,,,,
864,RED APPLE,25694,152 FAIRFAX PIKE,STEPHEN CTY,VA,22655,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,3/31/2009,,05/22/09,," $ 2,000.00 ",,,,,
892,Z AND Z BUFFET,47626,"201 CENTRE DRIVE, STE 109",STEPHENS CITY,VA,22655,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,3/31/2009,,06/08/09,25,,,,,,
941,CHINA WOK,32614,479 W RESERVOIR ROAD,WOODSTOCK,VA,22664,"SOLD TO UNDER AGED BUYER, PERMITTED PERSON UNDER 18 TO SELL, SERVE OR DISPENSE A.B. ON PREMISES",2,Y,STAUNTON,INITIAL HEARING,10/30/2008,5/20/2009,06/30/09,25," $ 2,500.00 ",,,,,
174,DEE DEES FAMILY RESTAURANT,42064,502 N MAIN STREET,CULPEPER,VA,22701,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,5/9/2008,,8/29/2008,25,,,,,,
519,7 ELEVEN STORE 19049B,49879,779 MADISON ROAD,CULPEPER,VA,22701,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,12/3/2008,,2/3/2009,," $ 2,000.00 ",,,,,
409,BAILEYS STORE,19229,14624 CARRICO MILLS ROAD,BRANDY STATION,VA,22714,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,10/3/2008,,12/16/2008,," $ 2,000.00 ",,,,,
274,THE INN AT LITTLE WASHINGTON GIFT SHOPS,34793,438 MAIN STREET,WASHINGTON,VA,22747,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,8/14/2008,,10/10/2008,," $ 2,000.00 ",,,,,
301,FRANCOS PIZZA,29258,225 BURGESS ROAD,HARRISONBURG,VA,22801,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,9/5/2008,,10/22/2008,25,,,,,,
432,NAPOLI RISTORANTE ITALIANO,50723,1059 S HIGH STREET,HARRISONBURG,VA,22801,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,10/31/2008,,12/22/2008,," $ 2,000.00 ",,,,,
909,CHILIS SOUTHWEST GRILL & BAR,72660,1752 E MARKET STREET,HARRISONBURG,VA,22801,SOLD TO UNDER AGED BUYER,1,Y,STAUNTON,OFFER IN COMPROMISE,9/5/2008,2/27/2009,06/12/09,," $ 5,000.00 ",2,,,,
275,FOOD LION 472,9703,1400 US HWY 211 W,LURAY,VA,22835,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,8/14/2008,,10/10/2008,," $ 2,000.00 ",,,,,
293,FAIRVIEW GROCERY INC,51634,101 S ANTIOCH ROAD,LURAY,VA,22835,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,8/14/2008,,10/22/2008,," $ 2,000.00 ",,,,,
387,MT JACKSON DENNYS,74265,250 CONICVILLE ROAD,MOUNT JACKSON,VA,22842,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,10/30/2008,,12/10/2008,25,,,,,,
315,NEW MARKET GROCERY,14151,9466 S. CONGRESS STREET`,NEW MARKET`,VA,22844,SOLD TO UNDER AGED BUYER,1,Y,STAUNTON,INITIAL HEARING,12/14/2007,9/11/2008,10/29/2008,30," $ 3,000.00 ",7,,,,
316,BO'S BELLY BARN,59099,163 OLD CROSS ROAD,NEW MARKET`,VA,22844,SOLD TO UNDER AGED BUYER,1,Y,STAUNTON,INITIAL HEARING,12/14/2007,9/11/2008,10/29/2008,30," $ 3,000.00 ",10,,,,
875,FOOD MART BLIMPIE,43294,145 W OLD CROSS ROAD,NEW MARKET,VA,22844,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,INITIAL HEARING,10/30/2008,4/10/2009,05/29/09,20," $ 1,750.00 ",,,,,
118,WORLD MARKET,38581,1615A EMMET STREET N,CHARLOTTESVILLE,VA,22901,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,6/13/2008,,8/13/2008,," $ 2,000.00 ",,,,,
605,AMIGOS I,45256,1863 SEMINOLE TRAIL,CHARLOTTESVILLE,VA,22901,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,INITIAL HEARING,6/24/2008,1/21/2009,3/9/2009,25," $ 2,000.00 ",,,,,
100,THE DOWNTOWN GRILL,7267,201 W. MAIN STREET,CHARLOTTESVILLE,VA,22902,SOLD TO UNDER AGED BUYER,1,Y,STAUNTON,OFFER IN COMPROMISE,6/16/2008,8/15/2008,8/25/2008,," $ 5,000.00 ",3,,,,
60,JOY FOODS 882,59236,1301 E HIGH STREET,CHARLOTTESVILLE,VA,22902,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,6/24/2008,,7/31/2008,25," $ 2,000.00 ",,,,,
65,MONTICELLO ROAD BP,48644,1800 MONTICELLO ROAD,CHARLOTTESVILLE,VA,22902,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,6/13/2008,,7/31/2008,25," $ 2,000.00 ",,,,,
450,CVS PHARMACY #1555,39713,1133 5TH STREET SW,CHARLOTTESVILLE,VA,22902,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,11/6/2008,,1/6/2009,," $ 2,000.00 ",,,,,
780,ZINC RESTAURANT,46720,420 W MAIN STREET,CHARLOTTESVILLE,VA,22902,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,1/30/2009,,04/21/09,," $ 2,000.00 ",,,,,
731,AMIGOS MEXICAN RESTAURANT,8221,1143 5TH STREET SW,CHARLOTTESVILLE,VA,22902,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,INITIAL HEARING,11/3/2008,2/27/2009,4/7/2009,20," $ 1,500.00 ",,,,,
198,EASY MART,50092,507 STEWART STREET,CHARLOTTESVILLE,VA,22903,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,7/24/2008,,9/11/2008,," $ 2,000.00 ",,,,,
448,JPA FAST MART,74372,2200 JEFFERSON PARK AVENUE,CHARLOTTESVILLE,VA,22903,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,11/6/2008,,1/6/2009,," $ 2,000.00 ",,,,,
686,THE COLLEGE INN,228,1511 UNIVERSITY AVENUE,CHARLOTTESVILLE,VA,22903,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,1/30/2009,,4/2/2009,," $ 2,000.00 ",,,,,
386,BASIL MEDITERRANEAN BISTRO,40339,"109 14TH STEET, N.W.",CHARLOTTESVILLE,VA,22903,SOLD TO UNDER AGED BUYER,1,Y,STAUNTON,INITIAL HEARING,6/13/2008,11/4/2008,12/10/2008,30," $ 2,500.00 ",7,,,,
734,ITALIAN VILLA,39815,129 N EMMET STREET,CHARLOTTESVILLE,VA,22903,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,OFFER IN COMPROMISE,1/30/2009,,4/7/2009,," $ 1,500.00 ",,,,,
732,FISHERVILLE CORNER MARKET,39522,1829 JEFFERSON HWY,FISHERVILLE,VA,22939,SOLD TO UNDER AGED BUYER,1,Y,STAUNTON,INITIAL HEARING,10/17/2008,2/24/2009,4/7/2009,60," $ 5,000.00 ",15,,,,
897,IMPERIAL OIL #884,19503,7653 ROCKFISH GAP TPKE,GREENWOOD,VA,22943,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,OFFER IN COMPROMISE,3/20/2009,,06/11/09,," $ 1,500.00 ",,,,,
249,FOOD LION 1531,9842,85 CALONHILL DRIVE,LOVINGSTON,VA,22949,SOLD TO UNDER AGED BUYER,1,N,LYNCHBURG,CONSENT SETTLEMENT,7/30/2008,,10/1/2008,," $ 2,000.00 ",,,,,
243,BASIC NECESSITIES,30591,2226 ROCKFISH VALLEY HWY,NELLYSFORD,VA,22958,SOLD TO UNDER AGED BUYER,1,N,LYNCHBURG,CONSENT SETTLEMENT,7/30/2008,,10/1/2008,," $ 2,000.00 ",,,,,
349,THAI-MEX II RESTAURANT,42203,2815 ROCKFISH VALLEY HIGHWAY,NELLYSFORD,VA,22958,SOLD TO UNDER AGED BUYER,1,N,LYNCHBURG,OFFER IN COMPROMISE,7/30/2008,11/12/2008,11/18/2008,," $ 1,500.00 ",,,,,
59,LAKESIDE GRILLE,27799,265 TURKEY SAG TRAIL UNIT 107 108,PALMYRA,VA,22963,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,5/27/2008,,7/31/2008,25," $ 2,000.00 ",,,,,
527,PALMYRA HITCHIN POST INC,52459,30 THOMAS JEFFERSON PKWY,PALMYRA,VA,22963,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,12/10/2008,,2/3/2009,," $ 2,000.00 ",,,,,
885,MULLIGANS,52173,45 FRIENDSHIP WAY,PALMYRA,VA,22963,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,3/20/2009,,06/08/09,," $ 2,000.00 ",,,,,
893,HONG KONG RESTAURANT,51804,8837 SEMINOLE TRAIL,RUCKERSVILLE,VA,22968,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,4/2/2009,,06/08/09,25,,,,,,
653,IKES COUNTRY STORE,29876,6597 ROCKFISH RIVER ROAD,SCHUYLER,VA,22969,SOLD TO UNDER AGED BUYER,1,N,LYNCHBURG,CONSENT SETTLEMENT,1/14/2009,,3/23/2009,," $ 2,000.00 ",,,,,
46,"B. L. HAMMS, INC.",44752,19321 JAMES MADISON HWY.,TROY,VA,22974,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,5/27/2008,,7/16/2008,25," $ 2,000.00 ",,,,,
442,STONE SOUP BOOKS INC,47062,908 W MAIN STREET,WAYNESBORO,VA,22980,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,10/31/2008,,1/6/2009,," $ 2,000.00 ",,,,,
741,7 ELEVEN STORE 2531 20792J,10247,2001 ROSSER AVENUE,WAYNESBORO,VA,22980,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,2/26/2009,,4/15/2009,," $ 2,000.00 ",,,,,
116,WINNERHAME MARKET,11481,14701 PATRICK HENRY HWY,AMELIA COURT HOUSE,VA,23002,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,6/6/2008,,8/13/2008,," $ 2,000.00 ",,,,,
627,THE LITTLE BIG STORE,73984,9502 G WASHINGTON MEMORIAL HWY,ARK,VA,23003,SOLD TO UNDER AGED BUYER,1,N,HAMPTON,INITIAL HEARING,8/6/2008,2/5/2009,3/18/2009,25," $ 2,000.00 ",,,,,
149,CITGO FOOD MART,46768,105 S CRATER ROAD,ASHLAND,VA,23005,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,5/5/2008,,8/18/2008,25,,,,,,
27,RENNIE'S # 626,42479,5033 RICHMOND TAPPAHANNOCK HWY,AYLETT,VA,23009,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,5/30/2008,,7/16/2008,25," $ 2,000.00 ",,,,,
850,RENNIES 626,42479,5033 RICHMOND TAPPAHANNOCK HWY,AYLETT,VA,23009,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,INITIAL HEARING,10/22/2008,4/10/2009,05/26/09,30," $ 3,000.00 ",10,,,,LICENSE SURRENDERED 2-3-09
273,7 ELEVEN STORE 2515 18603,18237,10126 KINGS DOMINION BLVD,DOSWELL,VA,23047,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,6/9/2008,,10/10/2008,," $ 2,000.00 ",,,,,
515,STANLEYS STORE,70494,14242 MOUNTAIN ROAD,GLEN ALLEN,VA,23059,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,12/10/2008,,2/3/2009,25,,,,,,
610,DEBBIE'S KITCHEN,12420,13155 MOUNTAIN ROAD,GLEN ALLEN,VA,23059,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,INITIAL HEARING,9/26/2008,1/23/2009,3/9/2009,20," $ 1,750.00 ",,,,,
268,EAST COAST #4040,13301,8627 BROOK ROAD,GLEN ALLEN,VA,23060,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,8/11/2008,,10/10/2008,," $ 2,000.00 ",,,,,
833,CHIPOTLE MEXICAN GRILL,51833,10501 W BROAD STREET,GLEN ALLEN,VA,23060,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,3/23/2009,,5/21/2009,," $ 2,000.00 ",,,,,
462,CVS PHARMACY #2169,4506,10901 W BROAD STREET,GLEN ALLEN,VA,23060,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,INITIAL HEARING,7/25/2008,11/25/2008,1/7/2009,30," $ 3,000.00 ",10,,,,
867,MARKET CAFÉ,35778,10950 NUCKOLS ROAD,GLEN ALLEN,VA,23060,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,INITIAL HEARING,10/25/2008,4/10/2009,05/29/09,,,,,,Y,DISMISSED
685,EAST COAST #4040,13301,8627 BROOK ROAD,GLEN ALLEN,VA,23060,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,OFFER IN COMPROMISE,10/24/2008,,3/31/2009,," $ 3,500.00 ",,,,,
541,THE BEACH HOUSE,52501,4040B COX ROAD,GLEN ALLEN,VA,23060,SOLD TO UNDER AGED BUYER-2 COUNTS,2,N,RICHMOND,OFFER IN COMPROMISE,12/11/2008,,2/10/2009,," $ 2,500.00 ",,,,,
270,PARHAMS #2,38980,9976 HWY 1,SOUTH HILL,VA,23070,SOLD TO UNDER AGED BUYER,1,N,LYNCHBURG,CONSENT SETTLEMENT,8/21/2008,,10/10/2008,," $ 2,000.00 ",,,,,
121,CROWN POINTE MARINA,35230,9737 COOKS LANDING LANE,HAYES,VA,23072,SOLD TO UNDER AGED BUYER,1,N,HAMPTON,CONSENT SETTLEMENT,6/13/2008,,8/13/2008,25,,,,,,
665,7 ELEVEN STORE 2516 34067,50317,3963 GEORGE WASHINGTON MEMORIAL HWY,HAYES,VA,23072,SOLD TO UNDER AGED BUYER,1,N,HAMPTON,CONSENT SETTLEMENT,10/21/2008,,3/27/2009,," $ 2,000.00 ",,,,,
194,KENTS SUPER MARKET,39768,20623 KING WILLIAM ROAD,KING WILLIAM,VA,23086,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,7/31/2008,,9/11/2008,," $ 2,000.00 ",,,,,
821,B&R MARKET,74619,18 HICKORY CREEK ROAD,LOUISA,VA,23093,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,3/20/2009,,05/12/09,," $ 2,000.00 ",,,,,
297,KROGER #510,16855,6335 MECHANICSVILLE TPKE,MECHANICSVILLE,VA,23111,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,6/9/2008,,10/22/2008,," $ 2,000.00 ",,,,,
392,GUS ITALIAN CAFÉ ,54169,7358 BELL CREEK ROAD,MECHANICSVILLE,VA,23111,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,9/26/2008,,12/10/2008,," $ 2,000.00 ",,,,,
611,UPPY'S XXX,34525,7009 POLE GREEN ROAD,MECHANICSVILLE,VA,23111,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,INITIAL HEARING,5/5/2008,1/23/2009,3/9/2009,30," $ 3,000.00 ",10,,,,
677,LEE DAVIS MARKET,51261,7039 MECHANICSVILLE PIKE,MECHANICSVILLE,VA,23111,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,INITIAL HEARING,5/5/2008,11/25/2008,3/30/2009,15," $ 1,500.00 ",,,,,
7,CHINA CHEN,27895,13249 RITTENHOUSE DRIVE,MIDLOTHIAN,VA,23112,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,5/7/2008,,7/3/2008,25," $ 2,000.00 ",,,,,
189,FOOD LION # 2636,38580,13530 GENITO ROAD,MIDLOTHIAN,VA,23112,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,OFFER IN COMPROMISE,5/7/2007,8/12/2008,9/8/2008,," $ 5,000.00 ",3,,,,
4,DEER RUN CITGO,22774,13931 HULL STREET RD.,MIDLOTHIAN,VA,23112,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,5/7/2008,,7/3/2008,25," $ 2,000.00 ",,,,,
505,CHILIS GRILL & BAR,39622,12231 CHATTANOOGA PLAZA,MIDLOTHIAN,VA,23112,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,APPEAL HEARING,4/23/2008,10/17/2008,1/26/2009,," $ 5,000.00 ",3,,,,
754,FOOD LION #2636,38580,13530 GENITO ROAD,MIDLOTHIAN,VA,23112,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,OFFER IN COMPROMISE,12/12/2008,,04/16/09,," $ 8,000.00 ",7,,,,
45,KING PIN LANES,52416,200 N. OTTERDALE RD.,MIDLOTHIAN,VA,23113,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,5/7/2008,,7/16/2008,25," $ 2,000.00 ",,,,,
534,BRICK HOUSE DINER,34370,13520 MIDLOTHIAN TPKE,MIDLOTHIAN,VA,23113,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,10/28/2008,,2/6/2009,25,,,,,,
547,LUCKYS SALISBURY,34860,14051 STEEPLESTONE ROAD,MIDLOTHIAN,VA,23113,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,12/12/2008,,2/11/2009,," $ 2,000.00 ",,,,,
584,FOOD LION 477,9705,13100 MIDLOTHIAN TPKE,MIDLOTHIAN,VA,23113,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,12/12/2008,,2/27/2009,," $ 2,000.00 ",,,,,
151,CVS PHARMACY #2691,10940,9498 CHARTER GATE DRIVE,MECHANICSVILLE,VA,23116,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,5/5/2008,,8/25/2008,," $ 2,000.00 ",,,,,
463,7 ELEVEN STORE 2515 32357,8591,8316 MEADOWBRIDGE ROAD,MECHANICSVILLE,VA,23116,SOLD TO UNDER AGED BUYER,1,Y,RICHMOND,INITIAL HEARING,7/25/2008,11/24/2008,1/7/2009,30," $ 3,000.00 ",10,,,,
11,NEW BRIDGE MARKET & DELI,40108,2983 NEW BRIDGE RD,MINERAL,VA,23117,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,5/27/2008,,7/3/2008,25," $ 2,000.00 ",,,,,
114,OWENS CREEK CORNER STORE,42237,1534 OWENS CREEK ROAD,MINERAL,VA,23117,SOLD TO UNDER AGED BUYER,1,N,STAUNTON,CONSENT SETTLEMENT,5/27/2008,,8/13/2008,," $ 2,000.00 ",,,,,
393,TEXACO FOOD MART,48279,4201 ANDERSON HWY,POWHATAN,VA,23139,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,9/17/2008,,12/10/2008,," $ 2,000.00 ",,,,,
245,B&B SEAFOOD IN THE FORGE LLC,36152,7309 POCOHONTAS TRAIL,PROVIDENCE FORGE,VA,23140,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,CONSENT SETTLEMENT,7/31/2008,,10/1/2008,,,25,,,,
573,BOTTOMS BRIDGE SHELL,11783,2301 POCAHONTAS TRAIL,QUINTON,VA,23141,SOLD TO UNDER AGED BUYER,1,N,RICHMOND,INITIAL HEARING,7/31/2008,1/12/2009,2/25/2009,20," $ 1,750.00 ",,,,,
