RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,CONTINUANCE?,DATE AVAILABLE TO H & A,DATE HEARD,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS), CIVIL PENALTY ($) ,MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER,,,,,,,,,,
484,TWINBROOK CONVENIENCE STORE,39894,9529 BRADDOCK ROAD,FAIRFAX,VA,22032,NOT LEGITIMATE OWNER OF THE BUSINESS CONDUCTED UNDER THE L ICENSE,1,N,ALEXANDRIA,INITIAL HEARING,1/21/2011,Y,2/4/2011,3/5/2011,4/14/2011,2/23/2013,,,,,,Y,,,,,,,,,,,
463,PENDERBROOK GOLF CLUB,3464,3700 GOLF TRAIL LANE,FAIRFAX,VA,22033,"FAIL TO  TIMELY SUBMIT ANNUAL REVIEW REPORT FOR YEAR ENDING AUGUST 31, 2012.",1,Y,ALEXANDRIA,CONSENT SETTLEMENT,8/31/2012,N,12/13/2012,,,1/31/2013,, $ 500.00 ,,,,,,,,,,,,,,,
489,STAR THAI CUISINE,76592,13046 FAIR LAKES SHOPPING CTR,FAIRFAX,VA,22033,"FAIL TO  TIMELY SUBMIT ANNUAL REVIEW REPORT FOR YEAR ENDING MAY 31, 2012",1,Y,ALEXANDRIA,INITIAL HEARING,5/31/2012,Y,9/13/2012,1/10/2013,1/23/2013,2/26/2013,,,,,Y,,,,,,,,,,,,
18,KEBERICHO DELI MARKET AND BUTCHER SHOP,59736,3811C S GEORGE MASON DR,FALLS CHURCH,VA,22041,LICENSEE PERMITTED A PERSON TO BE IN CHARGE OF THE BUSINESS AND FAILED TO KEEP THE NAME POSTED; FAIL TO TIMELY SUBMIT THE ANNUAL REVIEW REPORT,2,N,ALEXANDRIA,INITIAL HEARING,11/30/2012,N,2/28/2012,4/18/2012,6/5/2012,7/11/2012,10," $ 2,000.00 ",,,,,,,,,,,,,,,
47,BABYLON FUTBOL CAFÉ,45616,3501A S JEFFERSON STREET,FALLS CHURCH,VA,22041,KEPT ALCOHOLIC BEVERAGES NOT AUTHORIZED TO SELL; DELIVERED TO CONSUMER AN ORIGIONAL BOTTLE OF SPIRITS PURCHASED UNDER THE MIXED BEVERAGE LICENSE,2,Y,ALEXANDRIA,CONSENT SETTLEMENT,5/17/2012,N,6/29/2012,,,7/20/2012,," $ 1,500.00 ",,,,,,,,,,,,,,,
220,EYO RESTAURANT & SPORTS BAR,51776,3821B S GEORGE MASON DRIVE,FALLS CHURCH,VA,22041,"FAIL TO TIMELY SUBMIT ANNUAL REVIEW REPORT FOR YEAR ENDING MAY 31, 2012.",1,N,ALEXANDRIA,CONSENT SETTLEMENT,5/31/2012,N,10/4/2012,,,10/22/2012,, $ 500.00 ,,,,,,,,,,,,,,,
492,PUEBLO NUEVO RESTAURANT,44092,6013 LEESBURG PIKE,FALLS CHURCH,VA,22041,LICENSEE FAILED TO COMPLY WITH A CONDITION/RESTRICTION OF THE LICENSE,1,N,ALEXANDRIA,INITIAL HEARING,10/10/2012,N,11/16/2012,1/9/2013,1/31/2013,3/5/2013,7, $ 500.00 ,,,,,,,,,,,,,,,
580,LACY VARIETY,64961,3716 LACY BOULEVARD,FALLS CHURCH,VA,22041,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,2/24/2013,N,3/5/2013,,,4/23/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
588,CHICKEN HOUSE,17933,6007 LEESBURG PIKE,FALLS CHURCH,VA,22041,"FAILED TO KEEP NAME POSTED DURING TIME IN CHARGE; FAILED TO HAVE DESIGNATED MANAGER PRESENT AND IN ACTUAL CHARGE; FAIL TO KEEP COMPLETE, ACCURATE, SEPARATE RECORDS; FAIL TO COMPLY WITH CONDITION/RESTRICTION",4,Y,ALEXANDRIA,INITIAL HEARING,10/10/2012,Y,11/28/2012,2/19/2013,3/26/2013,4/30/2013,8," $ 2,000.00 ",,,,,,,,,,,,,,,
598,PAISANOS,79252,5874 CROSSROADS CENTER,FALLS CHURCH,VA,22041,"UAB; LICENSEE PERMITTED AN EMPLOYEE UNDER THE AGE OF 18 YO TO SELL, SERVE OR DISPENSE ALCOHOLIC BEVERAGES FOR ON-PREMISES CONSUMPTION",2,N,ALEXANDRIA,CONSENT SETTLEMENT,2/24/2013,N,3/26/2013,,,5/3/2013,," $ 2,500.00 ",,,,,,,,,,,,,,,
627,RAAGA RESTAURANT,4892,5872 LEESBURG PIKE,FALLS CHURCH,VA,22041,"FAIL TO  TIMELY SUBMIT ANNUAL REVIEW REPORT FOR YEAR ENDING DECEMBER 31, 2012.",1,N,ALEXANDRIA,CONSENT SETTLEMENT,12/31/2012,N,4/26/2013,,,5/21/2013,, $ 500.00 ,,,,,,,,,,,,,,,
643,GOODWIN HOUSE BAILEYS CROSSROADS,23014,3440 S JEFFERSON ST,FALLS CHURCH,VA,22041,UAB,1,N,ALEXANDRIA,INITIAL HEARING,8/29/2012,N,10/17/2012,3/8/2013,4/24/2013,5/30/2013,20," $ 1,750.00 ",,,,,,,,,,,,,,,
27,HARVEST MOON RESTAURANT,39411,7260 ARLINGTON BLVD.,FALLS CHURCH,VA,22042,KEPT ALCOHOLIC BEVERAGES NOT AUTHORIZED TO SELL,1,N,ALEXANDRIA,CONSENT SETTLEMENT,5/21/2012,N,6/11/2012,,,7/13/2012,, $ 500.00 ,,,,,,,,,,,,,,,
68,HARVEST MOON RESTAURANT,39411,7260 ARLINGTON BLVD.,FALLS CHURCH,VA,22042,FAIL TO TIMELY SUBMIT THE ANNUAL REVIEW REPORT,1,N,ALEXANDRIA,INITIAL HEARING,2/29/2012,N,5/23/2012,6/19/2012,6/27/2012,7/31/2012,,,,,,,NO PENALTY IMPOSED,,,,,,,,,,
239,7 MARKET,42953,7812 LEE HIGHWAY,FALLS CHURCH,VA,22042,UAB,1,Y,ALEXANDRIA,CONSENT SETTLEMENT,9/21/2012,N,10/2/2012,,,10/25/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
395,LAS AMERICAS RESTAURANT,11695,3103A GRAHAM ROAD,FALLS CHURCH,VA,22042,"SOLD ALCOHOLIC BEVERAGES TO A PERSON LESS THAN 21, ALLOWED THE CONSUMPTION OF ALCOHOLIC BEVERAGES BY INTOXICATED PERSON",2,N,ALEXANDRIA,APPEAL HEARING,2/25/2012,Y,3/21/2012,7/13/2012,8/16/2012,1/8/2013,25," $ 4,000.00 ",,,,,,,,,,,,,,,
504,ULTIMATE CHICKEN BISTRO,69110,7263G ARLINGTON BOULEVARD,FALLS CHURCH,VA,22042,KEPT ALCOHOLIC BEVERAGES NOT AUTHORIZED TO SELL; FAILED TO KEEP ACCURATE AND SEPARATE RECORDS AT PLACE OF BUSINESS,2,N,ALEXANDRIA,CONSENT SETTLEMENT,1/29/2013,N,2/15/2013,,,3/18/2013,7,,,,,,,,,,,,,,,,
560,LLAJTAYMANTA RESTAURANT,67558,7236 ARLINGTON BLVD,FALLS CHURCH,VA,22042,UAB,1,N,ALEXANDRIA,INITIAL HEARING,9/21/2012,N,12/17/2012,1/23/2013,2/28/2013,4/10/2013,25," $ 2,000.00 ",,,,,,,,,,,,,,,
597,FROZEN DAIRY BAR AND BOARDWALK PIZZA,45764,6641 ARLINGTON BOULEVARD,FALLS CHURCH,VA,22042,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,3/16/2013,N,4/10/2013,,,5/3/2013,25,,,,,,,,,,,,,,,,
687,SEA PEARL,47008,"8191 STRAWBERRY LANE, SUITE 2",FALLS CHURCH,VA,22042,LICENSEE ADVERTISED ABOUT OR CONCERNING HAPPY HOUR X2,2,N,ALEXANDRIA,CONSENT SETTLEMENT,5/14/2013,N,6/4/2013,,,6/24/2013,," $ 1,000.00 ",,,,,,,,,,,,,,,
67,HOA VIEN QUAN,40423,6757 WILSON BLVD,FALLS CHURCH,VA,22044,FAIL TO SUBMIT COMPLETE AND ACCURATE ANNUAL REVIEW REPORT,1,N,ALEXANDRIA,INITIAL HEARING,10/31/2011,N,5/14/2012,6/19/2012,6/27/2012,7/31/2012,7, $ 500.00 ,,,,,,,,,,,,,,,
86,VIET BISTRO RESTAURANT,51460,6799 WILSON BLVD,FALLS CHURCH,VA,22044,FAIL TO TIMELY SUBMIT ANNUAL REVIEW REPORT,1,Y,ALEXANDRIA,INITIAL HEARING,2/29/2012,N,5/23/2012,6/19/2012,7/5/2012,8/14/2012,7, $ 500.00 ,,,,,,,,,,,,,,,
620,VIVA TEQUILA 2 RESTAURANT,69641,6186 ARLINGTON BOULEVARD,FALLS CHURCH,VA,22044,LICENSED ESTABLISHEMENT WAS SO ILLUMINATED THAT AGENTS WERE PREVENTED FROM READY ACCESS TO AND REASONABLE OBSERVATION OF THE ROOM OR AREAR WITHIN WHICH ALCOHOLIC BEVERAGES WERE BEING SOLD OR CONSUMED,1,N,ALEXANDRIA,CONSENT SETTLEMENT,3/15/2013,N,4/18/2013,,,5/21/2013,, $ 500.00 ,,,,,,,,,,,,,,,
127,LA CARAQUENA RESTAURANT,48992,300 W BROAD ST ,FALLS CHURCH,VA,22046,PERMITTED CONSUMPTION OF ALCOHOLIC BEVERAGES BETWEEN 2 AM AND 6 PM,1,N,ALEXANDRIA,INITIAL HEARING,2/23/2012,Y,3/21/2012,7/11/2012,8/1/2012,9/6/2012,10," $ 1,000.00 ",,,,,,,,,,,,,,,
606,HOAGANS GRILL & SUSHI BAR,41631,"502 W BROAD STREET, SUITE 5",FALLS CHURCH,VA,22046,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,3/16/2013,N,4/9/2013,,,5/15/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
517,PASA THAI CUISINE,40495,1315 OLD CHAIN BRIDGE RD,MCLEAN,VA,22101,"LICENSEE FAILED TO KEEP COMPLETE, ACCURATE, AND SEPARATE RECORDS",1,Y,ALEXANDRIA,INITIAL HEARING,8/13/2012,N,10/24/2012,1/10/2013,2/15/2013,3/19/2013,7,$500.00,,,,,,,,,,,,,,,
651,MYLOS GRILL,64476,6238 OLD DOMINION DRIVE,MCLEAN,VA,22101,"LICENSEE ADVERTISED ABOUT OR CONCERNING HAPPY HOUR, CONTRARY TO RULES AND REGULATIONS OF THE BOARD",1,N,ALEXANDRIA,CONSENT SETTLEMENT,4/29/2013,N,5/8/2013,,,6/4/2013,, $ 500.00 ,,,,,,,,,,,,,,,
551,THE CAPITAL GRILLE #8014,10796,1861 INTERNATIONAL DRIVE,MCLEAN,VA,22102,"FAIL TO  TIMELY SUBMIT ANNUAL REVIEW REPORT FOR YEAR ENDING OCTOBER 31, 2012.",1,N,ALEXANDRIA,CONSENT SETTLEMENT,10/31/2012,N,2/22/2013,,,4/8/2013,, $ 500.00 ,,,,,,,,,,,,,,,
589,PANACHE RESTAURANT AND LOUNGE,50679,1753 PINNACLE DR,MCLEAN,VA,22102,FAIL TO TIMELY SUBMIT ANNUAL REVIEW REPORT ,1,Y,ALEXANDRIA,INITIAL HEARING,9/30/2012,N,12/27/2012,1/24/2013,3/26/2013,4/30/2013,,,,,,,NO PENALTY IMPOSED,,,,,,,,,,
224,CVS PHARMACY #1389,62860,2912 CHAIN BRIDGE ROAD,OAKTON,VA,22124,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,8/30/2012,N,9/26/2012,,,10/22/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
607,MADIGANS WATERFRONT,40741,201 MILL STREET,OCCOQUAN,VA,22125,LICENSEE FAILED TO COMPLY WITH THE PERMIT,1,N,ALEXANDRIA,CONSENT SETTLEMENT,4/2/2013,N,4/16/2013,,,5/15/2013,, $ 500.00 ,,,,,,,,,,,,,,,
84,GAMASOT,66987,6963 HECHINGER DRIVE,SPRINGFIELD,VA,22151,"LICENSEE FAILED TO SUBMIT TO THE BOARD THE ANNUAL REVIEW REPORT FOR THE YEAR ENDING FEBRUARY 29, 2012.",1,N,ALEXANDRIA,CONSENT SETTLEMENT,2/29/2012,N,7/18/2012,,,8/14/2012,, $ 500.00 ,,,,,,,,,,,,,,,
10,EASTERN WHOLESALE,78855,"7942 CLUNY CT, N",SPRINGFIELD,VA,22153,LACK OF RESPECT FOR LAW AND ORDER X2,2,N,ALEXANDRIA,INITIAL HEARING,4/23/2012,N,4/28/2012,6/18/2012,6/25/2012,7/3/2012,,,,,,,,,,,,,,,,,
194,FOREST GREENS GOLF CLUB,32497,5600 POA ANNUA LANE,TRIANGLE,VA,22172,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,9/6/2012,N,9/21/2012,,,10/12/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
299,KOI TYSONS CORNER,78502,8413A OLD COURTHOUSE RD,VIENNA,VA,22182,LICENSEE KEPT OR ALLOWED TO BE KEPT ALCOHOLIC BEVERAGES LICENSEE WAS NOT AUTHORIZED TO SELL,1,N,ALEXANDRIA,INITIAL HEARING,6/4/2012,N,7/31/2012,8/23/2012,10/31/2012,12/4/2012,10," $ 1,000.00 ",,,,,,,,,,,,,,,
538,THE OLIVE GARDEN RESTAURANT 1361,56961,8133 LEESBURG PIKE,VIENNA,VA,22182,"FAIL TO  TIMELY SUBMIT ANNUAL REVIEW REPORT FOR YEAR ENDING OCTOBER 31, 2012.",1,N,ALEXANDRIA,CONSENT SETTLEMENT,10/31/2012,N,2/12/2013,,,4/2/2013,, $ 500.00 ,,,,,,,,,,,,,,,
571,ALF LAYLAH,67160,8605 WESTWOOD CENTER DRIVE,VIENNA,VA,22182,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,2/24/2013,N,3/11/2013,,,4/16/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
251,AIAM BISTROS,40494,4129 MERCHANT PLAZA,WOODBRIDGE,VA,22192,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,9/6/2012,N,10/1/2012,,,10/31/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
252,RED ROBIN AMERICAS GOURMET BURGERS & SPIRITS,73896,14090 WORTH AVENUE,WOODBRIDGE,VA,22192,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,9/6/2012,N,10/2/2012,,,10/31/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
324,OLD BRIDGE EXXON,66343,3514 OLD BRIDGE ROAD,WOODBRIDGE,VA,22192,UAB,1,N,ALEXANDRIA,OFFER IN COMPROMISE,10/27/2012,N,11/7/2012,,,12/20/2012,," $ 1,500.00 ",,,,,RSVP TRAINING ALL STAFF,,,,,,,,,,
514,HOUSE OF CHOU,51555,12508 DILLINGHAM SQ,WOODBRIDGE,VA,22192,UAB,1,N,ALEXANDRIA,INITIAL HEARING,10/27/2012,N,12/5/2012,1/11/2013,2/6/2013,3/18/2013,20," $ 1,750.00 ",,,,,,,,,,,,,,,
616,OLD HICKORY GOLF CLUB,26973,11921 CHANCEFORD DRIVE,WOODBRIDGE,VA,22192,UAB,1,Y,ALEXANDRIA,CONSENT SETTLEMENT,3/23/2013,N,4/19/2013,,,5/21/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
74,AMF DALE CITY LANES 372,72702,4304 DALE BOULEVARD,WOODBRIDGE,VA,22193,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,6/26/2012,N,7/11/2012,,,8/6/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
85,PADRINOS PIZZA,17281,4341 DALE BLVD. CENTER PLAZA,DALE CITY,VA,22193,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,6/26/2012,N,7/31/2012,,,8/14/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
228,PIZZA HUT #23527,46025,4306 DALE BOULEAVARD,DALE CITY,VA,22193,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,9/21/2012,N,10/2/2012,,,10/22/2012,25,,,,,,,,,,,,,,,,
39,MAD ROSE TAVERN,66281,3100 CLARENDON BLVD,ARLINGTON,VA,22201,ADVERTISED ABOUT HAPPY HOUR X2,2,Y,ALEXANDRIA,INITIAL HEARING,3/19/2012,Y,3/28/2012,5/16/2012,6/14/2012,7/19/2012,15," $ 2,000.00 ",,,,,,,,,,,,,,,
163,ADAMS CORNER,64960,2319 WILSON BOULEVARD,ARLINGTON,VA,22201,LICENSEE ADVERTISED ABOUT OR CONCERNING HAPPY HOUR,1,N,ALEXANDRIA,CONSENT SETTLEMENT,8/17/2012,N,8/29/2012,,,9/24/2012,, $ 500.00 ,,,,,,,,,,,,,,,
579,THE ITALIAN STORE,28959,3123 LEE HIGHWAY,ARLINGTON,VA,22201,UAB,1,Y,ALEXANDRIA,CONSENT SETTLEMENT,3/2/2013,N,3/19/2013,,,4/23/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
581,DELHI DHABA,54379,2424 WILSON BOULEVARD,ARLINGTON,VA,22201,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,3/2/2013,N,3/22/2013,,,4/23/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
140,MELODY,69340,"3650 S GLEBE ROAD, SUITE 170",ARLINGTON,VA,22202,"LICENSEE PURCHASED ALCOHOLIC BEVERAGES FROMTEH BOARD, EXCEPT FOR CASH",1,N,ALEXANDRIA,CONSENT SETTLEMENT,6/30/2012,N,8/17/2012,,,9/12/2012,, $ 250.00 ,,,,,,,,,,,,,,,
195,TOWERS FOODS,3352,1600 S EADS STREET,ARLINGTON,VA,22202,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,8/30/2012,N,9/24/2012,,,10/12/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
69,TARA TEMPLE,77953,4001 FAIRFAX DR,ARLINGTON,VA,22203,FAIL TO TIMELY SUBMIT THE ANNUAL REVIEW REPORT,1,Y,ALEXANDRIA,INITIAL HEARING,2/29/2012,N,5/24/2012,6/19/2012,6/27/2012,7/31/2012,,,,,,,,,,,,,,,,,
223,ARLINGTON HOLIDAY INN,43905,4610 FAIRFAX DRIVE,ARLINGTON,VA,22203,UAB,1,Y,ALEXANDRIA,CONSENT SETTLEMENT,8/30/2012,N,9/21/2012,,,10/22/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
242,MARVELOUS MARKET,50681,888 N QUINCY STREET,ARLINGTON,VA,22203,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,8/29/2012,N,9/26/2012,,,10/25/2012,25,,,,,,,,,,,,,,,,
264,THE GREENE TURTLE,69654,900 N GLEBE ROAD,ARLINGTON,VA,22203,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,9/21/2012,N,10/18/2012,,,11/13/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
270,BUFFALO WILD WINGS GRILL & BAR 379,80201,"950 N GLEBE ROAD, SUITE 130",ARLINGTON,VA,22203,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,9/21/2012,N,10/22/2012,,,11/13/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
287,TARA TEMPLE,77953,4001 FAIRFAX DR,ARLINGTON,VA,22203,LICENSEE ADVERTISED ABOUT OR CONCERNING HAPPY HOUR CONTRARY TO RULES AND REGULATIONS OF THE BOARD,1,Y,ALEXANDRIA,INITIAL HEARING,6/15/2012,N,6/19/2012,9/17/2012,10/15/2012,11/26/2012,7, $ 500.00 ,,,,,,,,,,,,,,,
619,THAI CURRY,66317,307 N GLEBE ROAD,ARLINGTON,VA,22203,"FAIL TO  TIMELY SUBMIT ANNUAL REVIEW REPORT FOR YEAR ENDING DECEMBER 31, 2012.",1,N,ALEXANDRIA,CONSENT SETTLEMENT,12/31/2012,N,4/17/2013,,,5/21/2013,, $ 500.00 ,,,,,,,,,,,,,,,
23,ASIAN KITCHEN,65141,5731 LEE HWY,ARLINGTON,VA,22207,FAIL TO TIMELY SUBMIT ANNUAL REVIEW REPORT,1,N,ALEXANDRIA,INITIAL HEARING,7/31/2011,N,3/27/2012,5/16/2012,6/8/2012,7/11/2012,10, $ 750.00 ,,,,,,,,,,,,,,,
496,THIRSTY BERNIE,48432,2163 N GLEBE RD,ARLINGTON,VA,22207,"LICENSEE FAILED TO SUBMIT ANNUAL REVIEW REPORT FOR YEAR ENDING MAY 31, 2012",1,Y,ALEXANDRIA,INITIAL HEARING,5/31/2012,Y,9/27/2012,1/9/2013,1/30/2013,3/5/2013,,,,,,,SUBSTANTIATED WITH NO PENALTY,,,,,,,,,,
679, DELI ITALIANO,67010,6505 29TH STREET N,ARLINGTON,VA,22213,PERMIT HOLDER FAILED TO COMPLY WITH THE PERMIT,1,N,ALEXANDRIA,OFFER IN COMPROMISE,12/31/2012,N,4/19/2013,,,6/20/2013,, $ 400.00 ,,,,,,,,,,,,,,,
503,BONCHON CHICKEN,67191,3243 OLD PICKET ROAD,FAIRFAX,VA,22301,FAILURE TO TIMELY SUBMIT MBAR,1,N,ALEXANDRIA,OFFER IN COMPROMISE,10/5/2012,N,11/9/2012,,,3/15/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
95,CHIPOTLE MEXICAN GRILL,51823,4531 DUKE STREET,ALEXANDRIA,VA,22304,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,6/19/2012,N,7/19/2012,,,8/21/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
132,TSEDY ABEBA INTL GROCERY & BUTCHER SHOP,10112,672 SOUTH PICLET STREET,ALEXANDRIA,VA,22304,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,7/27/2012,N,8/15/2012,,,9/12/2012,25,,,,,,,,,,,,,,,,
237,7 ELEVEN STORE 10778-B,61494,331 S WHITING STREET,ALEXANDRIA,VA,22304,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,9/7/2012,N,9/21/2012,,,10/25/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
529,MAIN STREET MARKET,12501,4901 BRENMAN PARK DRIVE,ALEXANDRIA,VA,22304,ALLOWED MOO LEE TO BE IN CHARGE OF THE BUSINESS AND FAILED TO KEEP HIS NAME POSTED,1,N,ALEXANDRIA,CONSENT SETTLEMENT,2/5/2013,N,2/25/2013,,,3/25/2013,, $ 500.00 ,,,,,,,,,,,,,,,
135,EL PULGARCITY RESTAURANT,46370,3838 MOUNT VERNON AVE.,ALEXANDRIA,VA,22305,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,7/27/2012,N,8/17/2012,,,9/12/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
162,RTs RESTAURANT,18911,3804 MOUNT VERNON AVENUE,ALEXANDRIA,VA,22305,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,7/27/2012,N,8/15/2012,,,9/24/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
498,MERCADITO RAMOS III,11887,4102 MOUNT VERNON AVE,ALEXANDRIA,VA,22305,FAILED TO HAVE A DESIGNATED MANAGER PRESENT & IN CHARGE OF BUSINESS,1,N,ALEXANDRIA,CONSENT SETTLEMENT,1/7/2013,N,1/30/2013,,,3/4/2013,, $ 500.00 ,,,,,,,,,,,,,,,
34,EL RINCON CATRACHO CHICKEN AND STEAK,46654,2911 ARLINGTON DR,ALEXANDRIA,VA,22306,"PURCHASE WINE FROM PERSON OTHER THAN MANUFACTURER, BOTTLER, WHOLESALER; FAIL TO KEEP COMPLETE, ACCURATE AND SEPARATE RECORDS, KEPT ALCOHOLIC BEVERAGES NOT AUTHORIZED TO SELL",3,Y,ALEXANDRIA,INITIAL HEARING,3/2/2012,N,4/4/2012,5/16/2012,6/12/2012,7/19/2012,10," $ 1,000.00 ",,,,,,,,,,,,,,,
38,MIGUELITO CHICKEN,78024,"6333 SOUTH KINGS HWY, STE C",ALEXANDRIA,VA,22306,LICENSEE PERMITTED A PERSON TO BE IN CHARGE OF THE BUSINESS AND FAILED TO KEEP THE NAME POSTED; ALLOWED AN INTOXICATED PERSON TO LOITER,2,N,ALEXANDRIA,INITIAL HEARING,3/3/2012,N,3/20/2012,4/17/2012,6/15/2012,7/19/2012,10," $ 2,000.00 ",,,,Y,CHG 1 DISMISSED,,,,,,,,,,
96,NOODLES & CO,57831,"7728 RICHMOND HIGHWAY, SUITE A",ALEXANDRIA,VA,22306,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,6/26/2012,N,7/23/2012,,,8/21/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
629,SHANES RIB SHACK,49396,"4698 RICHMOND HIGHWAY, SUITE B",ALEXANDRIA,VA,22306,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,4/7/2013,N,4/29/2013,,,5/21/2013,25,,,,,,,,,,,,,,,,
33,MEXICO LINDO SECRET RESTAURANT,50368,8786 RICHMOND HIGHWAY,ALEXANDRIA,VA,22309,FAIL TO TIMELY SUBMIT ANNUAL REVIEW REPORT; FAIL TO SUBMIT COMPLETE AND ACCURATE ANNUAL REVIEW REPORT,2,Y,ALEXANDRIA,INITIAL HEARING,10/31/2011,Y,2/28/2012,5/17/2012,6/12/2012,7/19/2012,7, $ 750.00 ,,,,,,,,,,,,,,,
82,EL PASO MEXICAN REST,56920,8746 COOPER ROAD,ALEXANDRIA,VA,22309,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,6/26/2012,N,7/24/2012,,,8/14/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
238,SHOPPERS FOOD WAREHOUSE #28,4468,7005 MANCHESTER LAKES BLVD.,ALEXANDRIA,VA,22310,UAB,1,Y,ALEXANDRIA,CONSENT SETTLEMENT,8/30/2012,N,9/21/2012,,,10/25/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
526,GENGIS GRILL,68585,7001F MANCHESTER BOULEVARD,ALEXANDRIA,VA,22310,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,2/16/2013,N,2/25/2013,,,3/25/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
542,LUCKYS SPORTS THEATRE & GRILL,48767,70278 MANCHESTER BLVD,ALEXANDRIA,VA,22310,UAB,1,Y,ALEXANDRIA,CONSENT SETTLEMENT,2/16/2013,N,2/26/2013,,,4/2/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
227,MEDITERRANEAN GOURMET MARKET,40541,6122 FRANCONIA ROAD,ALEXANDRIA,VA,22310,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,8/30/2012,N,9/24/2012,,,10/22/2012,25,,,,,,,,,,,,,,,,
14,HOTEL MONACO,43346,480 KING STREET,ALEXANDRIA,VA,22314,LICENSEE ADVERTISED ABOUT OR CONCERNING HAPPY HOUR,1,N,ALEXANDRIA,CONSENT SETTLEMENT,5/23/2012,N,6/9/2012,,,7/9/2012,, $ 500.00 ,,,,,,,,,,,,,,,
100,MOMO SUSHI & CAFÉ,40791,212 QUEEN STREET,ALEXANDRIA,VA,22314,UAB,1,N,ALEXANDRIA,CONSENT SETTLEMENT,6/19/2012,N,8/6/2012,,,8/24/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
110,DELIAS PIZZERIA AND MEDITERRANEAN GRILL,53740,211 SWAMP FOX ROAD,ALEXANDRIA,VA,22314,FAILURE TO TIMELY SUBMIT MIXED ANNUAL REVIEW REPORT,1,N,ALEXANDRIA,OFFER IN COMPROMISE,3/31/2012,N,7/19/2012,,,8/31/2012,, $ 500.00 ,,,,,,,,,,,,,,,
